,,10470,10570,10670,10870,10970,11070,11470,11570,11670,11770,11870,11970,20370,20470,20570,20670,20870,20970,21070,21570,21670,21870,21970,30470,30570,30670,30870,30970,31070,31170,31670,31870,31970
,, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar
,, NO, NO2, NOX, CO, O3, PM2.5, PM2.5, PM2.5S, ET, RH, WS, WD, SO2, NO, NO2, NOX, CO, O3, PM2.5, ET, RH, WS, WD, NO, NO2, NOX, CO, O3, PM2.5, PM2.5S, RH, WS, WD
,, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC
2433,12/04/2023 8:00,0.00562,0.01644,0.02206,0.237,0.02443,MS,MS,6.05,-0.715,99.754,3.442,0.437,0.00018,0.01307,0.02771,0.04078,0.279,0.01294,10.23,-0.617,99.817,2.921,356.113,10.053,18.949,29.003,0.281,12.263,MS,7.008,84.667,4.268,286.411
2434,12/04/2023 9:00,0.0068,0.01345,0.02025,0.227,0.028,MS,MS,8.825,1.307,91.209,4.444,320.223,0.00034,0.01088,0.01946,0.03034,0.256,0.02261,9.497,0.775,99.255,4.132,307.437,6.842,10.584,17.441,0.21,23.008,MS,4.874,79.141,7.165,303.36
2435,12/04/2023 10:00,0.00379,0.00595,0.00974,0.195,0.03661,MS,MS,7.604,3.188,64.071,10.608,332.1,0.00059,0.00886,0.0134,0.02225,0.253,0.02871,7.159,2.636,70.671,7.967,324.465,2.9,6.158,9.064,0.162,36.406,MS,2.446,65.783,8.878,300.46
2436,12/04/2023 11:00,0.00255,0.00435,0.0069,0.172,0.04111,MS,MS,6.562,4.468,52.833,9.763,339.07,0.00051,0.00526,0.00924,0.0145,0.198,0.03477,7.409,4.678,51.055,8.8,344.366,1.276,3.941,5.217,0.156,42.632,MS,2.023,57.49,7.638,317.626
2437,12/04/2023 12:00,0.0012,0.00237,0.00358,0.155,0.04702,MS,MS,5.789,4.865,45.844,10.423,17.075,0.0002,0.00252,0.00567,0.00819,0.174,0.041,6.323,5.615,42.949,10.071,358.543,0.565,2.189,2.754,0.148,48.611,MS,1.286,45.959,6.844,28.241
2438,12/04/2023 13:00,0.00136,0.00218,0.00355,0.146,0.04771,MS,MS,6.251,5.071,43.771,14.236,62.441,0.00013,0.00261,0.00524,0.00785,0.166,0.04147,8.048,6.121,42.247,14.976,31.669,0.68,2.221,2.902,0.149,49.986,MS,1.384,43.097,10.384,45.945
2439,12/04/2023 14:00,0.00117,0.0016,0.00277,0.144,0.04901,MS,MS,6.278,5.286,43.929,15.385,82.869,0.00012,0.00214,0.00467,0.00681,0.161,0.04249,8.557,6.442,41.912,14.251,57.641,0.708,2.714,3.423,0.152,50.089,MS,1.834,40.912,11.383,61.759
2440,12/04/2023 15:00,0.00129,0.00172,0.00303,0.138,0.04908,MS,MS,6.331,5.838,40.347,14.328,87.425,0.0001,0.00293,0.00528,0.00821,0.169,0.04175,6.311,6.417,39.417,12.545,70.461,0.612,3.128,3.74,0.16,49.495,MS,2.149,42.658,9.848,64.626
2441,12/04/2023 16:00,0.00099,0.00148,0.00247,0.136,0.04958,MS,MS,7.341,5.973,35.292,10.865,94.719,0.00006,0.00112,0.00396,0.0051,0.17,0.04376,5.713,6.802,36.163,11.654,99.614,0.55,2.708,3.258,0.159,49.973,MS,2.342,40.183,8.218,89.643
2442,12/04/2023 17:00,0.00077,0.00165,0.00242,0.135,0.04977,MS,MS,8.006,5.884,34.412,9.076,117.911,0.00005,0.00038,0.00247,0.00285,0.161,0.0456,4.767,6.04,36.752,12.032,117.032,0.353,2.716,3.068,0.155,50.05,MS,2.467,37.495,7.307,98.238
2443,12/04/2023 18:00,0.00081,0.00326,0.00408,0.138,0.04764,MS,MS,6.735,5.044,42.739,7.626,116.933,0.00005,0.00045,0.00374,0.00418,0.166,0.04406,3.849,5.48,38.168,10.294,117.552,0.31,3.669,3.978,0.158,49.034,MS,2.446,55.891,10.307,43.605
2444,12/04/2023 19:00,0.0005,0.00415,0.00465,0.152,0.04408,MS,MS,5.794,2.168,88.069,15.601,350.303,0.00008,0.00012,0.00458,0.00469,0.166,0.04146,4.477,4.531,47.256,3.059,169.55,0.205,3.319,3.523,0.16,47.743,MS,2.764,78.239,7.049,126.902
2445,12/04/2023 20:00,0.0005,0.0106,0.01111,0.188,0.03752,MS,MS,6.292,1.622,99.761,8.281,307.146,0.00006,0.00023,0.00821,0.00844,0.206,0.03771,4.94,2.521,88.948,8.299,305.276,0.118,4.722,4.839,0.176,46.883,MS,3.098,91.638,6.461,232.179
2446,12/04/2023 21:00,0.00069,0.02226,0.02295,0.222,0.02669,MS,MS,6.089,0.794,99.712,2.853,314.202,0.00002,0.00008,0.00869,0.00878,0.196,0.03572,4.621,1.317,99.804,7.168,249.175,0.138,9.262,9.4,0.204,38.174,MS,5.021,93.129,4.651,331.342
2447,12/04/2023 22:00,0.00034,0.01497,0.01532,0.229,0.02765,MS,MS,5.946,-0.045,99.62,2.708,340.448,0.00002,0.00022,0.01037,0.01058,0.202,0.03233,4.794,0.668,99.774,7.855,270.903,0.076,11.316,11.391,0.2,33.535,MS,5.931,93.356,4.917,314.039
2448,12/04/2023 23:00,0.00142,0.03023,0.03165,0.262,0.01184,MS,MS,6.684,-0.814,99.539,1.489,303.646,0.00002,0.00107,0.01437,0.01543,0.212,0.0268,5.305,-0.215,99.7,6.575,271.64,0.076,13.193,13.269,0.206,26.834,MS,5.836,93.372,4.604,315.111
2449,13/04/2023 0:00,0.00072,0.02193,0.02266,0.262,0.01732,MS,MS,6.462,-1.149,99.5,1.408,2.041,0.00003,0.00113,0.0177,0.01883,0.22,0.02298,5.436,-0.765,99.7,5.605,267.988,0.092,11.642,11.733,0.21,28.123,MS,4.883,93.358,7.19,320.712
2450,13/04/2023 1:00,0.00042,0.0168,0.01722,0.218,0.02117,MS,MS,6.184,-1.402,99.5,4.397,344.738,0.00002,0.00062,0.01352,0.01415,0.245,0.02435,5.1,-1.358,99.7,6.317,274.739,0.121,10.967,11.087,0.189,25.174,MS,6.04,92.92,7.461,312.223
2451,13/04/2023 2:00,0.00076,0.02179,0.02256,0.225,0.01378,MS,MS,8.375,-1.962,99.532,4.566,348.346,Z,Z,Z,Z,Z,Z,5.803,-1.734,99.706,6.374,267.082,0.131,12.545,12.674,0.177,23.141,MS,5.64,92.667,9.252,332.096
2452,13/04/2023 3:00,0.00107,0.02647,0.02755,0.225,0.00698,MS,MS,8.81,-2.691,99.535,3.076,354.903,0.00012,0.00337,0.01746,0.02084,0.197,0.01861,5.665,-2.381,99.738,8.766,268.346,0.149,11.045,11.192,0.182,22.669,MS,3.699,92.117,10.675,335.128
2453,13/04/2023 4:00,Z,Z,Z,Z,Z,MS,MS,8.77,-3.496,99.519,1.616,345.848,0.00006,0.00126,0.01122,0.01248,0.192,0.022,4.756,-2.9,99.777,8.71,273.572,Z,Z,Z,Z,Z,MS,2.915,90.615,10.907,334.294
2454,13/04/2023 5:00,0.00279,0.02859,0.03139,0.212,0.00403,MS,MS,6.491,-3.294,99.501,2.338,0.885,0.00009,0.0032,0.01611,0.01931,0.2,0.01645,5.421,-3.239,99.8,8.45,269.529,0.252,11.957,12.208,0.181,18.734,MS,3.138,88.547,9.823,330.734
2455,13/04/2023 6:00,0.00913,0.02366,0.0328,0.253,0.00584,MS,MS,6.499,-3.436,99.581,2.569,357.503,0.00014,0.00419,0.01794,0.02213,0.211,0.01417,5.649,-3.703,99.801,9.529,266.919,0.567,13.64,14.203,0.188,17.051,MS,2.99,87.091,11.273,334.37
2456,13/04/2023 7:00,0.02111,0.03267,0.05375,0.311,0.00817,MS,MS,6.703,-2.783,99.679,2.735,332.852,0.00021,0.01012,0.02188,0.032,0.258,0.01097,7.777,-3.454,99.843,9.331,266.473,3.342,12.758,16.105,0.211,17.442,MS,3.405,86.071,10.214,329.826
2457,13/04/2023 8:00,D,D,D,D,D,MS,MS,D,D,D,D,D,0.00056,0.02454,0.02505,0.0496,0.381,0.01088,11.591,-1.181,99.917,6.537,281.164,7.293,10.465,17.759,0.212,21.892,MS,6.299,80.448,8.145,318.283
2458,13/04/2023 9:00,0.01033,0.01302,0.02335,0.243,0.02211,MS,MS,12.136,1.215,73.316,7.933,346.751,0.00123,0.0164,0.0194,0.0358,0.29,0.01924,12.19,1.682,71.152,6.121,310.4,8.151,9.345,17.497,0.198,25.847,MS,12.33,72.977,8.163,299.206
2459,13/04/2023 10:00,0.00825,0.01153,0.01978,0.235,0.03031,MS,MS,10.761,3.836,54.429,3.694,344.953,0.00147,0.01171,0.01746,0.02917,0.238,0.02623,11.205,3.743,50.473,3.75,326.794,6.334,8.085,14.42,0.186,31.225,MS,9.81,61.848,4.378,273.15
2460,13/04/2023 11:00,0.0046,0.00959,0.0142,0.211,0.03852,MS,MS,9.058,5.504,42.971,2.551,265.191,0.00071,0.00853,0.01495,0.02348,0.216,0.03357,12.075,6.264,39.571,1.291,78.644,2.631,5.405,8.038,0.169,44.193,MS,5.419,48.696,3.336,168.443
2461,13/04/2023 12:00,0.00316,0.00683,0.00999,0.198,0.04474,MS,MS,8.911,6.482,34.706,3.94,172.854,0.0002,0.00287,0.00776,0.01063,0.171,0.04123,6.734,6.985,33.028,5.387,168.177,1.993,5.36,7.355,0.171,46.352,MS,4.967,42.678,5.402,3.984
2462,13/04/2023 13:00,0.00273,0.00572,0.00845,0.174,0.04579,MS,MS,7.865,6.605,36.12,10.997,117.884,0.00015,0.00295,0.00687,0.00982,0.174,0.04174,6.928,8.513,29.918,9.4,121.356,1.91,5.9,7.813,0.169,47.444,MS,4.099,40.308,5.547,4.636
2463,13/04/2023 14:00,0.00096,0.0058,0.00676,0.161,0.0454,MS,MS,7.623,4.814,46.984,9.748,93.958,0.00013,0.00223,0.00872,0.01094,0.173,0.04059,7.461,6.758,36.42,9.861,78.811,1.971,6.634,8.609,0.178,47.093,MS,5.872,42.718,10.539,93.487
2464,13/04/2023 15:00,0.00185,0.00618,0.00803,0.166,0.04634,MS,MS,7.247,5.388,45.023,9.404,89.984,0.00013,0.00166,0.00915,0.0108,0.18,0.04093,7.844,5.733,39.116,7.751,350.643,2.031,6.599,8.634,0.178,47.739,MS,6.292,45.764,11.044,110.719
2465,13/04/2023 16:00,0.0009,0.00418,0.00508,0.155,0.04879,MS,MS,6.041,5.922,38.571,9.423,110.613,0.00012,0.00091,0.0067,0.00761,0.172,0.04281,6.842,5.453,42.459,0.456,226.415,1.631,7.936,9.571,0.176,46.939,MS,5.949,40.138,7.581,101.823
2466,13/04/2023 17:00,0.00038,0.00597,0.00635,0.154,0.04726,MS,MS,7.754,5.643,40.273,5.217,180.154,0.00013,0.00054,0.00648,0.00703,0.177,0.04242,5.653,4.999,46.122,10.299,189.646,0.219,6.346,6.571,0.179,47.651,MS,4.775,49.359,3.175,270.149
2467,13/04/2023 18:00,0.00044,0.00896,0.0094,0.176,0.04341,MS,MS,6.96,4.249,55.146,8.186,259.978,0.00016,0.00044,0.00548,0.00592,0.176,0.043,5.258,3.545,61.106,14.943,189.424,0.176,6.186,6.368,0.174,46.747,MS,3.781,86.344,8.54,266.046
2468,13/04/2023 19:00,0.00015,0.01202,0.01217,0.215,0.03946,MS,MS,6.388,2.732,71.784,5.127,219.082,0.00015,0.00019,0.00615,0.00634,0.169,0.04218,4.93,2.858,66.541,7.552,210.601,0.407,7.909,8.322,0.167,45.91,MS,2.116,70.358,5.699,194.718
2469,13/04/2023 20:00,-0.00018,0.00898,0.0088,0.176,0.04081,MS,MS,5.42,2.455,70.856,7.953,207.436,0.00016,0.00006,0.00672,0.00677,0.167,0.03967,4.509,1.895,88.33,10.342,210.719,0.233,10.262,10.502,0.207,40.45,MS,3.236,72.224,2.461,224.391
2470,13/04/2023 21:00,-0.00026,0.01334,0.01308,0.181,0.03542,MS,MS,5.068,1.497,76.471,5.964,238.847,0.00012,0.00021,0.0087,0.00891,0.169,0.03681,4.424,1.355,94.476,8.449,223.501,0.084,7.482,7.574,0.189,42.467,MS,3.285,74.495,4.421,223.532
2471,13/04/2023 22:00,-0.00032,0.01241,0.01207,0.173,0.03428,MS,MS,4.815,0.467,85.899,4.232,254.061,0.00004,0.00036,0.01155,0.0119,0.181,0.03397,4.404,0.789,98.911,5.388,254.946,0.154,9.585,9.752,0.208,39.553,MS,3.469,79.281,2.542,295.883
2472,13/04/2023 23:00,0.00081,0.02282,0.02364,0.192,0.0244,MS,MS,5.681,0.007,93.628,1.235,240.346,0.00006,0.00126,0.02085,0.02211,0.218,0.02446,4.895,0.433,100.1,1.987,271.715,0.05,7.234,7.289,0.173,41.523,MS,3.547,79.607,4.241,338.19
2473,14/04/2023 0:00,0.00031,0.01729,0.01767,0.199,0.0266,MS,MS,3.956,-0.864,99.825,1.838,192.585,0.00007,0.00061,0.01672,0.01733,0.224,0.01725,5.596,-1.114,99.904,1.46,130.308,0.15,15.411,15.557,0.204,27.009,MS,4.737,83.771,2.461,308.685
2474,14/04/2023 1:00,0.0011,0.02888,0.02998,0.277,0.01008,MS,MS,5.827,-1.623,99.684,1.402,10.866,0.0001,0.00432,0.0343,0.03862,0.256,0.00395,7.628,-1.323,99.762,0.63,93.716,0.114,18.961,19.085,0.202,18.082,MS,5.121,88.397,2.879,315.534
2475,14/04/2023 2:00,0.01399,0.03855,0.05254,0.347,0.00092,MS,MS,7.37,-2.325,99.601,1.982,353.01,Z,Z,Z,Z,Z,Z,13.621,-2.108,99.73,2.426,140.638,0.458,20.574,21.043,0.189,17.038,MS,5.888,90.48,1.949,306.031
2476,14/04/2023 3:00,0.02722,0.03966,0.06688,0.455,0.0009,MS,MS,12.495,-2.849,99.59,1.132,71.541,0.00019,0.01195,0.03453,0.04648,0.311,0.00344,8.993,-2.463,99.696,1.853,279.673,0.164,17.296,17.47,0.183,18.969,MS,8.031,90.924,3.318,295.654
2477,14/04/2023 4:00,Z,Z,Z,Z,Z,MS,MS,11.496,-3.539,99.508,0.605,359.095,0.00012,0.0038,0.03254,0.03634,0.257,0.00416,9.043,-2.702,99.7,2.503,251.657,Z,Z,Z,Z,Z,MS,5.072,89.474,4.619,318.313
2478,14/04/2023 5:00,0.04708,0.0386,0.08567,0.467,0.00077,MS,MS,10.569,-3.935,99.5,0.846,342.045,0.00012,0.00923,0.03288,0.04211,0.268,0.00376,7.844,-3.258,99.7,5.119,266.46,0.217,12.528,12.755,0.166,20.275,MS,4.026,87.288,6.554,311.905
2479,14/04/2023 6:00,0.02496,0.03682,0.06189,0.322,0.00113,MS,MS,6.882,-3.766,99.499,2.818,359.168,0.00028,0.00722,0.02855,0.03576,0.285,0.00648,9.813,-3.421,99.786,5.042,274.989,0.732,15.982,16.724,0.175,17.42,MS,3.689,86.526,6.719,313.564
2480,14/04/2023 7:00,0.04013,0.03685,0.07697,0.367,0.00342,MS,MS,6.57,-3.392,99.502,0.735,350.596,0.00039,0.01338,0.02682,0.0402,0.313,0.00964,7.406,-3.02,99.857,6.978,274.393,3.346,14.012,17.369,0.176,17.387,MS,3.338,84.531,7.625,312.092
2481,14/04/2023 8:00,0.02574,0.02753,0.05325,0.332,0.01136,MS,MS,6.411,-0.645,97.462,3.611,333.077,0.00038,0.01488,0.02208,0.03697,0.322,0.01484,9.308,-1.185,90.47,6.682,280.12,6.884,11.303,18.197,0.181,22.032,MS,3.863,76.493,7.211,296.233
2482,14/04/2023 9:00,0.0127,0.01752,0.03023,0.259,0.02139,MS,MS,5.739,1.699,67.073,8.352,345.09,0.00079,0.00757,0.01369,0.02126,0.253,0.02566,7.35,1.749,59.007,4.812,276.012,5.268,7.966,13.244,0.174,30.799,MS,4.126,64.528,8.048,305.529
2483,14/04/2023 10:00,0.00659,0.01192,0.0185,0.226,0.03263,MS,MS,4.834,3.937,46.483,3.604,30.762,0.00133,0.00555,0.01137,0.01692,0.21,0.03202,6.536,4.705,45.209,2.322,135.302,4.532,6.588,11.13,0.174,34.918,MS,4.583,54.708,5.342,301.724
2484,14/04/2023 11:00,0.00849,0.01542,0.0239,0.226,0.0357,MS,MS,9.827,5.792,41.853,4.35,138.14,0.0005,0.00191,0.00532,0.00722,0.171,0.04054,6.122,5.76,44.762,8.512,138.236,2.34,5.521,7.871,0.171,44.653,MS,3.978,44.379,2.044,140.729
2485,14/04/2023 12:00,0.00127,0.00412,0.00539,0.16,0.04801,MS,MS,7.921,6.112,40.457,9.03,173.834,0.00024,0.00104,0.00363,0.00467,0.154,0.04357,5.933,6.667,42.164,12.542,154.307,3.668,9.053,12.731,0.19,44.824,MS,6.648,41.883,5.881,132.237
2486,14/04/2023 13:00,0.00061,0.00281,0.00341,0.153,0.05003,MS,MS,8.292,6.634,38.382,9.666,183.545,0.00011,0.00023,0.00225,0.00248,0.145,0.04701,5.177,7.054,36.062,9.892,162.482,1.233,3.442,4.684,0.161,51.717,MS,5.93,39.912,8.867,167.788
2487,14/04/2023 14:00,0.00034,0.00239,0.00272,0.147,0.052,MS,MS,6.454,6.949,33.339,7.139,194.237,0.00006,0.00027,0.00251,0.00278,0.148,0.04801,4.687,7.637,30.349,8.217,178.653,0.913,3.625,4.547,0.152,51.947,MS,4.73,40.353,10.505,216.494
2488,14/04/2023 15:00,0.00054,0.00344,0.00397,0.147,0.04967,MS,MS,4.227,7,35.715,10.021,257.01,0.00011,0.00058,0.00377,0.00435,0.161,0.04544,4.668,6.72,37.201,13.184,244.364,0.376,1.824,2.209,0.15,52.846,MS,2.838,39.918,9.736,296.919
2489,14/04/2023 16:00,0.00178,0.00676,0.0086,0.169,0.04653,MS,MS,6.846,6.327,44.039,11.395,29.384,0.00011,0.00051,0.00305,0.00356,0.161,0.04607,4.008,7.226,36.791,11.833,200.907,0.704,3.829,4.543,0.168,50.314,MS,3.555,50.164,10.629,28.881
2490,14/04/2023 17:00,0.00059,0.00517,0.00576,0.163,0.04589,MS,MS,6.434,4.927,56.49,13.364,69.895,0.00014,0.00197,0.00686,0.00882,0.175,0.0413,9.672,7.103,43.19,5.782,356.737,0.872,5.041,5.922,0.176,49.871,MS,5.406,55.09,8.944,73.936
2491,14/04/2023 18:00,0.00045,0.00465,0.00511,0.164,0.0457,MS,MS,7.004,4.216,67.671,14.294,79.978,0.00021,0.00082,0.00623,0.00704,0.165,0.03958,12.053,5.866,55.97,11.514,33.885,0.644,5.163,5.815,0.178,48.453,MS,7.037,56.98,7.857,105.435
2492,14/04/2023 19:00,0.00053,0.00516,0.00569,0.181,0.04412,MS,MS,6.965,4.247,68.557,8.561,94.944,0.00017,0.00035,0.00602,0.00636,0.168,0.03836,6.163,5.192,60.683,6.795,81.413,0.389,5.726,6.122,0.181,47.264,MS,7.095,61.134,5.949,107.738
2493,14/04/2023 20:00,-0.00087,0.00774,0.00686,0.242,0.03872,MS,MS,7.409,3.452,73.728,5.943,115.018,0.00006,0.00016,0.00554,0.0057,0.16,0.03483,5.272,4.121,65.888,8.89,121.886,0.169,9.83,10.007,0.209,41.424,MS,7.847,65.566,4.074,98.101
2494,14/04/2023 21:00,-0.00026,0.01316,0.01289,0.282,0.03094,MS,MS,9.633,2.399,86.589,3.738,97.983,0.00002,0.00018,0.01166,0.01183,0.184,0.0254,6.689,2.187,90.866,5.016,152.146,0.158,16.121,16.288,0.267,33.093,MS,10.875,70.457,4.191,81.003
2495,14/04/2023 22:00,-0.0003,0.02303,0.02273,0.356,0.01923,MS,MS,10.03,1.401,89.023,3.202,158.059,0.00008,0.00005,0.0099,0.00994,0.183,0.03353,3.198,2.289,63.721,5.174,223.309,0.268,22.952,23.229,0.337,21.171,MS,13.555,76.909,0.379,76.227
2496,14/04/2023 23:00,0.00664,0.01811,0.02471,0.238,0.02242,MS,MS,6.861,0.309,78.777,3.691,202.543,0.00004,0.00006,0.01313,0.01319,0.194,0.03042,3.451,1.499,73.983,4.263,232.531,0.585,25.435,26.028,0.389,17.063,MS,15.199,79.353,0.891,211.492
2497,15/04/2023 0:00,0.00409,0.02563,0.02981,0.333,0.01509,MS,MS,6.036,-0.863,96.287,1.064,194.688,0.00004,0.00013,0.01739,0.01753,0.228,0.02462,4.03,0.668,80.745,4.351,242.734,2.133,27.677,29.819,0.386,13.142,MS,18.873,82.827,3.87,314.677
2498,15/04/2023 1:00,0.00424,0.0335,0.03775,0.268,0.0089,MS,MS,5.464,-1.22,99.869,2.912,249.286,0.00011,0.0002,0.01366,0.01387,0.219,0.02542,3.745,-0.182,82.851,5.25,257.901,0.098,10.939,11.045,0.196,27.965,MS,6.998,79.031,7.492,304.507
2499,15/04/2023 2:00,0.00762,0.03746,0.04518,0.361,0.00368,MS,MS,6.833,-1.318,100.003,1.05,89.899,Z,Z,Z,Z,Z,Z,3.819,-1.098,90.663,1.817,228.131,0.084,11.006,11.098,0.176,25.734,MS,6.372,81.426,7.314,313.157
2500,15/04/2023 3:00,0.01027,0.03511,0.04533,0.332,0.00318,MS,MS,7.357,-2.368,99.738,1.314,0.342,0.00005,0.00041,0.01878,0.01919,0.225,0.01656,3.972,-1.726,97.421,3.714,252.087,0.133,11.943,12.084,0.163,23.221,MS,3.721,79.823,7.742,311.471
2501,15/04/2023 4:00,Z,Z,Z,Z,Z,MS,MS,7.153,-3,99.647,0.38,142.778,0.00005,0.00031,0.01283,0.01314,0.182,0.02254,3.055,-1.892,84.87,6.303,246.234,Z,Z,Z,Z,Z,MS,3.601,80.491,7.755,310.853
2502,15/04/2023 5:00,0.02203,0.03685,0.0589,0.327,0.00115,MS,MS,7.06,-3.516,99.6,1.632,184.586,0.00006,0.00084,0.01754,0.01838,0.184,0.01727,3.32,-2.563,84.218,6.578,249.387,0.174,12.576,12.757,0.156,22.283,MS,3.638,77.319,7.213,314.173
2503,15/04/2023 6:00,0.01331,0.03484,0.0482,0.286,0.00197,MS,MS,4.777,-4.09,99.66,1.206,185.76,0.00007,0.00204,0.02187,0.02391,0.238,0.01299,3.481,-3.113,83.547,5.997,268.599,0.397,15.144,15.547,0.164,20.721,MS,4.501,76.063,6.248,313.469
2504,15/04/2023 7:00,0.02566,0.03128,0.05707,0.321,0.00465,MS,MS,6.094,-3.225,99.7,0.452,21.734,0.00014,0.00785,0.02386,0.03172,0.248,0.01246,3.815,-2.528,76.64,7.352,268.684,2.039,13.271,15.315,0.171,23.275,MS,7.523,73.809,7.338,314.825
2505,15/04/2023 8:00,0.04305,0.03404,0.07709,0.381,0.00836,MS,MS,8.104,0.326,88.326,1.009,91.554,0.00022,0.00573,0.01277,0.0185,0.218,0.02096,4.287,-0.754,67.593,6.203,263.987,4.629,11.222,15.855,0.172,26.179,MS,5.896,66.492,7.822,307.259
2506,15/04/2023 9:00,0.01438,0.02054,0.03491,0.254,0.02323,MS,MS,8.254,3.162,48.073,4.567,216.112,0.00024,0.00792,0.01356,0.02148,0.244,0.02446,4.685,2.98,46.731,2.872,237.104,2.738,6.533,9.274,0.174,35.306,MS,2.633,50.358,7.13,305.938
2507,15/04/2023 10:00,0.00216,0.00495,0.00711,0.184,0.04279,MS,MS,5.838,6.862,26.951,6.977,258.117,0.00018,0.00243,0.00586,0.00829,0.187,0.03603,3.265,6.742,29.848,4.507,231.176,0.95,2.882,3.833,0.159,45.004,MS,1.208,33.769,7.153,296.05
2508,15/04/2023 11:00,0.0006,0.00158,0.00219,0.152,0.04804,MS,MS,6.174,8.261,22.265,5.774,235.146,0.0001,0.00049,0.00204,0.00253,0.158,0.04464,2.509,8.512,20.392,4.793,192.235,0.21,1.129,1.341,0.143,52.484,MS,0.729,23.749,8.171,271.315
2509,15/04/2023 12:00,0.0006,0.00092,0.00153,0.168,0.05013,MS,MS,4.595,9.075,18.346,7.605,192.483,0.00012,0.00016,0.00122,0.00138,0.153,0.04655,2.423,9.398,17.676,8.361,171.355,0.352,1.42,1.774,0.145,52.874,MS,0.765,21.254,8.294,190.432
2510,15/04/2023 13:00,0.00027,0.00079,0.00107,0.143,0.0507,MS,MS,4.167,9.659,17.812,9.545,196.197,0.00007,0.00021,0.00144,0.00165,0.158,0.04617,2.745,10.012,18.373,9.932,171.821,0.381,1.445,1.827,0.147,53.454,MS,0.873,19.806,8.099,177.472
2511,15/04/2023 14:00,0.00014,0.00071,0.00087,0.143,0.05114,MS,MS,5.244,10.415,18.653,9.657,180.681,0.00008,0.00027,0.00174,0.00201,0.161,0.04695,4.317,10.815,18.432,12.07,137.741,0.661,2.078,2.74,0.148,53.675,MS,1.129,19.972,9.678,184.468
2512,15/04/2023 15:00,0.00017,0.0008,0.00099,0.138,0.05259,MS,MS,5.855,11.215,17.733,7.453,160.275,0.00008,0.00032,0.00196,0.00228,0.159,0.04896,5.005,12.172,16.379,8.536,144.787,0.445,1.721,2.167,0.15,54.519,MS,1.476,19.426,8.394,156.962
2513,15/04/2023 16:00,-0.0001,0.0005,0.00041,0.13,0.0546,MS,MS,4.297,12.124,15.847,4.456,174.742,0.0001,0.00016,0.00153,0.00169,0.157,0.05178,3.381,13.034,13.745,6.119,189.831,0.445,1.899,2.343,0.147,54.868,MS,2.656,18.005,6.783,152.355
2514,15/04/2023 17:00,0.00004,0.00078,0.00084,0.125,0.05544,MS,MS,7.665,12.717,14.805,4.909,180.785,0.0001,0.00021,0.00169,0.0019,0.159,0.0523,3.839,13.344,13.688,5.913,163.379,0.295,1.808,2.101,0.142,55.125,MS,3.427,17.227,5.939,196.474
2515,15/04/2023 18:00,0.00002,0.00161,0.00165,0.12,0.05518,MS,MS,11.43,12.721,15.038,4.821,182.794,0.00011,0.00025,0.00205,0.0023,0.158,0.05117,3.782,13.305,14.496,5.116,129.807,0.172,1.806,1.976,0.139,55.186,MS,4.172,17.51,2.782,336.936
2516,15/04/2023 19:00,0.00002,0.00208,0.00212,0.133,0.05281,MS,MS,8.147,11.901,16.87,3.862,184.688,0.00011,0.00032,0.00484,0.00516,0.182,0.04701,3.956,12.083,17.476,6.124,130.695,0.037,1.462,1.497,0.143,51.365,MS,4.914,23.049,8.877,304.277
2517,15/04/2023 20:00,-0.00009,0.00797,0.0079,0.17,0.04243,MS,MS,9.042,9.748,24.15,9.773,337.178,0.00011,0.00029,0.0098,0.01009,0.212,0.03826,4.899,10.727,21.664,3.699,315.882,0.022,3.421,3.439,0.191,48.013,MS,5.57,27.004,5.353,302.159
2518,15/04/2023 21:00,-0.00021,0.00768,0.00748,0.19,0.04274,MS,MS,9.093,8.558,27.081,7.969,335.146,0.00018,0.00022,0.00858,0.00879,0.229,0.03773,6.038,9.404,24.025,4.604,316.377,0.022,5.818,5.836,0.322,44.691,MS,5.886,31.326,4.667,299.234
2519,15/04/2023 22:00,-0.00017,0.01106,0.01091,0.196,0.03696,MS,MS,8.867,7.503,30.094,4.007,317.342,0.00016,0.00015,0.0105,0.01065,0.226,0.03408,6.38,7.813,28.872,6.572,257.195,0.014,7.028,7.037,0.274,41.259,MS,6.316,36.37,6.024,301.24
