,,10470,10570,10670,10870,10970,11070,11470,11570,11670,11770,11870,11970,20370,20470,20570,20670,20870,20970,21070,21570,21670,21870,21970,30470,30570,30670,30870,30970,31070,31170,31670,31870,31970
,, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalIng, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalSE, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar, CalVar
,, NO, NO2, NOX, CO, O3, PM2.5, PM2.5, PM2.5S, ET, RH, WS, WD, SO2, NO, NO2, NOX, CO, O3, PM2.5, ET, RH, WS, WD, NO, NO2, NOX, CO, O3, PM2.5, PM2.5S, RH, WS, WD
,, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave, Ave
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC
88,04/01/2023 15:00,0.0122,0.01895,0.03114,0.229,0.0223,MS,MS,6.103,0.127,40.304,5.549,272.521,0.0013,0.01597,0.02435,0.04032,0.276,0.02199,10.166,0.544,37.978,3.93,301.912,1.714,4.929,6.662,0.165,38.49,MS,4.184,40.071,7.921,296.432
89,04/01/2023 16:00,0.01169,0.02204,0.03369,0.232,0.02018,MS,MS,5.197,0.613,38.042,6.244,277.152,0.00207,0.01737,0.03334,0.05072,0.319,0.01475,11.031,0.815,38.19,4.091,282.786,0.841,5.334,6.193,0.158,39.889,MS,1.581,38.224,8.036,296.286
90,04/01/2023 17:00,0.00299,0.02106,0.02403,0.196,0.02143,MS,MS,3.593,-0.603,38.656,6.102,297.784,0.00166,0.04413,0.04474,0.0889,0.806,0.00316,14.32,-0.082,42.362,2.014,231.937,0.538,11.462,12.015,0.203,33.77,MS,2.652,43.334,5.716,290.646
91,04/01/2023 18:00,0.00086,0.02558,0.02644,0.311,0.01447,MS,MS,7.955,-1.992,45.021,5.844,3.983,0.00146,0.12959,0.05247,0.18209,1.502,0.00081,19.786,-3.403,56.407,1.73,307.415,0.36,20.215,20.588,0.262,25.268,MS,6.038,47.243,4.973,287.648
92,04/01/2023 19:00,0.00083,0.02461,0.02544,0.307,0.01497,MS,MS,5.919,-3.569,49.3,1.263,303.349,0.00072,0.04688,0.04613,0.09302,0.698,0.00049,13.421,-4.927,59.112,3.209,226.515,0.158,13.911,14.079,0.204,30.672,MS,4.3,48.474,6.323,299.828
93,04/01/2023 20:00,0.00154,0.03544,0.03697,0.325,0.00448,MS,MS,5.819,-5.046,56.261,3.192,215.505,0.00053,0.03504,0.04486,0.07989,0.51,0.00062,11.024,-5.995,63.559,3.183,251.184,0.166,13.849,14.022,0.203,29.976,MS,4.327,51.763,5.347,296.855
94,04/01/2023 21:00,0.00429,0.0365,0.04079,0.347,0.002,MS,MS,6.268,-6.28,68.218,0.227,162.549,0.00062,0.04067,0.04613,0.0868,0.542,0.00053,10.941,-6.863,65.799,4.339,279.636,0.138,14.483,14.626,0.193,28.326,MS,2.09,55.411,5.812,309.558
95,04/01/2023 22:00,0.00962,0.03953,0.04915,0.366,0.00109,MS,MS,5.611,-7.343,73.02,0.459,20.664,0.00045,0.03403,0.04598,0.08,0.472,0.00076,9.415,-7.805,68.285,4.641,266.398,0.17,14.103,14.275,0.185,27.69,MS,1.36,59.652,6.429,316.257
96,04/01/2023 23:00,0.00738,0.03667,0.04406,0.316,0.00248,MS,MS,4.906,-7.945,72.08,2.878,350.512,0.00031,0.02145,0.04371,0.06517,0.446,0.00088,8.917,-8.889,73.047,4.983,263.619,0.19,14.424,14.613,0.161,26.605,MS,1.247,61.596,6.657,314.803
97,05/01/2023 0:00,0.00122,0.02974,0.03096,0.256,0.0071,MS,MS,3.603,-8.296,71.145,2.383,351.929,0.00026,0.01692,0.03861,0.05553,0.372,0.00412,6.594,-9.549,72.865,6.002,262.123,0.161,12.804,12.962,0.154,27.018,MS,0.888,63.801,6.713,311.041
98,05/01/2023 1:00,0.00211,0.03036,0.03246,0.267,0.00521,MS,MS,3.999,-9.363,84.814,3.106,4.662,0.00032,0.01217,0.03604,0.04821,0.279,0.0058,4.525,-10.008,71.801,5.564,274.152,0.117,10.673,10.785,0.146,28.244,MS,0.724,65.393,6.778,316.977
99,05/01/2023 2:00,0.00063,0.02658,0.02721,0.235,0.00812,MS,MS,3.872,-9.849,83.583,0.964,327.397,Z,Z,Z,Z,Z,Z,3.712,-10.774,74.202,6.641,246.535,0.161,11.687,11.839,0.15,26.931,MS,0.646,67.028,7.099,312.89
100,05/01/2023 3:00,0.01037,0.0337,0.04407,0.279,0.00193,MS,MS,5.32,-10.985,99.441,0.817,217.802,0.0002,0.00804,0.02907,0.03711,0.186,0.01257,3.046,-11.408,73.686,6.731,263.661,0.181,10.993,11.164,0.16,27.418,MS,0.713,68.62,5.885,324.778
101,05/01/2023 4:00,Z,Z,Z,Z,Z,MS,MS,5.614,-11.832,99.799,0.548,23.07,0.00022,0.00846,0.03023,0.03869,0.198,0.01259,2.985,-11.456,71.737,7.525,271.825,Z,Z,Z,Z,Z,MS,1.198,70.45,6.403,320.563
102,05/01/2023 5:00,0.01899,0.03653,0.05552,0.289,0.00055,MS,MS,5.032,-12.58,99.755,1.839,332.681,0.00022,0.00806,0.0309,0.03895,0.199,0.01132,3.301,-11.689,74.015,6.612,272.048,0.437,15.796,16.217,0.19,22.321,MS,2.206,71.996,6.238,320.887
103,05/01/2023 6:00,0.0271,0.03794,0.06504,0.29,0.00046,MS,MS,4.497,-12.925,99.769,1.647,336.953,0.00021,0.01109,0.0318,0.04289,0.209,0.00964,3.52,-12.158,74.618,6.23,269.869,0.5,18.307,18.793,0.208,20.124,MS,3.176,72.461,5.855,321.532
104,05/01/2023 7:00,0.03163,0.03686,0.06849,0.323,0.00108,MS,MS,6.632,-13.237,99.759,0.4,219.559,0.00026,0.02096,0.03994,0.0609,0.283,0.00278,4.063,-12.798,84.256,4.472,256.284,1.561,23.8,25.347,0.233,15.33,MS,4.183,73.739,4.422,315.368
105,05/01/2023 8:00,0.06451,0.04353,0.10804,0.441,0.00102,MS,MS,9.699,-13.431,99.749,1.228,226.912,0.00022,0.01769,0.04045,0.05814,0.356,0.00225,3.923,-13.308,84.879,5.577,258.484,0.944,24.451,25.383,0.23,14.097,MS,6.202,74.853,4.535,309.521
106,05/01/2023 9:00,0.08159,0.04244,0.12403,0.542,0.00103,MS,MS,10.69,-13.659,99.75,0.721,197.993,0.00038,0.04377,0.0469,0.09067,0.486,0.00109,4.873,-13.59,89.971,3.961,275.247,1.304,22.316,23.608,0.229,15.417,MS,6.716,74.89,4.536,317.386
107,05/01/2023 10:00,0.11212,0.04917,0.16129,0.732,0.00246,MS,MS,14.235,-12.419,99.729,0.792,230.135,0.00038,0.04239,0.04009,0.08248,0.394,0.00519,4.825,-12.788,79.126,4.446,270.961,5.554,21.121,26.663,0.225,16.66,MS,9.81,72.48,5.217,300.134
108,05/01/2023 11:00,0.16036,0.0553,0.21569,0.965,0.00351,MS,MS,20.011,-10.402,99.754,1.056,219.797,0.00037,0.03097,0.03073,0.0617,0.362,0.0121,6.178,-11.03,70.016,4.121,260.11,12.99,20.18,33.158,0.231,18.463,MS,9.064,68.061,5.345,296.786
109,05/01/2023 12:00,0.10886,0.04897,0.15783,0.809,0.0052,MS,MS,20.674,-8.388,94.461,2.349,193.639,0.0005,0.04376,0.03504,0.0788,0.474,0.00982,7.629,-8.731,60.545,2.477,143.371,19.559,23.725,43.271,0.27,16.332,MS,10.124,64.815,2.818,289.278
110,05/01/2023 13:00,0.08196,0.044,0.12595,0.613,0.00632,MS,MS,29.028,-7.837,72.869,2.096,202.69,0.00045,0.04317,0.03615,0.07932,0.449,0.01026,11.51,-9.088,64.678,5.4,122.509,19.566,25.459,45.012,0.316,16.885,MS,10.322,59.579,1.032,264.271
111,05/01/2023 14:00,0.02412,0.028,0.05213,0.316,0.01474,MS,MS,19.083,-7.34,67.915,6.221,174.075,0.00041,0.0197,0.02651,0.04622,0.315,0.01541,12.634,-8.717,67.646,7.59,122.908,14.271,26.247,40.506,0.337,19.644,MS,8.207,58.826,5.915,162.249
112,05/01/2023 15:00,0.02142,0.02777,0.04919,0.321,0.01322,MS,MS,17.431,-7.011,67.901,4.98,162.954,0.00027,0.00989,0.01726,0.02715,0.213,0.02176,8.664,-7.848,70.872,7.483,139.694,14.7,26.202,40.889,0.351,19.712,MS,8.711,57.39,6.537,145.561
113,05/01/2023 16:00,0.01309,0.02499,0.03808,0.276,0.01192,MS,MS,13.732,-6.721,68.111,7.136,165.706,0.00016,0.00658,0.01735,0.02393,0.211,0.01864,7.535,-7.641,78.131,6.296,140.837,7.099,24.119,31.205,0.282,18.954,MS,7.774,60.712,6.752,148.554
114,05/01/2023 17:00,0.01351,0.02912,0.04264,0.325,0.00603,MS,MS,10.926,-6.566,77.607,5.683,177.477,0.00012,0.00483,0.02079,0.02562,0.24,0.01293,5.872,-7.155,86.529,6.279,135.165,3.333,26.864,30.184,0.309,13.14,MS,8.934,66.26,5.738,140.286
115,05/01/2023 18:00,0.00762,0.03149,0.0391,0.325,0.00259,MS,MS,13.183,-6.825,81.728,3.499,146.476,0.00021,0.01843,0.03608,0.05457,0.321,0.00288,6.812,-7.427,89.251,3.444,76.594,2.445,29.375,31.806,0.319,7.059,MS,8.342,72.598,5.903,145.687
116,05/01/2023 19:00,0.00704,0.03169,0.03873,0.345,0.0015,MS,MS,12.665,-7.427,87.922,2.671,121.901,0.00027,0.03544,0.03885,0.07425,0.285,0.00076,7.973,-7.442,98.112,2.76,79.763,1.375,26.489,27.851,0.299,8.275,MS,5.844,77.506,4.53,157.108
117,05/01/2023 20:00,0.01729,0.03236,0.04965,0.392,0.00063,MS,MS,16.001,-7.136,92.908,1.333,109.84,0.00015,0.01512,0.03218,0.04729,0.237,0.00124,7.125,-6.977,100.1,2.607,117.568,2.692,31.35,34.029,0.308,3.951,MS,6.47,78.882,1.72,206.34
118,05/01/2023 21:00,0.03131,0.03265,0.06396,0.448,0.00069,MS,MS,13.84,-6.847,98.707,1.43,141.116,0.0001,0.00862,0.03031,0.03893,0.272,0.00096,6.135,-6.413,100.1,1.123,122.362,9.12,33.756,42.861,0.355,2.546,MS,8.881,80.092,1.865,274.349
119,05/01/2023 22:00,0.0484,0.03353,0.08194,0.437,0.00063,MS,MS,13.899,-7.16,99.826,1.572,219.304,0.00023,0.03102,0.03261,0.06362,0.403,0.00031,6.786,-6.995,100.062,1.17,215.5,15.599,37.216,52.802,0.374,2.015,MS,12.039,78.083,3.389,279.887
120,05/01/2023 23:00,0.04278,0.03166,0.07444,0.452,0.00062,MS,MS,15.163,-7.622,99.75,4.385,209.154,0.00045,0.06425,0.03913,0.10338,0.569,0.00056,10.048,-7.489,99.868,2.619,236.925,10.818,34.207,45.022,0.313,2.63,MS,11.889,77.141,4.796,297.796
121,06/01/2023 0:00,0.01807,0.03004,0.04811,0.348,0.00083,MS,MS,13.411,-8.356,99.861,2.754,239.98,0.0003,0.03816,0.03525,0.07342,0.445,0.00045,10.728,-8.087,99.856,4.193,254.872,3.972,31.633,35.588,0.277,4,MS,10.625,75.658,5.512,301.934
122,06/01/2023 1:00,0.02416,0.03268,0.05684,0.358,0.00117,MS,MS,11.72,-8.877,99.913,3.252,254.444,0.00015,0.01506,0.03282,0.04787,0.296,0.00131,9.14,-8.321,99.965,4.001,235.269,3.416,30.921,34.324,0.254,5.043,MS,8.799,73.671,5.971,301.685
123,06/01/2023 2:00,0.01331,0.02983,0.04314,0.287,0.00136,MS,MS,8.58,-9.225,96.746,1.096,213.358,Z,Z,Z,Z,Z,Z,7.271,-8.249,91.988,4.387,237.828,2.141,27.628,29.756,0.225,8.662,MS,6.247,73.262,4.095,291.612
124,06/01/2023 3:00,0.03528,0.03247,0.06774,0.337,0.00046,MS,MS,10.01,-9.096,99.752,2.116,88.693,0.0003,0.03736,0.03889,0.07624,0.273,0.00146,6.453,-8.028,88.904,3.454,232.159,0.478,11.283,11.748,0.148,32.059,MS,1.245,56.379,9.71,283.817
125,06/01/2023 4:00,Z,Z,Z,Z,Z,MS,MS,7.484,-7.575,99.939,2.942,102.275,0.00019,0.00537,0.02728,0.03265,0.188,0.01204,3.303,-4.788,81.631,5.945,236.086,Z,Z,Z,Z,Z,MS,-0.435,44.483,10.337,285.939
126,06/01/2023 5:00,0.03106,0.03806,0.06912,0.371,0.00042,MS,MS,8.338,-6.727,99.827,1.896,95.239,0.00022,0.00989,0.03706,0.04695,0.233,0.00606,2.802,-3.961,78.805,3.166,277.223,0.112,6.73,6.831,0.129,39.751,MS,-0.545,44.504,8.138,314.992
127,06/01/2023 6:00,0.0407,0.03866,0.07936,0.369,0.00089,MS,MS,4.701,-5.13,99.973,2.198,204.67,0.00031,0.01344,0.04346,0.05691,0.239,0.00419,1.835,-1.785,68.236,3.67,307.993,0.086,4.883,4.96,0.135,41.742,MS,-0.718,42.952,8.098,309.134
128,06/01/2023 7:00,0.04001,0.04173,0.08174,0.437,0.00108,MS,MS,4.885,-4.166,92.076,0.747,157.154,0.00031,0.00804,0.03106,0.0391,0.217,0.01423,1.517,-1.361,65.415,7.698,277.552,0.118,8.066,8.176,0.147,36.48,MS,-0.229,51.091,11.052,299.633
129,06/01/2023 8:00,0.04814,0.04255,0.09069,0.582,0.00064,MS,MS,4.801,-3.81,83.345,1.683,141.99,0.00035,0.01334,0.03766,0.051,0.286,0.00847,1.614,-1.778,65.903,7.224,267.532,0.29,15.203,15.486,0.173,28.275,MS,0.155,55.222,8.838,291.355
130,06/01/2023 9:00,0.09138,0.04763,0.13901,0.905,0.00079,MS,MS,8.264,-5.013,98.885,0.639,51.036,0.00039,0.03133,0.04645,0.07778,0.343,0.00237,2.646,-2.882,69.319,4.439,288.413,0.963,23.342,24.3,0.23,19.69,MS,0.478,59.651,6.569,295.936
131,06/01/2023 10:00,0.10468,0.04807,0.15275,0.989,0.00268,MS,MS,8.02,-4.746,99.912,1.871,191.706,0.0007,0.04871,0.04456,0.09327,0.383,0.00572,3.568,-2.104,66.108,3.935,263.342,5.28,19.535,24.811,0.261,23.978,MS,0.238,55.45,5.261,303.11
132,06/01/2023 11:00,0.09259,0.04496,0.13754,C,0.00558,MS,MS,8.672,-2.257,89.64,2.805,200.104,0.00072,0.0373,0.03614,0.07345,0.382,0.01139,2.773,-0.76,60.354,4.078,267.485,10.536,20.046,30.581,0.241,23.508,MS,1.269,51.377,4.363,290.107
133,06/01/2023 12:00,0.05818,0.03667,0.09483,C,0.01051,MS,MS,13.435,1.959,56.784,2.212,123.889,0.00084,0.02901,0.02756,0.05656,0.383,0.01775,3.744,1.377,51.997,6.703,255.629,6.124,12.029,18.152,0.198,31.98,MS,0.781,40.469,5.98,292.031
134,06/01/2023 13:00,0.02907,0.02306,0.05207,C,0.02021,MS,MS,12.792,6.067,38.737,3.497,243.17,0.00085,0.01867,0.02164,0.04031,0.296,0.02224,4.621,5.417,39.667,6.769,222.889,1.321,3.878,5.2,0.149,41.949,MS,0.995,30.822,10.812,281.88
135,06/01/2023 14:00,0.00415,0.00832,0.01247,C,0.03401,MS,MS,2.079,9.297,28.431,11.852,274.319,0.00039,0.0045,0.00835,0.01284,0.161,0.03571,2.185,9.183,28.889,9.119,241.612,0.562,1.978,2.543,0.141,43.662,MS,0.684,28.982,9.771,289.089
136,06/01/2023 15:00,0.00678,0.01517,0.02195,0.01,0.02768,MS,MS,2.276,8.58,30.619,11.156,276.442,0.0003,0.00287,0.01023,0.01309,0.153,0.03429,1.58,8.971,29.193,9.607,259.758,0.611,2.993,3.608,0.153,42.283,MS,0.783,30.613,11.38,282.843
137,06/01/2023 16:00,0.00148,0.00872,0.01019,0.009,0.03312,MS,MS,1.988,7.572,32.018,11.816,268.749,0.00032,0.0025,0.01186,0.01436,0.185,0.0317,1.799,7.506,33.346,10.061,260.645,0.453,3.612,4.07,0.155,41.62,MS,0.909,32.355,10.202,282.872
138,06/01/2023 17:00,0.00435,0.01766,0.02201,0.046,0.02505,MS,MS,2.418,7.198,32.321,10.721,276.003,0.00031,0.00322,0.02054,0.02377,0.285,0.02315,2.774,7.031,33.154,1.32,136.73,0.194,5.444,5.645,0.163,39.502,MS,0.496,34.242,8.224,298.255
139,06/01/2023 18:00,0.00967,0.03011,0.03979,0.09,0.01265,MS,MS,3.11,6.125,35.751,7.565,284.52,0.00024,0.00099,0.0169,0.01789,0.226,0.02766,1.83,6.442,34.006,9.828,277.811,0.058,8.276,8.337,0.171,35.41,MS,0.294,42.118,7.356,310.697
140,06/01/2023 19:00,0.0002,0.02137,0.02154,0.171,0.01846,MS,MS,5.491,4.923,40.412,6.137,327.953,0.0003,0.00091,0.01451,0.01543,0.201,0.02877,1.967,4.981,38.892,5.578,294.899,0.075,10.956,11.041,0.177,32.253,MS,0.317,44.428,5.825,325.866
141,06/01/2023 20:00,0.00081,0.02569,0.02652,0.185,0.01365,MS,MS,5.485,3.551,43.51,5.014,307.285,0.00033,0.00032,0.01334,0.01366,0.206,0.02855,1.722,3.478,43.517,3.15,280.43,0.051,5.716,5.786,0.158,37.181,MS,0.191,44.26,8.492,311.226
142,06/01/2023 21:00,0.00374,0.03046,0.0342,0.132,0.01091,MS,MS,3.649,2.773,44.335,3.069,261.082,0.00038,0.00634,0.03908,0.04544,0.507,0.00383,5.75,-0.775,58.352,1.825,184.075,0.028,4.98,5.02,0.158,37.671,MS,-0.182,47.094,7.109,317.666
143,06/01/2023 22:00,0.00913,0.03548,0.04461,0.288,0.00371,MS,MS,8.332,-0.496,58.233,2.525,159.802,0.0002,0.01029,0.04097,0.05126,0.495,0.00088,6.048,-3.09,67.713,1.277,193.881,0.319,13.63,13.964,0.222,28.76,MS,1.083,52.438,2.991,297.443
144,06/01/2023 23:00,0.01785,0.0379,0.05576,0.386,0.00113,MS,MS,9.894,-2.992,74.285,0.902,177.838,0.00026,0.01811,0.04116,0.05925,0.676,0.00168,6.239,-3.564,70.375,3.123,240.29,0.343,15.89,16.249,0.235,27.843,MS,2.221,50.729,5.243,304.855
145,07/01/2023 0:00,0.05402,0.03964,0.09366,0.658,0.00123,MS,MS,12.865,-3.806,84.405,1.519,140.156,0.0003,0.00291,0.03223,0.03514,0.305,0.00989,4.544,-2.211,62.208,5.041,252.556,0.05,8.124,8.191,0.154,33.965,MS,-0.097,49.667,6.311,311.206
146,07/01/2023 1:00,0.05906,0.03787,0.09693,0.723,0.0012,MS,MS,12.821,-5.041,95.585,1.213,132.133,0.00028,0.00875,0.03872,0.04747,0.358,0.00384,5.602,-3.473,66.708,4.551,252.215,0.07,11.211,11.301,0.16,30.257,MS,0.232,50.353,5.679,316.79
147,07/01/2023 2:00,0.06923,0.03786,0.10709,0.736,0.00112,MS,MS,11.218,-5.804,99.805,1.586,150.937,Z,Z,Z,Z,Z,Z,3.878,-4.08,66.467,5.973,243.813,0.117,12.076,12.213,0.165,29.263,MS,0.116,52.143,5.406,306.542
148,07/01/2023 3:00,0.04756,0.03593,0.08349,0.582,0.00109,MS,MS,10.532,-6.233,99.766,2.461,175.282,0.00021,0.00186,0.02353,0.0254,0.199,0.01714,2.17,-3.512,59.691,6.934,234.272,0.077,10.377,10.476,0.161,31.078,MS,0.001,52.166,6.056,312.758
149,07/01/2023 4:00,Z,Z,Z,Z,Z,MS,MS,5.103,-5.227,90.717,1.911,175.418,0.00026,0.00052,0.01832,0.01884,0.187,0.02208,1.437,-3.048,56.321,4.996,243.909,Z,Z,Z,Z,Z,MS,-0.438,46.196,8.246,311.254
150,07/01/2023 5:00,0.00337,0.02043,0.0238,0.171,0.01975,MS,MS,1.628,1.308,47.755,5.319,304.445,0.00022,0.00123,0.02654,0.02777,0.195,0.01574,1.4,-2.82,57.662,4.635,250.863,0.139,12.216,12.377,0.164,30.653,MS,-0.265,49.175,5.184,290.486
151,07/01/2023 6:00,-0.00016,0.02526,0.0251,0.201,0.01278,MS,MS,2.459,-1.499,58.576,1.144,209.143,0.00026,0.01059,0.03777,0.04836,0.217,0.00612,1.605,-3.458,60.814,3.693,245.893,0.572,20.849,21.442,0.192,22.339,MS,-0.1,54.868,2.06,289.28
152,07/01/2023 7:00,0.0017,0.02911,0.03081,0.235,0.00575,MS,MS,4.389,-3.973,82.609,0.993,121.14,0.00024,0.01545,0.0432,0.05864,0.264,0.00177,3.429,-4.256,64.618,2.884,284.865,2.631,35.54,38.191,0.257,8.783,MS,0.357,62.346,0.551,193.974
153,07/01/2023 8:00,0.03233,0.03709,0.06942,0.387,0.00096,MS,MS,7.062,-5.284,99.936,0.289,166.097,0.00027,0.02106,0.04383,0.06489,0.327,0.00141,2.678,-4.338,66.62,3.506,261.232,11.552,43.433,55.003,0.339,3.323,MS,1.319,64.516,0.613,121.382
154,07/01/2023 9:00,0.08046,0.04058,0.12104,0.639,0.00131,MS,MS,13.392,-5.478,99.91,0.997,48.184,0.0003,0.02632,0.0435,0.06982,0.364,0.0013,2.729,-4.357,66.614,2.258,273.695,21.954,46.53,68.501,0.427,2.965,MS,0.834,67.753,0.717,292.418
155,07/01/2023 10:00,0.09984,0.04319,0.14303,0.668,0.00219,MS,MS,13.342,-5.023,99.948,0.753,205.57,0.00035,0.03447,0.04035,0.07482,0.411,0.00404,3.171,-4.082,67.134,1.389,234.309,40.931,48.28,89.22,0.531,4.503,MS,1.648,67.365,0.441,353.918
156,07/01/2023 11:00,0.08771,0.04151,0.12922,0.631,0.00444,MS,MS,10.465,-3.828,92.47,0.171,335.744,0.00042,0.0258,0.03203,0.05783,0.379,0.01072,3.417,-2.395,60.672,3.224,251.372,59.601,47.31,106.953,0.706,8.239,MS,2.476,63.145,2.528,309.646
157,07/01/2023 12:00,0.08951,0.04375,0.13326,0.66,0.00776,MS,MS,15.095,0.515,61.982,0.713,111.955,0.00065,0.02269,0.02504,0.04773,0.384,0.01767,4.225,0.724,49.423,2.507,255.242,24.249,28.078,52.289,0.41,21.114,MS,2.532,44.425,4.473,310.708
158,07/01/2023 13:00,0.07847,0.04349,0.12196,0.614,0.00856,MS,MS,15.719,3.185,45.651,0.519,291.407,0.00072,0.02646,0.02756,0.05402,0.43,0.01608,7.451,2.567,45.677,3.146,276.769,12.785,20.427,33.223,0.285,26.181,MS,3.387,36.654,3.477,282.768
159,07/01/2023 14:00,0.11256,0.05658,0.16914,0.663,0.00625,MS,MS,21.698,4.56,42.226,0.711,119.173,0.00072,0.03335,0.03408,0.06743,0.467,0.01165,11.001,4.198,42.823,1.441,264.924,4.723,12.626,17.367,0.238,33.421,MS,4.266,36.817,4.427,301.307
160,07/01/2023 15:00,0.09044,0.05152,0.14195,0.695,0.00624,MS,MS,30.343,4.986,42.826,1.266,172.062,0.00086,0.05208,0.03892,0.091,0.655,0.00803,17.73,3.822,47.385,0.633,268.372,2.647,9.673,12.332,0.202,35.399,MS,2.754,40.377,5.263,294.774
161,07/01/2023 16:00,0.03682,0.04043,0.07724,0.609,0.00825,MS,MS,21.131,6.412,38.623,1.771,187.241,0.00069,0.03785,0.03853,0.07638,0.543,0.00752,14.181,4.181,47.401,2.278,121.983,1.671,7.836,9.527,0.2,37.367,MS,2.12,38.45,5.737,261.398
162,07/01/2023 17:00,0.03811,0.04782,0.08592,0.565,0.00308,MS,MS,19.454,3.529,50.029,2.923,177.987,0.00036,0.01966,0.0387,0.05836,0.593,0.00351,12.502,1.033,58.139,1.669,134.734,1.293,16.303,17.606,0.307,28.676,MS,2.135,44.01,3.944,160.076
163,07/01/2023 18:00,0.05191,0.04864,0.10055,0.632,0.00103,MS,MS,18.796,0.413,64.73,1.179,113.881,0.00033,0.03197,0.04266,0.07463,0.779,0.00042,12.926,-0.5,66.713,1.241,256.132,7.128,43.294,50.43,0.6,4.329,MS,9.023,53.98,1.264,165.918
164,07/01/2023 19:00,0.08356,0.04835,0.1319,1.029,0.00117,MS,MS,23.028,-0.917,75.864,1.489,37.765,0.00054,0.04778,0.04351,0.09129,0.937,0.00037,11.514,-1.157,74.032,1.544,300.671,33.668,47.315,80.989,0.807,2.276,MS,12.579,65.835,1.132,351.376
165,07/01/2023 20:00,0.10766,0.04843,0.1561,1.275,0.0012,MS,MS,24.42,-1.571,81.957,0.726,22.379,0.00055,0.04645,0.04269,0.08913,0.87,0.00047,11.35,-1.732,79.452,0.874,285.59,50.794,50,100.8,1.032,2.492,MS,22.35,70.504,1.283,328.279
166,07/01/2023 21:00,0.11682,0.04632,0.16323,1.389,0.00087,MS,MS,28.659,-2.235,94.028,0.497,332.055,0.00072,0.05897,0.04314,0.10211,0.822,0.00043,12.021,-2.378,87.927,0.549,283.448,60.419,50.475,110.9,0.993,3.087,MS,25.048,71.459,2.019,289.947
167,07/01/2023 22:00,0.14008,0.04765,0.1877,1.45,0.00105,MS,MS,28.174,-3.075,99.83,0.729,61.112,0.00082,0.10544,0.04774,0.15318,1.144,0.00083,21.775,-2.889,97.773,1.51,253.198,44.665,46.628,91.298,0.649,2.463,MS,13.723,70.353,2.23,322.901
168,07/01/2023 23:00,0.15776,0.04811,0.20586,1.506,0.00117,MS,MS,27.676,-3.491,99.8,0.909,202.55,0.0005,0.06298,0.0457,0.10867,0.941,0.00123,20.287,-2.361,89.706,3.4,250.869,15.133,38.943,54.079,0.422,5.384,MS,7.885,68.879,3.352,298.647
169,08/01/2023 0:00,0.15124,0.04746,0.19868,1.439,0.00106,MS,MS,26.638,-3.129,99.776,0.389,167.282,0.00022,0.01507,0.04148,0.05655,0.523,0.00108,12.579,-1.843,78.314,3.369,264.285,1.039,29.739,30.78,0.274,10.668,MS,3.779,66.989,3.826,309.4
170,08/01/2023 1:00,0.11225,0.04197,0.15418,1.2,0.00089,MS,MS,21.49,-3.523,99.798,1.523,150.192,0.00019,0.01284,0.0377,0.05052,0.527,0.00152,9.49,-3.11,84.696,1.282,209.926,0.653,24.813,25.468,0.22,13.514,MS,1.919,69.127,5.39,305.498
171,08/01/2023 2:00,0.08283,0.03858,0.12144,0.942,0.00088,MS,MS,15.664,-4.35,99.784,0.482,59.025,Z,Z,Z,Z,Z,Z,6.037,-3.504,91.56,2.21,312.143,0.968,26.947,27.915,0.218,10.338,MS,2.045,73.151,3.182,323.799
172,08/01/2023 3:00,0.06072,0.03633,0.09704,0.726,0.0007,MS,MS,12.284,-5.158,99.719,0.454,201.943,0.00028,0.01836,0.03824,0.05663,0.631,0.00036,6.089,-4.562,99.504,0.819,245.656,1.729,30.599,32.328,0.243,6.708,MS,3.429,76.114,2.201,317.375
173,08/01/2023 4:00,Z,Z,Z,Z,Z,MS,MS,14.17,-5.743,99.699,0.472,16.418,0.00033,0.03437,0.04003,0.07441,0.724,0.00034,6.033,-5.272,100.049,1.463,260.947,Z,Z,Z,Z,Z,MS,2.235,78.986,2.329,297.059
174,08/01/2023 5:00,0.07162,0.03491,0.10652,0.772,0.0005,MS,MS,13.678,-6.563,99.628,0.371,76.473,0.00033,0.02557,0.04036,0.06593,0.42,0.00036,5.876,-4.866,99.899,3.081,271.298,8.385,34.472,42.859,0.276,2.357,MS,3.109,83.037,2.648,313.675
