90,04/01/2017 17:00,0.00261,0.02318,0.02595,0.199,0.02266,MS,MS,8.988,-7.115,MS,6.906,325.587,0.00112,0.0054,0.0284,0.03451,0.341,0.01683,5.787,MS,MS,7.015,314.635,12.648,29.382,42.051,0.315,14.367,2.42,2.42,72.388,7.945,301.546
91,04/01/2017 18:00,0.00222,0.03606,0.03847,0.282,0.01013,MS,MS,7.572,-9.198,MS,5.049,339.889,0.00095,0.02405,0.04482,0.06976,0.608,0.00295,7.929,MS,MS,1.856,255.655,1.965,18.811,20.797,0.239,21.946,1.596,1.596,74.778,8.606,307.753
92,04/01/2017 19:00,0.00864,0.04302,0.05191,0.357,0.00291,MS,MS,8.234,-10.804,MS,5.791,6.142,0.00077,0.03457,0.04678,0.08252,0.59,0.0002,8.825,MS,MS,2.172,231.221,1.864,20.452,22.334,0.233,19.035,1.549,1.549,77.957,7.28,302.659
93,04/01/2017 20:00,0.0149,0.04495,0.06007,0.364,0.0012,MS,MS,9.224,-12.143,MS,5.718,342.658,0.00105,0.03215,0.04555,0.07872,0.558,0.00055,9.824,MS,MS,3.402,261.157,1.636,18.714,20.379,0.215,19.626,5.009,5.009,77.295,10.296,304.8
94,04/01/2017 21:00,0.02095,0.04527,0.06641,0.378,0.00087,MS,MS,10.081,-14.216,MS,0.97,17.157,0.00114,0.00425,0.0311,0.03614,0.322,0.0089,7.046,MS,MS,5.786,276.491,1.809,18.078,19.91,0.216,19.141,7.476,7.476,76.901,10.734,311.916
95,04/01/2017 22:00,0.01883,0.04272,0.06173,0.352,0.00079,MS,MS,11.364,-15.15,MS,2.092,20.796,0.00065,0.00333,0.02733,0.03159,0.269,0.01182,7.27,MS,MS,8.455,271.083,1.949,18.999,20.973,0.219,17.254,6.734,6.734,79.719,9.895,311.768
96,04/01/2017 23:00,0.02066,0.04211,0.06296,0.317,0.00075,MS,MS,10.85,-16.111,MS,0.865,251.169,0.00037,0.00552,0.02973,0.03611,0.285,0.00957,7.056,MS,MS,6.567,283.655,1.497,16.181,17.707,0.192,19.772,5.755,5.755,79.252,8.882,312.927
97,05/01/2017 0:00,0.04029,0.04532,0.08604,0.32,0.00096,MS,MS,11.095,-16.031,MS,0.665,291.86,0.00039,0.03172,0.04203,0.07481,0.393,0.00202,8.406,MS,MS,5.739,274.145,1.397,16.139,17.56,0.192,19.383,5.238,5.238,79.598,7.722,306.488
98,05/01/2017 1:00,0.04275,0.04465,0.08783,0.324,0.00082,MS,MS,8.092,-15.265,MS,1.769,176.194,0.00034,0.00692,0.02762,0.03549,0.259,0.01045,4.205,MS,MS,6.333,279.712,1.342,15.492,16.856,0.184,19.59,3.981,3.981,80.812,9.265,315.059
99,05/01/2017 2:00,0.03751,0.04304,0.08096,0.328,0.00077,MS,MS,7.498,-14.037,MS,0.179,144.791,Z,Z,Z,Z,Z,Z,3.061,MS,MS,5.683,280.033,1.427,16.665,18.116,0.187,18.489,3.606,3.606,83.499,6.986,317.55
100,05/01/2017 3:00,0.05739,0.04452,0.10237,0.311,0.00074,MS,MS,7.848,-12.567,MS,0.982,56.313,0.00032,0.00343,0.0265,0.03076,0.24,0.00985,2.463,MS,MS,6.031,271.325,1.339,17.656,19.02,0.174,16.988,3.021,3.021,82.186,7.507,306.121
101,05/01/2017 4:00,0.06849,0.04549,0.11451,0.315,0.00072,MS,MS,7.741,-11.335,MS,1.246,96.754,0.00041,0.00595,0.03265,0.03939,0.261,0.00538,3.042,MS,MS,6.677,270.269,1.065,16.674,17.765,0.166,17.506,2.176,2.176,85.437,7.727,308.245
102,05/01/2017 5:00,0.04121,0.04511,0.08674,0.233,0.00068,MS,MS,5.488,-9.878,MS,0.499,214.911,0.00036,0.00692,0.03443,0.04223,0.252,0.00428,2.54,MS,MS,4.661,248.954,1.468,20.55,22.045,0.169,14.339,1.805,1.805,87.236,5.967,311.087
103,05/01/2017 6:00,0.02933,0.04433,0.07398,0.195,0.00063,MS,MS,4.04,-8.693,MS,1.04,108.385,0.00029,0.01117,0.03347,0.04559,0.242,0.00528,2.363,MS,MS,5.992,260.558,1.645,20.814,22.487,0.175,15.321,2.257,2.257,88.226,5.964,314.435
104,05/01/2017 7:00,0.01594,0.03935,0.05555,0.185,0.0041,MS,MS,3.25,-7.891,MS,1.265,136.621,0.00024,0.00783,0.0346,0.04329,0.274,0.00387,1.765,MS,MS,5.354,264.346,1.415,19.648,21.092,0.197,18.138,1.956,1.956,84.224,6.212,298.861
105,05/01/2017 8:00,0.03754,0.05072,0.08854,0.223,0.00201,MS,MS,3.27,-7.211,MS,3.315,227.468,0.00027,0.01387,0.03853,0.05336,0.383,0.0019,2.595,MS,MS,6.011,245.49,1.922,19.31,21.264,0.215,19.473,1.856,1.856,83.65,6.02,321.402
106,05/01/2017 9:00,0.03857,0.04627,0.08519,0.335,0.00121,MS,MS,5.382,-7.316,MS,3.164,204.196,0.00031,0.01365,0.03737,0.05193,0.366,0.00325,2.516,MS,MS,4.514,251.966,2.491,19.241,21.764,0.227,20.036,1.937,1.937,81.003,6.896,316.617
107,05/01/2017 10:00,0.05155,0.048,0.09999,0.49,0.00338,MS,MS,6.44,-6.998,MS,1.59,219.267,0.00076,0.03348,0.03905,0.07349,0.47,0.00348,3.626,MS,MS,5.422,258.486,8.649,22.223,30.905,0.23,18.631,2.433,2.433,75.226,5.908,302.031
108,05/01/2017 11:00,0.02949,0.03843,0.0683,0.252,0.0099,MS,MS,3.581,-5.261,MS,2.666,261.391,0.00107,0.0155,0.02697,0.04319,0.35,0.01362,2.59,MS,MS,5.759,271.952,8.82,18.78,27.634,0.218,23.222,1.736,1.736,69.444,7.398,296.461
109,05/01/2017 12:00,0.02885,0.03498,0.06422,0.259,0.01548,MS,MS,4.382,-3.635,MS,1.818,250.255,0.00121,0.01138,0.01992,0.03216,0.271,0.02087,1.582,MS,MS,6.375,274.842,5.729,13.038,18.802,0.208,28.861,2.211,2.211,67.578,6.22,290.052
110,05/01/2017 13:00,0.01739,0.02528,0.04297,0.164,0.02136,MS,MS,3.486,-3.365,MS,4.79,294.863,0.00121,0.01167,0.0212,0.03354,0.285,0.02113,1.778,MS,MS,3.18,266.056,4.64,10.712,15.389,0.214,31.765,6.034,6.034,65.502,8.045,289.085
111,05/01/2017 14:00,0.00428,0.01107,0.01551,0.107,0.03244,MS,MS,3.172,-3.384,MS,10.845,331.156,0.00116,0.01413,0.0245,0.03938,0.328,0.01953,2.006,MS,MS,4.528,254.99,4.478,10.671,15.187,0.197,32.253,2.435,2.435,65.484,7.524,286.993
112,05/01/2017 15:00,0.00388,0.01283,0.01688,0.12,0.0315,MS,MS,3.245,-3.336,MS,10.994,319.356,0.00114,0.01103,0.0238,0.03551,0.276,0.02077,1.741,MS,MS,6.017,294.925,3.271,9.468,12.777,0.181,34.473,1.703,1.703,82.001,8.494,304.386
113,05/01/2017 16:00,0.00318,0.01771,0.02106,0.148,0.02764,MS,MS,3.845,-3.609,MS,8.184,329.73,0.00086,0.00635,0.02377,0.03081,0.286,0.02095,2.188,MS,MS,6.148,319.356,2.817,12.484,15.341,0.2,31.96,1.903,1.903,87.351,7.178,309.178
114,05/01/2017 17:00,0.00281,0.02426,0.02727,0.207,0.02023,MS,MS,4.717,-4.535,MS,9.644,13.191,0.00079,0.00837,0.03358,0.04283,0.358,0.01193,4.102,MS,MS,6.042,15.609,2.646,16.286,18.973,0.235,27.09,3.408,3.408,92.459,4.156,347.173
115,05/01/2017 18:00,0.00168,0.02709,0.02901,0.225,0.01637,MS,MS,4.952,-5.652,MS,10.51,7.934,0.00052,0.00708,0.03295,0.04078,0.354,0.00942,4.234,MS,MS,6.292,35.398,0.891,8.889,9.823,0.207,31.554,3.338,3.338,93.954,5.785,15.708
116,05/01/2017 19:00,0.00043,0.01803,0.01868,0.158,0.0222,MS,MS,3.822,-6.568,MS,9.369,12.367,0.00044,0.0055,0.0253,0.03133,0.291,0.01462,5.512,MS,MS,4.998,65.762,0.805,8.382,9.231,0.185,29.441,3.773,3.773,93.336,5.581,357.922
117,05/01/2017 20:00,0.00109,0.01996,0.02128,0.147,0.01703,MS,MS,6.88,-7.073,MS,9.596,26.023,0.00027,0.00248,0.01978,0.02273,0.224,0.01538,7.375,MS,MS,8.407,37.269,0.989,9.741,10.774,0.198,26.194,5.047,5.047,93.808,5.304,358.054
118,05/01/2017 21:00,0.00062,0.01373,0.01453,0.156,0.02123,MS,MS,7.854,-7.876,MS,10.592,35.324,0.00032,0.00157,0.01383,0.01578,0.214,0.01965,8.312,MS,MS,8.407,31.442,1.252,11.508,12.806,0.191,22.603,6.068,6.068,94.303,4.085,17.255
119,05/01/2017 22:00,0.00027,0.00991,0.01033,0.136,0.02402,MS,MS,5.874,-8.341,MS,10.104,30.645,0.00042,0.0005,0.01088,0.01168,0.182,0.02102,7.016,MS,MS,8.709,38.324,1.078,10.896,12.021,0.194,22.855,8.944,8.944,94.862,3.392,26.772
120,05/01/2017 23:00,0.00033,0.01554,0.01606,0.117,0.01787,MS,MS,4.067,-8.638,MS,6.05,17.132,0.00037,0.00173,0.01902,0.02113,0.19,0.01235,7.863,MS,MS,5.979,62.245,0.694,9.294,10.037,0.186,23.131,6.998,6.998,94.275,2.923,60.415
121,06/01/2017 0:00,0.00031,0.0143,0.01481,0.123,0.01648,MS,MS,9.971,-9.477,MS,6.165,97.091,0.00036,0.00095,0.0164,0.01768,0.179,0.01353,9.55,MS,MS,5.747,86.757,0.282,9.955,10.287,0.188,21.693,5.485,5.485,93.083,2.677,104.868
122,06/01/2017 1:00,0.00012,0.00934,0.0096,0.102,0.02069,MS,MS,14.11,-10.226,MS,7.639,98.394,0.00032,0.0008,0.01172,0.01264,0.174,0.01748,8.839,MS,MS,7.811,74.5,0.809,18.071,18.93,0.225,13.098,11.982,11.982,94.331,3.849,89.989
123,06/01/2017 2:00,0.00014,0.00768,0.00798,0.098,0.02371,MS,MS,12.813,-10.699,MS,7.231,103.634,Z,Z,Z,Z,Z,Z,9.061,MS,MS,7.28,73.032,0.157,14.318,14.527,0.222,15.515,13.849,13.849,95.58,4.738,108.25
124,06/01/2017 3:00,0.00035,0.00788,0.00838,0.101,0.02371,MS,MS,13.242,-11.663,MS,6.017,116.584,0.00027,0.00105,0.01266,0.0139,0.18,0.0177,10.013,MS,MS,6.229,99.684,1.993,15.692,17.737,0.215,16.129,13.12,13.12,95.675,4.712,113.585
125,06/01/2017 4:00,0.00099,0.01079,0.01196,0.104,0.0195,MS,MS,15.809,-13.026,MS,5.855,116.955,0.00023,0.00094,0.0159,0.01712,0.187,0.01423,12.42,MS,MS,6.149,108.099,0.076,12.858,12.99,0.192,18.542,11.258,11.258,95.363,5.584,116.025
126,06/01/2017 5:00,0.00087,0.0143,0.01532,0.118,0.01703,MS,MS,15.492,-13.632,MS,4.164,124.015,0.00027,0.00089,0.01729,0.01835,0.219,0.012,13.638,MS,MS,4.222,127.485,0.872,20.64,21.567,0.251,9.4,13.709,13.709,95.38,5.061,140.45
127,06/01/2017 6:00,0.00192,0.02194,0.02406,0.158,0.01067,MS,MS,14.214,-13.146,MS,5.091,132.63,0.00021,0.00063,0.01104,0.01163,0.176,0.01715,14.984,MS,MS,7.886,116.267,2.204,24.721,26.986,0.253,8.801,15.113,15.113,95.836,6.256,138.633
128,06/01/2017 7:00,0.00515,0.02175,0.02711,0.154,0.01024,MS,MS,18.245,-13.63,MS,6.527,125.903,0.00034,0.00307,0.01393,0.01717,0.194,0.01433,15.765,MS,MS,9.553,110.876,1.703,27.27,29.04,0.253,6.95,13.815,13.815,95.357,6.78,143.101
129,06/01/2017 8:00,0.00361,0.02183,0.02563,0.171,0.00884,MS,MS,17.591,-14.114,MS,5.921,120.639,0.00036,0.00569,0.01837,0.02445,0.207,0.01003,20.433,MS,MS,9.048,111.64,3.093,28.273,31.444,0.314,4.611,15.934,15.934,94.217,5.655,139.267
130,06/01/2017 9:00,0.00258,0.01966,0.02243,0.148,0.00893,MS,MS,20.668,-14.353,MS,7.025,117.893,0.00099,0.0055,0.01982,0.02568,0.208,0.00867,27.764,MS,MS,8.521,111.892,11.343,31.429,42.838,0.384,0.955,20.451,20.451,93.311,4.726,118.641
131,06/01/2017 10:00,0.00584,0.01681,0.02281,0.165,0.01189,MS,MS,16.321,-14.375,MS,7.613,119.782,0.00105,0.00579,0.01392,0.02018,0.206,0.01315,16.851,MS,MS,9.377,120.655,11.98,25.022,37.08,0.329,5.077,23.5,23.5,91.924,5.973,119.977
132,06/01/2017 11:00,0.00984,0.01617,0.02621,0.182,0.01381,MS,MS,15.03,-13.984,MS,7.241,120.462,0.00094,0.0078,0.01275,0.02082,0.209,0.01562,11.94,MS,MS,8.863,113.091,11.09,18.663,29.84,0.33,11.52,17.797,17.797,89.322,7.576,140.126
133,06/01/2017 12:00,0.00838,0.01182,0.02036,0.141,0.01745,MS,MS,13.326,-14.18,MS,8.881,107.077,0.00046,0.01366,0.01568,0.02972,0.267,0.01397,11.745,MS,MS,8.871,81.949,9.412,14.416,23.911,0.283,16.333,12.016,12.016,86.649,7.778,135.415
134,06/01/2017 13:00,0.00822,0.01113,0.01951,0.15,0.01955,MS,MS,11.858,-14.265,MS,8.652,114.955,0.00037,0.01149,0.01324,0.02497,0.234,0.0174,11.989,MS,MS,9.771,103.177,10.26,13.801,24.138,0.291,17.122,11.376,11.376,83.859,6.592,133.969
135,06/01/2017 14:00,0.0078,0.00983,0.01778,0.144,0.02107,MS,MS,11.605,-14.416,MS,8.97,121.366,0.00028,0.00983,0.01153,0.02157,0.211,0.01907,12.164,MS,MS,10.368,104.907,13.968,14.954,29.002,0.277,17.683,12.373,12.373,81.446,8.011,144.639
136,06/01/2017 15:00,0.01017,0.01166,0.02199,0.158,0.02011,MS,MS,11.764,-14.576,MS,8.677,125.16,0.00029,0.01005,0.01232,0.02263,0.211,0.01818,12.295,MS,MS,9.412,113.946,17.301,16.873,34.252,0.299,16.883,14.229,14.229,77.219,7.605,142.184
137,06/01/2017 16:00,0.00995,0.01583,0.02594,0.175,0.01621,MS,MS,12.31,-15.646,MS,7.306,122.855,0.00015,0.01358,0.01967,0.03365,0.268,0.0121,21.973,MS,MS,7.601,115.186,16.335,22.874,39.291,0.352,11.638,15.113,15.113,80.793,6.722,141.179
138,06/01/2017 17:00,0.0133,0.02558,0.03909,0.219,0.00859,MS,MS,12.333,-16.052,MS,6.23,139.219,0.00011,0.0086,0.02216,0.03108,0.254,0.00962,17.808,MS,MS,7.979,120.51,14.735,30.155,44.982,0.355,4.545,16.861,16.861,88.52,7.08,142.84
139,06/01/2017 18:00,0.00743,0.03059,0.03819,0.215,0.00499,MS,MS,11.212,-15.975,MS,5.931,126.27,0.0001,0.00151,0.01422,0.01583,0.212,0.01593,10.017,MS,MS,7.514,120.771,3.482,26.95,30.527,0.302,5.904,17.369,17.369,92.077,6.726,144.346
140,06/01/2017 19:00,0.00425,0.03063,0.03502,0.241,0.00447,MS,MS,10.856,-15.931,MS,5.308,126.427,0.00017,0.00119,0.01416,0.01512,0.195,0.0163,10.747,MS,MS,6.911,116.695,1.16,17.025,18.283,0.231,14.364,18.919,18.919,94.649,8.125,149.485
141,06/01/2017 20:00,0.00276,0.02589,0.02879,0.156,0.00863,MS,MS,14.366,-15.451,MS,5.427,147.087,0.00008,0.00098,0.01319,0.01402,0.175,0.018,9.72,MS,MS,6.754,126.384,1.31,16.828,18.239,0.218,14.295,20.331,20.331,93.882,7.198,162.743
142,06/01/2017 21:00,0.00036,0.01202,0.01248,0.107,0.02027,MS,MS,16.446,-15.208,MS,8.98,180.968,0.00007,0.00102,0.01155,0.01215,0.18,0.01887,10.151,MS,MS,5.71,137.603,1.357,16.563,18.024,0.208,14.388,21.528,21.528,93.367,6.419,181.412
143,06/01/2017 22:00,0.00003,0.00849,0.00856,0.098,0.02293,MS,MS,16.26,-15.109,MS,9.753,189.474,0.00006,0.00071,0.00811,0.00845,0.171,0.02223,16.317,MS,MS,10.028,182.388,1.361,14.075,15.543,0.177,16.569,20.845,20.845,93.427,6.546,175.912
144,06/01/2017 23:00,0.00011,0.00878,0.00893,0.093,0.02255,MS,MS,16.865,-15.108,MS,8.292,193.317,0.00007,0.00074,0.00708,0.0075,0.169,0.0235,15.667,MS,MS,9.889,179.274,0.53,8.817,9.457,0.18,22.118,20.507,20.507,93.862,6.245,203.086
145,07/01/2017 0:00,0.0002,0.00864,0.00889,0.093,0.02323,MS,MS,16.703,-15.004,MS,7.229,177.533,-0.00002,0.00076,0.00676,0.0071,0.166,0.024,15.526,MS,MS,8.292,163.316,0.277,8.029,8.418,0.163,23.133,19.741,19.741,93.7,7.29,214.535
146,07/01/2017 1:00,0.00036,0.00841,0.00882,0.089,0.0237,MS,MS,15.887,-14.979,MS,6.87,180.193,0.00006,0.00079,0.00662,0.00702,0.163,0.02408,16.276,MS,MS,6.892,165.13,0.382,8.671,9.168,0.154,22.769,19.765,19.765,93.213,6.897,226.812
147,07/01/2017 2:00,0.00008,0.00936,0.00949,0.092,0.02286,MS,MS,18.217,-15.105,MS,4.677,207.792,Z,Z,Z,Z,Z,Z,19.967,MS,MS,5.711,197.613,0.281,8.319,8.718,0.146,23.042,19.107,19.107,92.568,4.964,227.912
148,07/01/2017 3:00,0.00023,0.00956,0.00985,0.096,0.02272,MS,MS,17.526,-15.628,MS,5.47,209.275,0,0.00093,0.00838,0.00885,0.168,0.0217,18.871,MS,MS,6.171,195.756,0.569,9.618,10.307,0.159,19.66,22.903,22.903,91.587,5.347,286.195
149,07/01/2017 4:00,0.0001,0.01335,0.01355,0.108,0.01845,MS,MS,18.851,-16.355,MS,3.557,288.657,-0.00001,0.00079,0.0096,0.01002,0.176,0.01997,19.182,MS,MS,3.683,278.247,1.588,13.164,14.871,0.158,16.597,24.281,24.281,90.491,6.989,318.762
150,07/01/2017 5:00,0.00159,0.02025,0.02194,0.138,0.00932,MS,MS,16.313,-17.766,MS,10.427,351.996,0.00022,0.00256,0.02062,0.02328,0.232,0.00885,21.093,MS,MS,6.298,288.602,1.96,15.795,17.873,0.182,11.326,25.018,25.018,89.487,5.394,305.558
151,07/01/2017 6:00,0.00199,0.01601,0.01808,0.19,0.01011,MS,MS,17.184,-18.043,MS,14.794,341.827,0.00071,0.00408,0.02027,0.02458,0.27,0.00616,15.741,MS,MS,7.186,272.404,2.182,15.562,17.858,0.264,10.772,25.92,25.92,90.844,8.687,328.849
152,07/01/2017 7:00,0.00063,0.01316,0.01387,0.279,0.0122,MS,MS,35.287,-16.775,MS,16.202,341.44,0.00028,0.01011,0.02827,0.03867,0.298,-0.00038,19.825,MS,MS,5.715,279.308,1.649,12.866,14.628,0.36,11.966,47.971,47.971,91.45,11.499,332.083
153,07/01/2017 8:00,0.00113,0.01498,0.01619,0.302,0.01004,MS,MS,37.606,-16.678,MS,13.219,343.339,0.00031,0.01811,0.02897,0.0473,0.384,0.00011,24.228,MS,MS,4.995,262.633,1.901,13.047,15.058,0.397,10.985,49.802,49.802,91.363,11.298,328.748
154,07/01/2017 9:00,0.00562,0.0188,0.02454,0.348,0.00681,MS,MS,39.495,-16.874,MS,9.111,341.636,0.00038,0.03301,0.0305,0.06395,0.421,0.0003,24.624,MS,MS,4.592,249.093,2.414,13.202,15.723,0.381,11.252,45.413,45.413,91.144,11.139,333.079
155,07/01/2017 10:00,0.00807,0.01552,0.02365,0.3,0.01051,MS,MS,29.525,-15.971,MS,7.183,339.508,0.00046,0.03163,0.02492,0.05687,0.53,0.00371,35.928,MS,MS,5.287,250.39,4.927,11.68,16.713,0.363,13.097,39.325,39.325,89.878,9.593,332.253
156,07/01/2017 11:00,0.00604,0.00847,0.01458,0.173,0.01733,MS,MS,12.586,-14.756,MS,14.542,358.273,0.00063,0.03706,0.0228,0.0602,0.594,0.00692,39.41,MS,MS,5.058,269.935,5.217,8.396,13.715,0.286,16.532,23.471,23.471,85.043,11.575,340.946
157,07/01/2017 12:00,0.00588,0.00664,0.0125,0.163,0.01933,MS,MS,12.262,-14.455,MS,20.18,357.668,0.00053,0.00934,0.01012,0.01962,0.261,0.01569,12.647,MS,MS,11.364,290.729,5.727,7.188,13.016,0.25,18.096,14.257,14.257,81.631,11.356,343.362
158,07/01/2017 13:00,0.00541,0.00688,0.0123,0.161,0.01917,MS,MS,11.162,-14.809,MS,19.309,2.178,0.00062,0.00746,0.00872,0.01635,0.25,0.0165,11.024,MS,MS,10.638,295.582,4.938,7.031,12.068,0.233,18.241,11.989,11.989,81.927,11.375,342.936
159,07/01/2017 14:00,0.00558,0.00732,0.01293,0.169,0.01872,MS,MS,10.973,-15.038,MS,16.048,0.264,0.00079,0.00974,0.01078,0.02073,0.254,0.01492,10.695,MS,MS,10.056,275.219,5.39,8.223,13.709,0.245,17.705,10.422,10.422,82.052,8.55,357.12
160,07/01/2017 15:00,0.00532,0.00903,0.01437,0.174,0.01669,MS,MS,11.04,-15.339,MS,13.292,357.902,0.00088,0.00843,0.01202,0.02073,0.275,0.01295,11.8,MS,MS,8.362,316.604,4.575,8.885,13.553,0.236,17.017,11.002,11.002,82.732,8.016,335.18
161,07/01/2017 16:00,0.0046,0.01005,0.01471,0.18,0.01615,MS,MS,10.201,-15.444,MS,9.909,347.747,0.00091,0.01108,0.01452,0.02597,0.265,0.01017,10.624,MS,MS,1.754,247.049,4.085,9.172,13.348,0.233,17.66,7.818,7.818,82.373,8.122,340.426
162,07/01/2017 17:00,0.00162,0.01008,0.01172,0.147,0.01863,MS,MS,6.729,-16.032,MS,13.811,355.823,0.00072,0.00536,0.0168,0.02245,0.267,0.01033,8.634,MS,MS,4.474,307.022,2.952,10.841,13.882,0.226,17.61,6.146,6.146,85.086,7.225,17.28
163,07/01/2017 18:00,0.00107,0.01295,0.01408,0.16,0.01666,MS,MS,6.245,-16.712,MS,13.7,11.57,0.00068,0.00234,0.0162,0.01873,0.252,0.01186,6.014,MS,MS,5.772,65.74,1.798,9.897,11.781,0.196,18.996,4.881,4.881,87.625,7.493,0.611
164,07/01/2017 19:00,0.00051,0.01238,0.01293,0.151,0.01622,MS,MS,7.418,-16.896,MS,11.809,8.123,0.00077,0.00174,0.01462,0.01653,0.242,0.01222,7.422,MS,MS,3.378,101.67,1.893,9.572,11.551,0.192,18.897,5.347,5.347,87.582,7.109,11.46
165,07/01/2017 20:00,0.00041,0.01287,0.01329,0.149,0.01558,MS,MS,7.443,-16.937,MS,13.767,343.638,0.00093,0.00239,0.01577,0.01845,0.242,0.01127,8.082,MS,MS,4.229,119.479,1.868,9.767,11.716,0.209,18.327,6.088,6.088,86.898,6.191,3.123
166,07/01/2017 21:00,0.00025,0.01118,0.01144,0.137,0.01671,MS,MS,6.385,-16.901,MS,11.917,342.033,0.00135,0.00258,0.01647,0.01925,0.242,0.01088,7.766,MS,MS,1.993,284.912,1.368,9.927,11.373,0.198,18.054,6.414,6.414,86.671,5.606,342.762
167,07/01/2017 22:00,0.00015,0.0104,0.01055,0.142,0.01733,MS,MS,6.092,-16.777,MS,9.049,346.677,0.00074,0.00199,0.01682,0.01912,0.23,0.00961,6.157,MS,MS,5.346,314.709,1.363,10.465,11.906,0.196,17.71,6.109,6.109,86.334,5.604,332.501
168,07/01/2017 23:00,0.00028,0.01196,0.01228,0.137,0.01577,MS,MS,6.208,-16.713,MS,8.914,1.654,0.00077,0.00174,0.01332,0.01513,0.222,0.01235,6.237,MS,MS,5.911,20.692,1.243,7.933,9.25,0.173,19.736,5.221,5.221,86.435,7.724,343.997
169,08/01/2017 0:00,0.00039,0.01087,0.01125,0.128,0.01728,MS,MS,5.487,-17.056,MS,8.93,16.704,0.00069,0.00113,0.00928,0.01023,0.196,0.01659,5.208,MS,MS,8.101,35.576,1.197,7.407,8.676,0.16,20.285,3.944,3.944,86.359,6.328,350.267
170,08/01/2017 1:00,0.00004,0.00942,0.00952,0.117,0.01952,MS,MS,4.647,-17.446,MS,8.148,2.381,0.00077,0.00159,0.01438,0.0162,0.218,0.0124,4.29,MS,MS,4.462,33.304,1.367,9.69,11.123,0.164,18.607,3.615,3.615,87.9,3.918,8.645
171,08/01/2017 2:00,0.00006,0.00928,0.00938,0.114,0.01963,MS,MS,4.021,-17.483,MS,7.314,357.68,Z,Z,Z,Z,Z,Z,4.732,MS,MS,5.951,39.922,1.186,9.584,10.837,0.167,18.595,3.627,3.627,87.263,4.879,351.022
172,08/01/2017 3:00,0,0.00649,0.00654,0.096,0.02238,MS,MS,3.296,-17.587,MS,9.299,6.9,0.00078,0.00116,0.01104,0.01228,0.189,0.01569,3.096,MS,MS,5.209,55.553,1.601,8.283,9.949,0.155,20.5,2.727,2.727,86.355,5.015,8.157
173,08/01/2017 4:00,0,0.00569,0.0057,0.089,0.02399,MS,MS,2.957,-17.838,MS,8.944,355.279,0.00072,0.00157,0.0111,0.01287,0.184,0.01659,2.943,MS,MS,5.967,47.362,1.138,7.003,8.206,0.147,22.245,2.088,2.088,85.661,4.712,0.414
174,08/01/2017 5:00,0.00001,0.00534,0.00536,0.088,0.02545,MS,MS,2.965,-18.009,MS,9.643,1.158,0.00087,0.00108,0.01061,0.01167,0.178,0.01916,3.033,MS,MS,6.478,320.002,1.3,8.021,9.386,0.146,21.224,2.821,2.821,84.746,5.591,344.336
175,08/01/2017 6:00,0,0.0056,0.0056,0.091,0.02416,MS,MS,3.014,-18.011,MS,9.8,353.11,0.00076,0.00127,0.0109,0.01228,0.178,0.01856,2.705,MS,MS,3.864,39.892,1.178,8.071,9.316,0.15,20.804,3.213,3.213,85.2,4.447,353.327
176,08/01/2017 7:00,0.00002,0.00628,0.00632,0.097,0.02302,MS,MS,3.286,-18.001,MS,7.206,14.749,0.00063,0.00148,0.0118,0.0134,0.173,0.01771,2.855,MS,MS,4.649,66.21,1.148,9.078,10.293,0.173,19.416,3.434,3.434,84.807,3.771,352.435
177,08/01/2017 8:00,0.00009,0.0115,0.01167,0.121,0.01887,MS,MS,3.566,-18.005,MS,4.909,41.574,0.00057,0.00114,0.01461,0.01585,0.174,0.01517,2.905,MS,MS,4.525,85.13,1.225,9.795,11.089,0.17,18.881,2.845,2.845,84.486,2.077,15.543
178,08/01/2017 9:00,0.00099,0.01467,0.01574,0.135,0.01628,MS,MS,3.825,-18.053,MS,2.7,132.295,0.00052,0.00111,0.01208,0.01342,0.17,0.01697,3.174,MS,MS,4.675,110.069,0.862,10.408,11.34,0.175,17.948,2.955,2.955,84.946,2.001,82.595
179,08/01/2017 10:00,0.00295,0.01223,0.01522,0.125,0.01911,MS,MS,4.245,-18.409,MS,4.822,132.829,0.00077,0.00174,0.00692,0.00883,0.163,0.02139,3.425,MS,MS,5.894,119.575,2.282,13.128,15.481,0.221,15.822,3.667,3.667,83.548,3.042,112.696
180,08/01/2017 11:00,0.0071,0.01134,0.01851,0.14,0.02042,MS,MS,4.448,-18.299,MS,5.582,149.212,0.00123,0.00333,0.0078,0.0115,0.17,0.02054,3.624,MS,MS,6.075,131.104,9.869,16.064,26.004,0.236,15.667,4.587,4.587,82.526,6.082,142.091
181,08/01/2017 12:00,0.00761,0.00993,0.01764,0.129,0.02223,MS,MS,5.531,-17.806,MS,8.409,167.885,0.00064,0.00289,0.00476,0.00785,0.173,0.02344,3.37,MS,MS,10.083,149.993,9.137,11.634,20.843,0.209,19.65,4.404,4.404,79.29,9.071,165.558
182,08/01/2017 13:00,0.00968,0.01029,0.02007,0.13,0.02245,MS,MS,7.071,-17.423,MS,8.716,160.578,0.00068,0.00246,0.0035,0.00593,0.167,0.02517,3.062,MS,MS,12.13,149.239,7.04,8.576,15.69,0.216,22.332,5.764,5.764,76.549,9.027,148.925
