2142,31/03/2017 5:00,0.0094,0.03088,0.04039,0.161,0.0034,MS,MS,10.329,1.248,MS,2.111,263.633,0.00062,0.00072,0.01755,0.01872,0.207,0.01217,9.579,MS,MS,4.658,247.814,1.849,16.259,18.152,0.211,7.92,8.906,8.906,98.429,2.47,315.485
2143,31/03/2017 6:00,0.00583,0.03066,0.03661,0.187,0.00147,MS,MS,10.312,0.358,MS,0.656,223.4,0.00042,0.0028,0.02473,0.02813,0.262,0.00503,9.519,MS,MS,2.249,236.482,8.958,20.825,29.83,0.276,1.855,9.789,9.789,100.02,3.771,315.259
2144,31/03/2017 7:00,0.02723,0.03169,0.05919,0.26,0.00122,MS,MS,10.188,-0.612,MS,1.795,263.891,0.00075,0.02058,0.02985,0.05132,0.353,0.00063,11.474,MS,MS,3.643,224.56,9.837,16.077,25.978,0.277,2.451,7.576,7.576,101.108,6.361,302.46
2145,31/03/2017 8:00,0.05498,0.02928,0.08469,0.334,0.00362,MS,MS,11.808,1.538,MS,2.206,241.817,0.00079,0.02758,0.02518,0.05363,0.431,0.00443,11.475,MS,MS,4.208,233.257,12.071,11.889,24.006,0.282,6.56,7.012,7.012,101.781,6.035,298.944
2146,31/03/2017 9:00,0.03076,0.02547,0.05656,0.345,0.01129,MS,MS,13.146,4.003,MS,4.76,195.573,0.00098,0.00948,0.01347,0.02362,0.287,0.01563,8.571,MS,MS,6.332,209.314,13.873,10.409,24.329,0.3,9.654,8.961,8.961,94.942,4.813,287.575
2147,31/03/2017 10:00,0.00614,0.0094,0.01558,0.17,0.02619,MS,MS,7.783,5.798,MS,9.017,182.41,0.00129,0.00217,0.00635,0.00895,0.208,0.0273,6.648,MS,MS,10.315,158.449,7.643,9.247,16.936,0.266,21.338,6.773,6.773,69.247,5.236,169.851
2148,31/03/2017 11:00,0.00271,0.0055,0.00821,0.112,0.03252,MS,MS,6.042,7.519,MS,13.319,175.495,0.00067,0.00102,0.00373,0.00495,0.179,0.03057,5.382,MS,MS,18.471,159.032,2.027,4.706,6.778,0.213,35.259,3.457,3.457,56.446,12.639,166.102
2149,31/03/2017 12:00,0.0016,0.00414,0.00578,0.103,0.03702,MS,MS,5.332,8.672,MS,17.196,179.593,0.00067,0.00038,0.00275,0.00347,0.177,0.03762,5.05,MS,MS,22.756,162.869,1.565,4.017,5.626,0.203,37.977,3.525,3.525,53.095,15.951,168.195
2150,31/03/2017 13:00,0.00125,0.0035,0.00479,0.098,0.04101,MS,MS,3.576,10.383,MS,15.801,178.729,0.00042,0.00002,0.00232,0.00262,0.168,0.04007,2.674,MS,MS,20.787,163.162,0.904,2.991,3.938,0.205,41.23,2.748,2.748,48.133,13.72,175.848
2151,31/03/2017 14:00,0.00064,0.00235,0.00306,0.082,0.04332,MS,MS,1.601,12.378,MS,11.68,189.067,0.00021,0.00003,0.00228,0.00252,0.163,0.04245,1.118,MS,MS,15.43,166.45,0.544,2.211,2.798,0.198,42.73,1.037,1.037,38.557,7.989,194.49
2152,31/03/2017 15:00,0.00051,0.00267,0.00328,0.08,0.04486,MS,MS,1.104,13.699,MS,8.434,193.763,-0.00003,0,0.00203,0.00232,0.157,0.0454,0.58,MS,MS,11.961,170.892,0.279,1.673,1.994,0.189,43.882,0.528,0.528,33.958,8.518,228.828
2153,31/03/2017 16:00,0.00066,0.00278,0.00355,0.079,0.04546,MS,MS,0.953,14.354,MS,5.73,241.275,-0.00001,0.00003,0.00228,0.00255,0.156,0.04558,0.366,MS,MS,11.132,137.784,0.477,1.994,2.513,0.173,45.073,0.541,0.541,28.553,12.093,270.841
2154,31/03/2017 17:00,0.00052,0.00247,0.0031,0.074,0.04629,MS,MS,1.078,14.966,MS,2.65,232.277,0.00002,0,0.00253,0.00263,0.156,0.04608,0.393,MS,MS,3.338,89.768,0.299,1.475,1.816,0.15,48.242,0.357,0.357,23.42,17.848,287.375
2155,31/03/2017 18:00,0.00051,0.00252,0.00313,0.061,0.0488,MS,MS,1.109,14.226,MS,15.933,296.171,0.00039,0.00048,0.00338,0.00408,0.155,0.046,0.325,MS,MS,5.581,285.483,0.194,1.46,1.695,0.134,48.726,0.352,0.352,25.195,16.331,281.522
2156,31/03/2017 19:00,0.00098,0.00864,0.00972,0.065,0.04335,MS,MS,1.337,13.06,MS,12.577,283.617,0.0014,0.00083,0.00523,0.00645,0.153,0.04385,0.325,MS,MS,8.042,273.581,0.109,1.714,1.864,0.129,49.005,0.388,0.388,27.08,12.637,278.091
2157,31/03/2017 20:00,0.00059,0.0161,0.01682,0.092,0.03556,MS,MS,1.393,11.678,MS,11.439,282.981,0.00054,0.00003,0.00742,0.00768,0.184,0.04052,0.452,MS,MS,7.251,278.284,0.163,5.524,5.727,0.157,42.734,0.687,0.687,31.343,9.12,290.919
2158,31/03/2017 21:00,0.00172,0.02096,0.0228,0.097,0.02921,MS,MS,1.268,11.019,MS,9.827,282.216,0.00012,0.00002,0.00782,0.00803,0.205,0.038,0.79,MS,MS,6.321,255.394,0.256,8.462,8.758,0.177,36.526,1.168,1.168,37.089,8.546,308.609
2159,31/03/2017 22:00,0.00012,0.01525,0.01551,0.113,0.03328,MS,MS,1.199,10.131,MS,9.916,295.217,-0.00008,0.00012,0.01367,0.01413,0.26,0.03108,1.647,MS,MS,6.612,271.868,0.238,9.001,9.279,0.192,34.531,0.966,0.966,41.036,7.931,309.489
2160,31/03/2017 23:00,0.00006,0.01297,0.01312,0.108,0.03438,MS,MS,1.092,9.099,MS,6.862,295.951,-0.00027,0.00007,0.01345,0.01365,0.257,0.02877,2.294,MS,MS,5.207,261.146,0.269,14.635,14.942,0.187,28.1,1.145,1.145,43.229,5.243,312.918
2161,01/04/2017 0:00,0.00116,0.01872,0.02002,0.156,0.02637,MS,MS,1.478,7.107,MS,2.219,336.711,-0.00011,0.00018,0.01578,0.0162,0.25,0.02423,3.042,MS,MS,5.585,266.905,0.472,16.919,17.429,0.194,26.258,1.157,1.157,44.91,5.369,314.208
2162,01/04/2017 1:00,0.0003,0.03101,0.03149,0.249,0.01375,MS,MS,1.419,6.212,MS,2.325,71.618,-0.00035,0.00002,0.0169,0.01732,0.244,0.02277,4.117,MS,MS,3.737,263.183,0.438,17.446,17.922,0.198,24.903,1.131,1.131,46.355,4.494,329.844
2163,01/04/2017 2:00,0.0105,0.04023,0.051,0.224,0.00915,MS,MS,1.846,5.562,MS,2.724,191.755,Z,Z,Z,Z,Z,Z,4.104,MS,MS,3.941,210.661,0.388,15.607,16.032,0.198,27.705,1.045,1.045,44.323,5.933,322.997
2164,01/04/2017 3:00,0.00282,0.02965,0.03267,0.182,0.00984,MS,MS,1.786,4.262,MS,2.536,174.383,0.00011,0.00013,0.016,0.01628,0.216,0.01924,5.134,MS,MS,3.688,255.364,0.177,11.254,11.468,0.162,32.533,0.643,0.643,43.842,4.071,304.192
2165,01/04/2017 4:00,0.00351,0.03273,0.03643,0.174,0.00402,MS,MS,2.854,3.657,MS,1.55,103.558,-0.00005,0.00013,0.01313,0.01333,0.219,0.01999,4.272,MS,MS,1.685,251.998,0.498,20.113,20.648,0.195,21.249,1.348,1.348,48.725,1.147,334.316
2166,01/04/2017 5:00,0.01643,0.03632,0.05303,0.215,0.00071,MS,MS,4.739,3.872,MS,0.223,316.267,-0.00004,0.00597,0.0345,0.04115,0.248,0.00173,5.678,MS,MS,1.824,314.832,0.422,20.418,20.878,0.189,18.182,0.988,0.988,50.864,2.635,327.96
2167,01/04/2017 6:00,0.04078,0.03843,0.07964,0.285,0.00101,MS,MS,6.554,4.307,MS,0.952,291.654,-0.00011,0.00283,0.02752,0.03102,0.243,0.00622,4.971,MS,MS,2.711,239.182,1.089,24.121,25.248,0.188,14.242,1.151,1.151,52.971,4.925,300.751
2168,01/04/2017 7:00,0.06112,0.04018,0.10181,0.331,0.0011,MS,MS,6.859,4.485,MS,2.208,165.248,0.00003,0.00173,0.02868,0.03097,0.291,0.00731,7.743,MS,MS,0.774,290.419,1.777,23.551,25.366,0.201,16.829,1.245,1.245,50.766,2.141,300.078
2169,01/04/2017 8:00,0.0703,0.04099,0.11182,0.443,0.00227,MS,MS,8.848,5.235,MS,4.322,324.952,0.00007,0.00833,0.0268,0.03598,0.265,0.00704,4.638,MS,MS,4.508,219.957,8.714,29.067,37.82,0.29,10.595,2.209,2.209,52.97,4.118,304.272
2170,01/04/2017 9:00,0.05047,0.04218,0.09312,0.403,0.00744,MS,MS,10.096,8.206,MS,1.783,255.54,0.00021,0.01122,0.02277,0.03473,0.327,0.01264,5.374,MS,MS,5.263,231.536,3.833,13.085,16.957,0.223,29.402,1.453,1.453,45.315,5.508,318.125
2171,01/04/2017 10:00,0.0144,0.02544,0.0401,0.215,0.02151,MS,MS,6.228,10.861,MS,2.447,190.526,-0.00005,0.0049,0.01522,0.02073,0.266,0.02412,3.532,MS,MS,3.531,232.824,1.128,5.991,7.158,0.193,36.329,0.996,0.996,44.781,5.056,252.512
2172,01/04/2017 11:00,0.00355,0.01063,0.01431,0.144,0.03524,MS,MS,4.387,12.039,MS,5.409,225.316,0.00033,0.00115,0.00753,0.009,0.208,0.03784,1.811,MS,MS,5.785,224.779,0.777,3.352,4.169,0.179,38.424,0.438,0.438,44.103,10.282,271.958
2173,01/04/2017 12:00,0.0017,0.00533,0.00714,0.086,0.03959,MS,MS,2.684,13.463,MS,6.673,251.297,0.00012,0.00062,0.00395,0.0049,0.178,0.0426,1.036,MS,MS,2.66,281.226,0.475,1.926,2.442,0.171,40.678,0.476,0.476,37.818,16.628,291.441
2174,01/04/2017 13:00,0.0008,0.00247,0.00342,0.073,0.04053,MS,MS,2.21,14.841,MS,25.275,309.287,-0.00016,0.0001,0.00207,0.0024,0.16,0.04056,1.906,MS,MS,13.176,288.763,0.424,1.925,2.391,0.163,41.099,1.428,1.428,38.334,23.436,305.149
2175,01/04/2017 14:00,0.00054,0.00266,0.00333,0.076,0.04074,MS,MS,1.302,13.424,MS,21.888,307.306,0.00004,0.00012,0.00195,0.00242,0.158,0.04049,1.624,MS,MS,18.406,308.49,0.426,1.931,2.4,0.169,41.578,0.126,0.126,39.342,16.759,305.057
2176,01/04/2017 15:00,0.00065,0.00222,0.00298,0.069,0.0416,MS,MS,1.287,14.673,MS,21.795,304.31,-0.00007,0.0001,0.00162,0.002,0.154,0.04098,0.744,MS,MS,18.105,305.123,0.457,1.512,2.011,0.155,42.348,0.581,0.581,32.535,23.459,298.185
2177,01/04/2017 16:00,0.00167,0.00375,0.00555,0.057,0.04055,MS,MS,6.057,14.954,MS,28.28,287.573,-0.0003,0,0.00085,0.00108,0.139,0.04144,1.227,MS,MS,30.63,271.243,0.265,1.055,1.362,0.141,42.67,2.185,2.185,31.606,30.138,280.612
2178,01/04/2017 17:00,0.00057,0.00285,0.00354,0.065,0.04263,MS,MS,5.396,12.332,MS,28.513,316.667,-0.00026,0.00002,0.0015,0.00173,0.141,0.04201,3.548,MS,MS,30.596,280.479,0.38,2.426,2.849,0.15,43.539,1.818,1.818,49.468,21.186,319.297
2179,01/04/2017 18:00,0.00065,0.00366,0.00444,0.101,0.04182,MS,MS,3.211,7.556,MS,25.376,2.114,0.00032,0.0002,0.00445,0.00508,0.174,0.04025,1.989,MS,MS,12.413,242.189,0.457,2.78,3.28,0.151,43.883,1.083,1.083,75.598,13.566,344.694
2180,01/04/2017 19:00,0.00016,0.003,0.00329,0.093,0.04289,MS,MS,2.129,7.307,MS,19.647,357.292,0.00038,0.00003,0.00407,0.00428,0.169,0.04073,2.508,MS,MS,6.579,208.793,0.272,2.369,2.682,0.164,43.689,0.456,0.456,74.795,10.856,347.697
2181,01/04/2017 20:00,0.00001,0.00438,0.00446,0.098,0.03841,MS,MS,1.931,6.26,MS,13.275,346.809,-0.00001,0,0.00423,0.0041,0.169,0.03794,3.862,MS,MS,3.85,266.418,0.177,3.705,3.924,0.181,39.96,0.407,0.407,78.883,7.21,323.919
2182,01/04/2017 21:00,0.00006,0.01178,0.01194,0.139,0.02769,MS,MS,2.837,5.154,MS,7.615,347.278,0.00049,0.00003,0.00775,0.00785,0.193,0.03199,4.778,MS,MS,6.668,313.501,0.238,5.11,5.392,0.2,36.757,0.442,0.442,83.069,5.795,325.505
2183,01/04/2017 22:00,0.00012,0.01442,0.01464,0.151,0.02159,MS,MS,3.572,3.313,MS,1.42,312.005,0.0001,0.00008,0.01257,0.01272,0.209,0.02334,5.389,MS,MS,2.788,258.864,0.301,9.334,9.671,0.208,28.246,1.488,1.488,88.436,3.537,280.87
2184,01/04/2017 23:00,0.00043,0.01915,0.01973,0.208,0.01456,MS,MS,6.416,2.14,MS,1.225,120.743,-0.00007,0.00013,0.01783,0.01833,0.283,0.01846,7.88,MS,MS,4.145,258.552,0.573,15.946,16.563,0.242,20.007,2.052,2.052,91.618,1.945,331.574
2185,02/04/2017 0:00,0.00408,0.03134,0.03555,0.398,0.00283,MS,MS,8.746,1.858,MS,2.998,74.953,-0.00005,0.00045,0.01852,0.01925,0.275,0.01615,9.458,MS,MS,3.571,55.259,3.771,25.376,29.173,0.308,8.211,2.802,2.802,95.376,2.02,23.902
2186,02/04/2017 1:00,0.00723,0.03305,0.04045,0.424,0.00159,MS,MS,15.936,0.598,MS,2.409,210.867,-0.00006,0.00012,0.0148,0.01523,0.24,0.01291,8.846,MS,MS,2.524,179.574,2.353,21.535,23.941,0.31,7.347,2.494,2.494,97.298,2.446,291.797
2187,02/04/2017 2:00,0.00191,0.02739,0.02944,0.262,0.00442,MS,MS,8.741,0.287,MS,1.364,143.102,Z,Z,Z,Z,Z,Z,9.3,MS,MS,1.918,239.939,1.229,21.093,22.369,0.291,8.522,2.598,2.598,97.469,1.454,136.035
2188,02/04/2017 3:00,0.00401,0.02919,0.03334,0.264,0.00168,MS,MS,7.586,0.358,MS,0.874,12.127,0.00016,0.0006,0.01928,0.02034,0.244,0.00871,8.746,MS,MS,2.487,303.323,1.551,23.383,24.98,0.318,7.296,3.226,3.226,95.043,0.451,71.73
2189,02/04/2017 4:00,0.00656,0.03027,0.037,0.26,0.00242,MS,MS,6.652,1.238,MS,3.058,319.874,0.00001,0.00065,0.0214,0.02257,0.237,0.00694,8.545,MS,MS,2.23,261.562,1.655,22.606,24.307,0.263,3.202,3.195,3.195,94.807,3.367,294.547
2190,02/04/2017 5:00,0.0018,0.03051,0.03243,0.234,0.00206,MS,MS,6.888,1.2,MS,0.675,129.182,0.00047,0.01443,0.03197,0.04724,0.331,0.00051,13.759,MS,MS,1.39,318.031,1.051,20.606,21.702,0.253,8.17,3.235,3.235,94.615,2.219,304.614
2191,02/04/2017 6:00,0.01527,0.03151,0.047,0.265,0.00074,MS,MS,8.601,0.376,MS,0.928,269.461,0.00122,0.03567,0.03627,0.07289,0.365,-0.00039,16.179,MS,MS,1.904,223.217,1.402,20.324,21.769,0.237,7.375,3.872,3.872,96.899,2.138,272.262
2192,02/04/2017 7:00,0.02637,0.03029,0.05699,0.263,0.00171,MS,MS,8.073,0.202,MS,0.807,155.106,0.00014,0.00753,0.02615,0.03459,0.29,0.00463,7.186,MS,MS,4.338,268.674,6.99,27.335,34.367,0.283,4.785,4.399,4.399,96.775,3.427,330.854
2193,02/04/2017 8:00,0.01543,0.03032,0.04599,0.249,0.00587,MS,MS,7.918,2.057,MS,4.657,11.72,0.00037,0.00552,0.02267,0.02899,0.253,0.00964,8.79,MS,MS,3.262,7.13,5.35,20.648,26.038,0.261,12.948,4.125,4.125,93.23,5.149,345.25
2194,02/04/2017 9:00,0.00222,0.01205,0.01434,0.129,0.02617,MS,MS,3.399,2.183,MS,12.777,344.552,0.00039,0.00315,0.01775,0.02151,0.237,0.01968,6.342,MS,MS,5.452,33.733,0.84,7.229,8.108,0.199,28.134,1.782,1.782,94.658,5.632,331.222
2195,02/04/2017 10:00,0.00237,0.01047,0.01188,0.135,0.02185,MS,MS,2.252,0.849,MS,6.916,336.488,0.00017,0.00217,0.0146,0.01742,0.201,0.02301,2.996,MS,MS,8.738,324.568,1.867,10.706,12.611,0.223,25.036,0.914,0.914,98.704,4.271,295.415
2196,02/04/2017 11:00,0.00755,0.01561,0.02329,0.262,0.01943,MS,MS,3.705,0.699,MS,3.462,352.263,0.00006,0.00298,0.01765,0.02146,0.254,0.01836,4.451,MS,MS,7.859,29.177,5.031,11.548,16.615,0.27,25.968,1.568,1.568,97.638,2.327,354.1
2197,02/04/2017 12:00,0.0034,0.0072,0.01067,0.174,0.03567,MS,MS,1.962,1.546,MS,13.499,34.564,-0.00003,0.00162,0.00725,0.00949,0.21,0.03321,1.902,MS,MS,12.646,46.78,1.976,4.244,6.254,0.199,37.269,0.779,0.779,88.908,6.839,55.413
2198,02/04/2017 13:00,0.00096,0.00296,0.004,0.121,0.04141,MS,MS,1.307,2.447,MS,15.068,42.915,0.00002,0.00026,0.00183,0.00242,0.176,0.04049,1.059,MS,MS,13.109,38.632,0.663,2.922,3.617,0.188,40.428,0.425,0.425,90.109,4.38,62.585
2199,02/04/2017 14:00,0.00062,0.00377,0.00447,0.12,0.04046,MS,MS,1.439,2.792,MS,7.818,342.139,0.00021,0.00025,0.00247,0.00304,0.172,0.04014,1.114,MS,MS,5.189,9.49,0.873,4.793,5.697,0.204,37.444,1.454,1.454,94.102,2.89,273.719
2200,02/04/2017 15:00,0.001,0.00434,0.00538,0.125,0.0389,MS,MS,2.03,2.81,MS,1.513,314.266,0.00014,0.00061,0.00422,0.00532,0.18,0.03828,1.785,MS,MS,3.102,268.07,1.296,5.559,6.884,0.26,37.847,1.679,1.679,95.986,3.51,213.516
2201,02/04/2017 16:00,0.00204,0.00791,0.01,0.134,0.03679,MS,MS,2.553,3.929,MS,6.11,277.567,0.00034,0.0007,0.00452,0.00546,0.192,0.03851,1.818,MS,MS,4.838,272.188,0.668,3.408,4.103,0.172,41.742,1.456,1.456,85.313,4.383,304.614
2202,02/04/2017 17:00,0.00094,0.00577,0.00673,0.137,0.0389,MS,MS,2.606,4.211,MS,6.203,318.04,0.00017,0.00048,0.00533,0.00647,0.208,0.03898,1.748,MS,MS,7.318,279.305,0.505,3.275,3.806,0.168,41.347,1.249,1.249,85.054,7.047,273.981
2203,02/04/2017 18:00,0.00041,0.00519,0.00563,0.125,0.03739,MS,MS,6.639,3.824,MS,10.41,333.915,0.00026,0.00032,0.00485,0.00566,0.182,0.03831,1.452,MS,MS,10.188,268.589,0.443,3.095,3.563,0.172,40.177,1.024,1.024,89.853,11.946,321.411
2204,02/04/2017 19:00,0.0001,0.00586,0.00599,0.118,0.03605,MS,MS,6.305,0.523,MS,14.206,347.448,0.00049,0.00018,0.00598,0.00647,0.18,0.03589,2.282,MS,MS,12.735,326.048,0.387,3.438,3.848,0.165,41.885,0.702,0.702,91.072,11.618,337.497
2205,02/04/2017 20:00,0.00014,0.00984,0.01001,0.136,0.03297,MS,MS,8.063,0.912,MS,7.626,313.488,0.00016,0.0003,0.01017,0.01081,0.193,0.03168,2.523,MS,MS,6.036,280.676,0.347,4.829,5.197,0.174,38.64,2.285,2.285,86.697,9.907,298.346
2206,02/04/2017 21:00,0.00016,0.01169,0.01188,0.123,0.03162,MS,MS,7.366,1.502,MS,7.196,328.025,0.00029,0.00018,0.00677,0.00744,0.18,0.03351,1.984,MS,MS,8.615,279.281,0.386,7.17,7.576,0.166,35.365,0.841,0.841,85.985,8.452,309.774
2207,02/04/2017 22:00,0.00033,0.01476,0.01515,0.13,0.02922,MS,MS,4.987,1.524,MS,7.833,298.047,0.00046,0.00017,0.00597,0.00642,0.179,0.03566,1.51,MS,MS,7.014,283.787,0.387,5.988,6.393,0.156,37.068,0.779,0.779,83.07,8.966,302.033
2208,02/04/2017 23:00,0.00033,0.01632,0.01672,0.114,0.02739,MS,MS,4.812,1.474,MS,7.162,290.921,0.00024,0.00018,0.00528,0.00579,0.163,0.03643,1.355,MS,MS,9.544,280.107,0.314,6.15,6.48,0.154,34.787,0.812,0.812,83.305,8.409,302.315
2209,03/04/2017 0:00,0.00026,0.01044,0.01075,0.102,0.03199,MS,MS,3.941,1.373,MS,11.058,313.35,0.00026,0.00019,0.00412,0.00449,0.156,0.03664,0.995,MS,MS,10.253,282.114,0.268,5.557,5.84,0.144,35.969,0.499,0.499,84.748,11.29,296.309
2210,03/04/2017 1:00,0.00007,0.00663,0.00671,0.095,0.03437,MS,MS,3.708,1.082,MS,11.576,328.89,0.00036,0.00021,0.0072,0.00782,0.212,0.03241,1.351,MS,MS,8.349,304.567,0.25,4.053,4.317,0.142,37.358,0.335,0.335,78.721,10.604,319.932
2211,03/04/2017 2:00,0.00003,0.00435,0.00437,0.086,0.03466,MS,MS,3.512,0.648,MS,16.43,348.302,Z,Z,Z,Z,Z,Z,2.249,MS,MS,14.504,325.433,0.239,2.785,3.035,0.144,39.569,0.101,0.101,66.12,12.808,336.527
2212,03/04/2017 3:00,0.00014,0.00533,0.00549,0.082,0.03476,MS,MS,2.776,-0.096,MS,15.962,334.847,0.00045,0.00019,0.00815,0.00863,0.166,0.03138,1.929,MS,MS,14.639,325.125,0.236,3.708,3.955,0.137,37.39,0.139,0.139,70.056,8.453,306.763
2213,03/04/2017 4:00,0.00004,0.00436,0.00441,0.084,0.0356,MS,MS,2.699,-0.788,MS,D,D,0.00045,0.00018,0.00693,0.00748,0.17,0.0327,1.82,MS,MS,10.415,321.553,0.294,6.246,6.55,0.145,35.459,0.206,0.206,73.624,8.669,298.695
2214,03/04/2017 5:00,0.00004,0.00588,0.00591,0.09,0.03414,MS,MS,2.646,-1.052,MS,D,D,0.00058,0.00022,0.00693,0.0077,0.176,0.03259,2.035,MS,MS,11.774,319.141,0.334,6.469,6.813,0.145,34.547,0.159,0.159,75.345,9.143,311.02
2215,03/04/2017 6:00,0.00022,0.01255,0.01282,0.118,0.02648,MS,MS,3.129,-1.623,MS,D,D,0.00055,0.0006,0.01007,0.01117,0.192,0.02957,2.317,MS,MS,14.38,318.5,0.635,10.217,10.862,0.173,27.138,0.541,0.541,78.443,7.362,300.503
2216,03/04/2017 7:00,0.00088,0.01388,0.01479,0.142,0.02659,MS,MS,2.976,-1.03,MS,D,D,0.00055,0.00264,0.01845,0.02207,0.245,0.02191,2.955,MS,MS,10.246,306.147,1.907,12.404,14.323,0.196,22.421,0.678,0.678,80.947,10.677,296.737
2217,03/04/2017 8:00,0.0039,0.01313,0.01705,0.162,0.02736,MS,MS,3.498,0.15,MS,D,D,0.0006,0.00545,0.0184,0.0249,0.254,0.02254,3.169,MS,MS,10.826,312.372,4.791,12.708,17.51,0.219,23.074,0.817,0.817,73.9,10.813,300.892
2218,03/04/2017 9:00,0.00136,0.00428,0.00568,0.099,0.03662,MS,MS,2.13,1.221,MS,D,D,0.00048,0.0029,0.00958,0.01333,0.224,0.03151,1.784,MS,MS,18.133,323.275,2.184,6.529,8.721,0.191,33.447,0.264,0.264,69.069,13.326,320.254
2219,03/04/2017 10:00,0.00112,0.00291,0.00408,0.092,0.03828,MS,MS,2.146,1.803,MS,D,D,C,0.00261,0.0066,0.01005,C,0.03464,1.661,MS,MS,19.61,320.365,0.804,2.242,3.057,0.171,40.362,0.105,0.105,65.779,18.547,336.686
2220,03/04/2017 11:00,0.00081,0.00235,0.00322,0.087,0.03946,MS,MS,2.383,2.261,MS,D,D,C,0.00165,0.00483,0.0073,C,0.03658,1.738,MS,MS,21.534,318.474,0.678,2.532,3.221,0.16,40.455,0.244,0.244,66.889,16.277,340
2221,03/04/2017 12:00,0.00079,0.00202,0.00288,0.083,0.04084,MS,MS,2.545,2.825,MS,D,D,C,0.00151,0.00405,0.00617,C,0.03802,1.665,MS,MS,19.48,319.965,0.875,2.23,3.117,0.153,41.596,0.318,0.318,60.745,15.764,336.097
2222,03/04/2017 13:00,0.00071,0.00214,0.00292,0.08,0.04162,MS,MS,2.456,3.972,MS,D,D,C,0.00107,0.00323,0.00485,C,0.03976,1.515,MS,MS,17.679,322.765,0.622,1.854,2.486,0.157,42.749,0.374,0.374,55.884,15.527,329.513
2223,03/04/2017 14:00,0.00061,0.00217,0.00284,0.076,0.04226,MS,MS,2.267,4.489,MS,D,D,0.00037,0.00111,0.00397,0.00562,0.08,0.03964,1.694,MS,MS,12.133,318.756,0.607,1.735,2.354,0.148,43.178,0.506,0.506,50.744,13.72,333.734
2224,03/04/2017 15:00,0.00058,0.00188,0.00251,0.074,0.04321,MS,MS,2.226,5.561,MS,D,D,0.00047,0.00137,0.00367,0.00567,0.085,0.04011,1.831,MS,MS,9.764,311.897,0.63,1.965,2.607,0.145,43.45,0.515,0.515,44.939,11.3,335.271
2225,03/04/2017 16:00,0.00048,0.00223,0.00279,0.071,0.0429,MS,MS,2.184,5.861,MS,D,D,0.0003,0.00108,0.00375,0.0055,0.093,0.04052,1.648,MS,MS,8.863,316.902,0.567,1.877,2.458,0.156,43.346,0.415,0.415,41.184,7.143,353.647
2226,03/04/2017 17:00,0.00041,0.00182,0.00229,0.066,0.04359,MS,MS,2.117,6.603,MS,D,D,0.00017,0.00105,0.0038,0.00547,0.101,0.04019,1.77,MS,MS,1.362,350.69,0.361,1.586,1.959,0.149,43.952,0.34,0.34,38.125,5.203,350.596
2227,03/04/2017 18:00,0.00042,0.00252,0.00301,0.068,0.04322,MS,MS,2.125,6.532,MS,D,D,0.00015,0.00075,0.00443,0.00588,0.099,0.03907,1.46,MS,MS,7.397,48.511,0.243,1.446,1.702,0.133,44.214,0.347,0.347,36.375,3.27,11.43
2228,03/04/2017 19:00,0.00018,0.00309,0.0033,0.066,0.0424,MS,MS,2.121,5.912,MS,D,D,0.00018,0.00057,0.00588,0.00722,0.107,0.03743,1.574,MS,MS,7.439,57.14,0.414,3.976,4.403,0.162,41.105,0.448,0.448,40.723,3.848,29.556
2229,03/04/2017 20:00,0.00011,0.01502,0.01549,0.144,0.02871,MS,MS,4.276,4.019,MS,D,D,0.0002,0.00091,0.01455,0.01613,0.159,0.02407,4.136,MS,MS,3.802,105.478,0.184,12.137,12.334,0.21,31.721,1.63,1.63,51.769,2.893,79.635
2230,03/04/2017 21:00,0.00048,0.03175,0.03234,0.238,0.01082,MS,MS,6.234,1.923,MS,D,D,0.0002,0,0.0099,0.01023,0.153,0.02269,3.758,MS,MS,2.862,130.066,0.472,22.586,23.071,0.326,19.607,3.871,3.871,59.898,2.332,134.281
2231,03/04/2017 22:00,0.00149,0.03442,0.03603,0.253,0.00584,MS,MS,6.404,0.407,MS,D,D,0.00012,0.00081,0.0204,0.02195,0.224,0.01165,6.315,MS,MS,1.381,192.074,8.608,34.853,43.474,0.505,5.906,6.403,6.403,67.384,1.1,152.429
2232,03/04/2017 23:00,0.01905,0.03908,0.05836,0.345,0.00089,MS,MS,8.618,-0.659,MS,D,D,0.00037,0.00157,0.0255,0.02787,0.201,0.01106,5.686,MS,MS,2.514,216.535,12.623,35.928,48.564,0.492,4.291,6.241,6.241,72.204,1.215,83.794
2233,04/04/2017 0:00,0.04365,0.04183,0.08584,0.439,0.00094,MS,MS,11.712,-1.389,MS,D,D,0.00022,0.00013,0.01922,0.01993,0.232,0.00855,6.128,MS,MS,1.746,153.053,18.94,36.256,55.21,0.501,1.137,7.076,7.076,78.561,1.233,98.774
2234,04/04/2017 1:00,0.0465,0.03828,0.08517,0.424,0.00096,MS,MS,9.978,-2.076,MS,D,D,0.0004,0,0.01875,0.01938,0.205,0.01046,5.276,MS,MS,2.086,183.789,20.392,33.575,53.98,0.412,0.197,6.267,6.267,83.027,3.761,304.938
2235,04/04/2017 2:00,0.05842,0.03604,0.09487,0.451,0.001,MS,MS,13.823,-2.871,MS,D,D,Z,Z,Z,Z,Z,Z,7.395,MS,MS,2.605,248.069,3.451,26.065,29.529,0.206,6.879,2.836,2.836,80.017,5.91,316.91
