2207,01/04/2020 22:00,0.00007,0.00767,0.00774,0.127,0.03072,MS,MS,4.878,-12.606,77.548,5.687,105.093,-0.00005,0.00036,0.00719,0.00755,0.152,0.03347,4.972,-12.378,100.059,4.94,86.123,0.149,4.999,5.171,0.159,37.757,MS,0.777,62.975,4.621,310.19
2208,01/04/2020 23:00,0.00003,0.00693,0.00696,0.134,0.03128,MS,MS,4.242,-12.695,77.124,6.721,77.691,0.00002,0.00016,0.00715,0.0073,0.156,0.0334,4.873,-12.352,98.092,4.85,96.551,0.069,4.731,4.825,0.158,37.64,MS,0.749,63.201,4.285,339.555
2209,02/04/2020 0:00,0.0003,0.00651,0.00681,0.139,0.03179,MS,MS,4.319,-12.904,74.71,2.901,113.598,-0.00008,0.0001,0.00467,0.00477,0.154,0.03426,5.006,-12.857,98.38,4.343,152.893,0.054,6.167,6.248,0.166,35.453,MS,0.929,66.029,3.313,353.637
2210,02/04/2020 1:00,0.00058,0.00877,0.00934,0.146,0.02937,MS,MS,4.914,-13.116,80.293,2.669,153.049,-0.00004,0.00005,0.00356,0.00361,0.149,0.03468,5.143,-12.911,100.1,4.096,157.713,0.196,16.326,16.551,0.211,23.907,MS,1.299,71.172,2.904,292.624
2211,02/04/2020 2:00,0.00012,0.01123,0.01136,0.162,0.02635,MS,MS,6.662,-12.944,85.888,4.367,178.968,Z,Z,Z,Z,Z,Z,5.448,-12.74,100.07,5.425,167.205,0.149,15.533,15.712,0.176,23.493,MS,1.261,75.913,3.991,292.631
2212,02/04/2020 3:00,0.00064,0.01319,0.01383,0.174,0.02409,MS,MS,6.694,-13.023,93.874,5.458,185.81,0.00015,0.0006,0.01224,0.01284,0.174,0.02689,6.313,-13.313,100,4.188,251.327,Z,Z,Z,0.206,20.95,MS,1.321,80.629,3.13,296.525
2213,02/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,7.915,-13.63,93.635,3.675,191.077,0.00019,0.00252,0.02609,0.0286,0.214,0.01462,7.244,-14.791,100,4.144,250.824,0.767,25.089,25.885,Z,Z,MS,1.51,82.661,2.308,284.449
2214,02/04/2020 5:00,0.0008,0.01873,0.01953,0.191,0.01843,MS,MS,7.868,-13.595,93.563,3.094,187.141,0.00016,0.0024,0.02729,0.02968,0.227,0.01223,7.631,-15.201,100,2.674,253.482,1.033,28.145,29.205,0.223,9.895,MS,1.684,83.563,1.002,353.86
2215,02/04/2020 6:00,0.01457,0.03862,0.05319,0.3,0.00392,MS,MS,10.116,-13.485,93.858,3.658,173.653,0.00029,0.00663,0.03906,0.04569,0.266,0.00174,8.842,-13.905,100.011,1.424,184.046,1.177,23.065,24.266,0.213,17.568,MS,1.977,81.172,3.224,78.546
2216,02/04/2020 7:00,0.02163,0.04185,0.06348,0.336,0.00392,MS,MS,13.858,-13.576,94.56,3.594,183.442,0.00034,0.01231,0.03538,0.04769,0.329,0.00472,9.62,-14.186,100,2.35,192.201,2.62,22.296,24.939,0.227,18.912,MS,3.117,81.594,3.885,66.344
2217,02/04/2020 8:00,0.02968,0.03235,0.06203,0.326,0.01041,MS,MS,15.765,-13.145,93.073,4.467,180.493,0.0005,0.02001,0.02777,0.04778,0.358,0.01239,8.794,-13.191,100.005,3.395,172.179,5.742,18.552,24.314,0.238,23.148,MS,4.351,81.412,6.154,115.163
2218,02/04/2020 9:00,0.00949,0.01428,0.02377,0.237,0.0244,MS,MS,9.284,-12.871,87.929,7.192,192.285,0.00038,0.0076,0.01114,0.01875,0.235,0.0273,6.468,-11.237,97.714,4.929,157.507,2.899,6.086,9.004,0.182,34.742,MS,3.596,73.342,7.642,141.605
2219,02/04/2020 10:00,0.00543,0.00699,0.01241,0.201,0.03009,MS,MS,6.643,-12.12,82.896,7.831,181.549,0.0003,0.00313,0.00498,0.00811,C,0.03384,4.33,-11.275,85.173,8.957,164.627,3.647,5.19,8.854,0.18,35.062,MS,6.024,68.464,7.195,157.132
2220,02/04/2020 11:00,0.00619,0.00618,0.01237,0.224,0.03195,MS,MS,5.969,-11.257,73.735,7.111,175.735,0.00036,0.00204,0.00314,0.00518,C,0.0361,3.551,-10.559,78.089,10.112,137.103,2.792,4.787,7.593,0.172,36.173,MS,7.671,65.389,8.636,194.228
2221,02/04/2020 12:00,0.00386,0.0056,0.00945,0.176,0.03239,MS,MS,5.845,-11.093,72.238,6.328,172.605,0.00024,0.00171,0.00285,0.00457,C,0.03617,2.946,-9.795,72.709,9.635,127.171,1.885,3.212,5.109,0.156,39.339,MS,7.947,59.291,8.271,167.024
2222,02/04/2020 13:00,0.00223,0.00387,0.0061,0.164,0.03373,MS,MS,5.651,-10.296,68.87,7.36,164.661,0.00028,0.00196,0.00351,0.00547,0.135,0.03562,3.009,-9.588,75.115,8.909,131.27,2.256,4.305,6.572,0.167,37.742,MS,9.822,61.425,8.648,138.572
2223,02/04/2020 14:00,0.00215,0.00418,0.00633,0.157,0.03307,MS,MS,6.243,-9.788,70.966,7.515,164.339,0.00038,0.00116,0.00238,0.00354,0.135,0.03625,3.658,-9.319,74.032,14.356,148.574,2.375,4.451,6.834,0.17,37.079,MS,9.481,65.832,9.554,126.748
2224,02/04/2020 15:00,0.00295,0.00479,0.00774,0.169,0.03367,MS,MS,7.623,-9.29,70.118,11.053,142.53,0.0003,0.00064,0.0018,0.00244,0.136,0.03798,3.924,-9.066,76.445,16.652,143.208,1.878,3.897,5.781,0.17,37.772,MS,10.036,65.477,9.899,131.94
2225,02/04/2020 16:00,0.00287,0.00448,0.00735,0.166,0.03452,MS,MS,6.61,-8.895,64.697,10.636,152.198,0.00034,0.00099,0.00227,0.00326,0.144,0.03819,4.606,-8.721,73.389,16.657,142.739,1.515,4.091,5.61,0.171,38.508,MS,10.119,64.831,11.692,126.014
2226,02/04/2020 17:00,0.00149,0.00415,0.00564,0.167,0.03514,MS,MS,9.395,-8.673,63.862,10.875,150.46,0.00021,0.00045,0.00196,0.00241,0.139,0.03849,6.611,-8.674,73.669,17.535,144.246,1.115,4.046,5.164,0.168,38.861,MS,12.49,64.249,11.781,127.902
2227,02/04/2020 18:00,0.00148,0.0045,0.00598,0.16,0.03417,MS,MS,10.147,-8.697,64.977,11.167,148.979,0.0001,0.00029,0.00183,0.00212,0.138,0.03824,7.556,-8.742,74.543,18.329,147.663,0.594,4.537,5.132,0.166,38.564,MS,14.834,64.159,12.355,131.121
2228,02/04/2020 19:00,0.001,0.00459,0.00559,0.166,0.03373,MS,MS,7.293,-8.938,67.033,12.304,142.082,0.00013,0.00013,0.00184,0.00197,0.139,0.03769,7.799,-8.856,74.709,16.607,156.02,0.217,4.538,4.753,0.166,38.015,MS,12.634,64.601,12.281,140.59
2229,02/04/2020 20:00,0.00108,0.00588,0.00696,0.16,0.0319,MS,MS,7.42,-9.237,74.152,11.379,144.114,0.00005,0.00011,0.00212,0.00224,0.141,0.03685,8.267,-9.196,80.199,17.046,153.521,0.095,4.755,4.847,0.165,37.17,MS,10.169,66.672,11.895,139.601
2230,02/04/2020 21:00,0.00356,0.00949,0.01305,0.18,0.02881,MS,MS,7.834,-9.297,74.979,8.243,145.35,0,0.00007,0.0025,0.00257,0.146,0.03605,8.828,-9.304,81.225,12.651,154.222,0.056,4.415,4.465,0.162,37.486,MS,9.689,67.219,13.063,140.961
2231,02/04/2020 22:00,0.00044,0.00629,0.00672,0.161,0.0302,MS,MS,6.944,-9.203,78.503,7.2,140.174,0.00006,0.00009,0.00233,0.00242,0.15,0.03541,8.706,-9.056,85.996,13.183,151.39,0.053,5.166,5.211,0.166,36.58,MS,8.818,68.572,10.894,142.052
2232,02/04/2020 23:00,0.00073,0.00531,0.00604,0.164,0.02993,MS,MS,6.28,-9.06,86.131,8.959,140.147,0.00019,0.00008,0.00196,0.00204,0.143,0.03543,7.573,-8.891,90.549,16.119,156.628,0.111,5.757,5.858,0.166,34.917,MS,7.305,71.646,9.414,139.425
2233,03/04/2020 0:00,0.00027,0.0051,0.00536,0.16,0.03166,MS,MS,7.502,-8.946,77.951,10.982,157.356,0.00019,0.00005,0.00166,0.00171,0.14,0.03689,6.766,-8.874,83.369,16.231,157.136,0.049,5.044,5.082,0.162,35.159,MS,7.464,74.056,9.75,145.292
2234,03/04/2020 1:00,0.00044,0.00514,0.00558,0.153,0.03198,MS,MS,7.374,-8.95,77.835,9.722,154.269,0.00018,0.00009,0.0018,0.00189,0.142,0.03603,7.062,-8.857,88.023,15.256,149.599,0.041,3.856,3.884,0.156,37.8,MS,6.476,70.478,12.611,136.536
2235,03/04/2020 2:00,0.00061,0.00424,0.00485,0.16,0.03034,MS,MS,7.207,-8.943,87.054,10.34,142.102,Z,Z,Z,Z,Z,Z,8.18,-8.825,99.48,18.815,147.529,0.058,4.999,5.039,0.162,34.867,MS,6.205,76.29,9.792,135.644
2236,03/04/2020 3:00,0.00058,0.00361,0.00419,0.155,0.03004,MS,MS,6.965,-9.134,91.502,12.482,138.202,0.00017,0.00019,0.00174,0.00193,0.145,0.03351,7.215,-8.986,100.079,19.756,143.191,Z,Z,Z,0.16,32.73,MS,6.939,81.541,12.997,130.519
2237,03/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,6.05,-9.384,92.854,12.134,136.18,0.00025,0.00026,0.00183,0.00209,0.143,0.03419,6.442,-9.171,100.016,18.782,144.341,0.056,5.694,5.731,Z,Z,MS,6.108,82.525,11.597,128.748
2238,03/04/2020 5:00,0.00045,0.00518,0.00563,0.16,0.02886,MS,MS,5.7,-9.543,93.462,10.438,126.924,0.00021,0.00029,0.00206,0.00236,0.146,0.03427,6.719,-9.608,100.03,16.938,145.418,0.123,6.477,6.585,0.167,31.853,MS,6.042,83.659,10.379,131.649
2239,03/04/2020 6:00,0.00584,0.00992,0.01576,0.17,0.026,MS,MS,5.776,-10.229,90.478,9.456,132.246,0.00015,0.00056,0.00303,0.00359,0.146,0.03293,6.079,-10.408,100.036,15.268,134.91,0.417,8.098,8.494,0.175,30.622,MS,5.461,83.526,9.966,103.527
2240,03/04/2020 7:00,0.00566,0.00986,0.01552,0.177,0.02568,MS,MS,6.49,-10.802,88.749,12.138,136.521,0.00014,0.00109,0.00424,0.00532,0.151,0.0312,7.214,-10.942,100.022,13.304,135.287,0.72,10.56,11.263,0.177,28.33,MS,5.718,82.372,9.673,104.657
2241,03/04/2020 8:00,0.00189,0.00683,0.00872,0.152,0.0271,MS,MS,5.492,-10.978,89.353,11.003,134.64,0.00008,C,C,C,0.148,0.03087,6.811,-10.922,100.054,13.201,139.716,1.627,9.941,11.55,0.177,29.317,MS,6.287,80.11,10.719,128.926
2242,03/04/2020 9:00,0.00223,0.00578,0.00801,0.159,0.02781,MS,MS,4.911,-10.761,88.212,8.905,134.951,0.00013,C,C,C,0.141,0.03181,6.307,-10.469,100.096,12.023,140.836,2.293,7.887,10.162,0.172,30.414,MS,4.732,78.509,9.618,133.613
2243,03/04/2020 10:00,0.00209,0.005,0.00709,0.147,0.02912,MS,MS,5.016,-10.392,86.622,7.488,127.181,0.00005,C,C,C,0.143,0.03169,6.208,-10.021,98.359,10.083,133.786,2.913,7.061,9.956,0.17,31.622,MS,5.107,77.534,8.791,134.26
2244,03/04/2020 11:00,0.00247,0.00471,0.00717,0.154,0.03004,MS,MS,4.963,-9.808,83.938,5.701,142.505,0,C,C,C,0.14,0.03419,5.19,-8.978,86.211,7.964,136.514,3.124,6.97,10.075,0.172,32.318,MS,6.294,75.752,6.938,125.057
2245,03/04/2020 12:00,0.0016,0.00362,0.00522,0.145,0.03171,MS,MS,4.542,-9.155,82.484,6.707,95.085,0.00011,C,C,C,0.141,C,4.402,-8.408,81.885,8.14,135.172,2.789,5.434,8.205,0.165,33.912,MS,5.797,73.27,7.537,81.301
2246,03/04/2020 13:00,0.0014,0.003,0.0044,0.146,0.03207,MS,MS,4.96,-8.683,81.151,8.772,87.915,0.00008,0.00151,0.00359,0.00511,0.146,C,4.63,-7.195,79.126,5.153,103.916,2.012,4.456,6.449,0.165,35.514,MS,5.685,73.387,7.252,78.549
2247,03/04/2020 14:00,0.00104,0.00317,0.00421,0.16,0.03239,MS,MS,4.667,-8.22,80.869,7.595,58.576,0.00003,0.0027,0.00618,0.00888,0.172,C,4.543,-7.214,81.807,6.713,49.943,1.507,3.753,5.241,0.157,35.978,MS,7.288,70.998,5.514,89.398
2248,03/04/2020 15:00,0.00078,0.00257,0.00335,0.161,0.03378,MS,MS,4.515,-7.79,76.805,7.093,62.459,0,0.00247,0.00512,0.0076,0.161,0.03188,4.221,-6.963,82.619,7.144,46.493,1.643,4.231,5.855,0.165,35.643,MS,8.211,71.003,4.662,63.878
2249,03/04/2020 16:00,0.00132,0.00426,0.00558,0.176,0.03219,MS,MS,4.369,-7.863,84.672,12.576,55.574,0.00001,0.00176,0.00551,0.00726,0.183,0.03127,4.465,-6.733,81.946,8.45,41.031,1.91,4.945,6.836,0.174,36.028,MS,8.204,72.946,9.14,61.787
2250,03/04/2020 17:00,0.00115,0.00409,0.00525,0.178,0.0324,MS,MS,5.122,-7.793,84.422,10.035,44.782,0,0.0011,0.005,0.0061,0.166,0.0314,4.043,-6.998,85.644,9.468,32.608,1.542,4.427,5.949,0.165,36.531,MS,7.994,73.391,8.299,34.555
2251,03/04/2020 18:00,0.00075,0.00384,0.0046,0.179,0.0334,MS,MS,5.21,-7.92,87.599,10.833,46.392,0,0.00074,0.00491,0.00565,0.163,0.03222,3.943,-7.443,95.59,10.837,33.18,1.434,6.03,7.444,0.166,36.183,MS,6.831,76.913,8.907,40.279
2252,03/04/2020 19:00,0.00037,0.00429,0.00466,0.181,0.03382,MS,MS,5.375,-8.187,87.822,13.443,43.878,-0.0001,0.00071,0.00572,0.00644,0.154,0.03249,3.973,-7.906,99.929,11.069,43.193,0.689,5.72,6.39,0.168,36.638,MS,6.085,79.17,7.901,31.105
2253,03/04/2020 20:00,0.00012,0.00466,0.00478,0.178,0.03343,MS,MS,5.885,-8.363,89.724,12.758,31.658,-0.00004,0.0002,0.00495,0.00515,0.152,0.03327,4.216,-8.202,100.078,11.795,34.614,0.649,6.14,6.769,0.167,36.655,MS,4.512,80.869,7.169,28.698
2254,03/04/2020 21:00,0.0001,0.00563,0.00574,0.179,0.03242,MS,MS,6.137,-8.409,91.155,11.625,25.955,-0.00004,0.00024,0.00469,0.00493,0.154,0.03331,4.427,-8.311,100.001,11.31,32.819,0.484,6.102,6.565,0.167,36.257,MS,4.626,82.397,8.765,6.001
2255,03/04/2020 22:00,0.00009,0.00498,0.00507,0.182,0.03326,MS,MS,5.191,-8.663,94.24,11.865,35.854,-0.00006,0.00024,0.0052,0.00545,0.156,0.0327,4.79,-8.473,100,11.099,31.11,0.373,4.634,4.986,0.164,37.617,MS,3.862,85.444,7.666,4.719
2256,03/04/2020 23:00,0.00007,0.00494,0.00501,0.18,0.03374,MS,MS,5.612,-8.845,95.349,11.173,21.528,0.00009,0.00044,0.00558,0.00602,0.159,0.03317,4.909,-8.693,100,12.07,22.875,0.496,4.962,5.436,0.167,38.071,MS,3.691,86.712,6.505,19.567
2257,04/04/2020 0:00,0.00004,0.00566,0.0057,0.182,0.0339,MS,MS,6.653,-9.603,96.454,12.825,5.456,-0.00001,0.00047,0.00596,0.00643,0.158,0.03354,6.462,-9.274,99.999,12.916,19.239,0.37,4.468,4.816,0.167,39.571,MS,4.161,86.997,8.103,355.207
2258,04/04/2020 1:00,0.00002,0.0042,0.00422,0.173,0.03554,MS,MS,6.743,-10.081,95.203,11.808,359.283,0.00001,0.00037,0.00735,0.00772,0.162,0.03321,6.872,-9.754,100,11.904,11.524,0.329,4.937,5.245,0.164,39.057,MS,3.874,86.724,7.019,330.687
2259,04/04/2020 2:00,0.00013,0.0068,0.00693,0.171,0.03309,MS,MS,7.272,-10.229,93.88,12.334,343.36,Z,Z,Z,Z,Z,Z,8.409,-9.829,100.001,10.172,0.794,0.369,6.351,6.698,0.168,37.745,MS,3.81,84.268,6.858,321.776
2260,04/04/2020 3:00,0.00004,0.00558,0.00562,0.166,0.03402,MS,MS,7.478,-10.471,93.185,12.341,348.716,0.00027,0.00124,0.01274,0.01397,0.173,0.02875,11.048,-10.032,100.002,11.438,341.879,Z,Z,Z,0.158,39.763,MS,3.395,82.718,7.736,325.203
2261,04/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,6.842,-10.74,91.768,14.165,337.505,0.00048,0.00077,0.00964,0.01041,0.17,0.03169,10.452,-10.331,100.021,11.89,341.357,0.254,4.929,5.162,Z,Z,MS,3.294,82.197,8.881,310.434
2262,04/04/2020 5:00,0.00007,0.00502,0.0051,0.156,0.03508,MS,MS,7.263,-11,90.886,14.768,330.73,0.00015,0.00101,0.01397,0.01498,0.172,0.02811,8.812,-10.532,100.074,10.302,337.96,0.096,6.596,6.673,0.16,37.272,MS,3.393,84.086,8.013,285.299
2263,04/04/2020 6:00,0.00009,0.01191,0.012,0.166,0.02827,MS,MS,6.727,-10.616,89.599,5.368,340.749,0.00005,0.00041,0.01356,0.01397,0.185,0.02785,9.462,-10.623,100.081,5.672,298.996,0.174,9.943,10.099,0.167,32.808,MS,3.093,84.989,7.955,285.92
2264,04/04/2020 7:00,0.00114,0.01568,0.01682,0.195,0.02471,MS,MS,7.769,-10.334,85.723,4.724,312.95,0.00005,0.00089,0.01211,0.013,0.188,0.0285,8.541,-10.981,100.097,6.309,287.283,1.715,13.481,15.178,0.196,28.581,MS,2.856,84.977,6.437,272.357
2265,04/04/2020 8:00,0.00363,0.01399,0.01762,0.203,0.02646,MS,MS,8.346,-10.28,83.037,4.699,313.687,0.00012,0.00351,0.01344,0.01694,0.206,0.02662,10.521,-11.239,100.099,6.636,280.081,4.757,12.046,16.784,0.182,29.619,MS,3.05,82.872,5.216,277.226
2266,04/04/2020 9:00,0.00665,0.01236,0.01901,0.209,0.02795,MS,MS,9.175,-9.576,78.267,5.04,327.589,0.00011,0.00751,0.01461,0.02212,0.228,0.02601,12.597,-10.354,95.02,6.094,277.766,4.449,6.641,11.075,0.181,34.257,MS,2.696,71.186,5.699,285.942
2267,04/04/2020 10:00,0.0062,0.00793,0.01413,0.198,0.03318,MS,MS,8.743,-8.217,71.759,5.643,351.708,0.00038,0.01138,0.01405,0.02543,0.227,0.02927,12.842,-7.927,78.356,3.258,328.054,4.94,6.004,10.93,0.184,36.452,MS,6.562,59.27,2.132,294.873
2268,04/04/2020 11:00,0.00576,0.00708,0.01284,0.2,0.03463,MS,MS,9.584,-6.29,60.105,3.606,352.943,0.00043,0.00608,0.00823,0.01431,0.188,0.03462,8.945,-6.391,67.933,3.696,285.659,3.954,4.978,8.916,0.172,39.582,MS,12.413,52.357,2.159,256.272
2269,04/04/2020 12:00,0.00862,0.00984,0.01846,0.22,0.03304,MS,MS,11.646,-5.12,56.916,3.051,18.473,0.00021,0.00668,0.00874,0.01541,0.199,0.03406,7.967,-4.656,60.65,2.732,11.963,2.469,3.607,6.063,0.163,41.332,MS,16.442,45.527,2.339,140.758
2270,04/04/2020 13:00,0.0061,0.00791,0.01401,0.211,0.03544,MS,MS,11.516,-4.187,54.705,3.563,125.882,0.00027,0.00461,0.00679,0.0114,0.178,0.03613,7.473,-3.548,57.23,7.052,138.265,3.989,5.315,9.293,0.18,41.234,MS,22.075,46.644,5.078,82.472
2271,04/04/2020 14:00,0.00279,0.00482,0.00762,0.186,0.03806,MS,MS,9.509,-4.027,58.332,9.423,106.701,0.00011,0.00244,0.00433,0.00677,0.158,0.03877,6.968,-3.569,59.471,10.219,142.226,6.696,8.425,15.108,0.202,40.722,MS,25.022,50.151,8.586,126.541
2272,04/04/2020 15:00,0.00135,0.00324,0.00459,0.172,0.04066,MS,MS,8.04,-3.804,58.557,9.509,126.337,0.00002,0.0011,0.00283,0.00394,0.149,0.04151,7.258,-3.481,61.589,10.871,137.922,3.775,6.228,9.995,0.175,42.208,MS,19,53.347,10.344,121.496
2273,04/04/2020 16:00,0.00158,0.00399,0.00557,0.177,0.04101,MS,MS,8.87,-3.957,62.142,10.446,112.078,0.00003,0.00107,0.0032,0.00427,0.146,0.04205,7.45,-3.084,62.999,11.063,114.837,2.78,5.458,8.23,0.168,44.133,MS,16.624,54.584,10.889,130.142
2274,04/04/2020 17:00,0.00127,0.00411,0.00538,0.175,0.04129,MS,MS,9.62,-3.992,63.451,10.381,110.965,0.00013,0.00095,0.00355,0.00449,0.148,0.04209,7.902,-3.274,65.129,11.185,102.529,1.923,5.273,7.187,0.173,44.604,MS,17.873,56.768,10.403,127.151
2275,04/04/2020 18:00,0.00066,0.0037,0.00436,0.176,0.04048,MS,MS,10.312,-4.443,68.171,11.512,104.075,-0.00002,0.00086,0.00422,0.00508,0.15,0.03962,8.814,-3.795,71.056,12.731,92.769,1.413,6.188,7.593,0.173,43.673,MS,16.495,60.346,10.446,116.183
2276,04/04/2020 19:00,0.00032,0.00383,0.00415,0.172,0.03835,MS,MS,9.506,-4.999,72.797,13.832,97.532,0.00001,0.00078,0.00592,0.0067,0.151,0.03661,8.089,-4.544,77.121,13.507,86.911,0.653,6.097,6.744,0.176,41.791,MS,13.505,65.594,10.169,95.146
2277,04/04/2020 20:00,0.00017,0.00499,0.00516,0.177,0.03512,MS,MS,7.778,-5.796,80.657,10.404,103.516,0.00002,0.00052,0.00897,0.00948,0.16,0.03157,7.972,-5.558,90.778,13.249,93.643,0.364,7.026,7.386,0.179,39.192,MS,11.059,70.565,9.851,92.195
2278,04/04/2020 21:00,0.00013,0.00454,0.00467,0.177,0.0332,MS,MS,6.305,-6.407,89.912,10.812,106.041,-0.00005,0.00041,0.00734,0.00775,0.16,0.03076,7.887,-6.018,100.096,13.661,104.103,0.286,6.981,7.262,0.181,36.788,MS,7.181,76.76,9.523,97.642
2279,04/04/2020 22:00,0.0002,0.0037,0.0039,0.171,0.03251,MS,MS,5.931,-6.672,93.338,13.551,111.459,-0.00001,0.00059,0.01042,0.01101,0.15,0.02604,7.925,-6.076,100.043,14.196,117.907,0.337,6.537,6.872,0.178,34.939,MS,5.585,81.99,11.617,93.345
2280,04/04/2020 23:00,0.00033,0.00448,0.00481,0.167,0.02983,MS,MS,6.046,-6.921,95.504,12.178,116.097,-0.00017,0.00015,0.00585,0.006,0.148,0.02737,8.346,-6.511,99.992,14.504,127.951,0.326,8.94,9.264,0.177,30.812,MS,4.805,84.569,9.944,98.264
2281,05/04/2020 0:00,0.00032,0.00606,0.00638,0.168,0.02599,MS,MS,6.562,-6.77,98.547,11.495,123.597,0,0.00027,0.00546,0.00572,0.15,0.02504,7.816,-6.441,99.94,14.516,124.514,0.269,10.827,11.095,0.174,26.601,MS,5.24,86.721,8.721,104.92
2282,05/04/2020 1:00,0.00052,0.00509,0.00561,0.167,0.02579,MS,MS,7.05,-6.888,99.802,11.754,128.526,0.00005,0.00013,0.0021,0.00223,0.148,0.02949,7.918,-6.647,99.919,17.978,137.505,0.049,8.704,8.752,0.171,27.581,MS,6.789,88.832,12.036,123.543
2283,05/04/2020 2:00,0.00063,0.00331,0.00395,0.165,0.02945,MS,MS,7.006,-6.827,99.049,12.559,137.002,Z,Z,Z,Z,Z,Z,8.078,-6.775,99.945,22.144,143.779,0.028,5.58,5.609,0.168,31.203,MS,7.205,90.405,14.804,127.898
2284,05/04/2020 3:00,0.00057,0.00312,0.00369,0.162,0.0299,MS,MS,7.864,-7.002,98.955,11.05,145.813,0.00007,0.00011,0.00165,0.00176,0.149,0.03172,9.306,-6.969,99.919,19.769,145.698,Z,Z,Z,0.165,32.876,MS,6.765,90.495,12.65,129.467
2285,05/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,9.92,-7.207,100,10.682,136.635,0.00008,0.00013,0.00165,0.00178,0.149,0.03124,11.792,-7.077,99.901,17.515,137.136,0.01,4.421,4.433,Z,Z,MS,7.887,92.034,12.391,130.357
2286,05/04/2020 5:00,0.00067,0.00357,0.00424,0.158,0.03015,MS,MS,10.324,-7.294,100,13.152,134.34,0.00004,0.00009,0.00158,0.00167,0.149,0.0308,11.75,-7.032,99.9,17.245,129.724,0.026,6.594,6.622,0.17,31.158,MS,10.254,93.041,12.128,129.161
2287,05/04/2020 6:00,0.00084,0.004,0.00484,0.16,0.02895,MS,MS,9.365,-7.225,100,11.227,138.97,0,0.00014,0.00161,0.00175,0.147,0.03118,9.899,-6.994,99.9,20.164,143.248,0.029,5.141,5.172,0.165,31.861,MS,9.119,93.078,13.152,129.241
2288,05/04/2020 7:00,0.00056,0.00347,0.00404,0.158,0.02888,MS,MS,7.812,-7.212,100,10.924,140.544,0.00004,0.00019,0.00162,0.00181,0.146,0.03017,8.436,-7.059,99.9,16.974,141.47,0.076,4.27,4.348,0.163,32.298,MS,7.069,92.992,13.414,128.586
2289,05/04/2020 8:00,0.00075,0.00388,0.00463,0.158,0.02831,MS,MS,7.279,-7.252,100,10.59,137.758,0,0.00022,0.00174,0.00196,0.146,0.02963,7.889,-7.029,99.9,14.988,140.964,0.202,4.938,5.143,0.166,31.349,MS,6.576,92.974,12.201,133.655
2290,05/04/2020 9:00,0.00089,0.00373,0.00463,0.159,0.02799,MS,MS,7.732,-7.107,100,10.822,141.694,-0.00001,0.00022,0.00149,0.00171,0.144,0.02932,7.97,-6.996,99.9,18.539,144.616,0.392,4.998,5.393,0.167,30.957,MS,6.068,92.987,11.688,133.146
2291,05/04/2020 10:00,0.00088,0.00361,0.00449,0.16,0.02713,MS,MS,7.46,-6.851,100,9.921,138.883,0.00003,0.00031,0.00172,0.00203,0.144,0.02827,9.782,-6.749,99.9,15.817,143.21,0.56,4.629,5.192,0.167,29.844,MS,6.266,93.078,10.559,128.249
2292,05/04/2020 11:00,0.00095,0.00372,0.00466,0.162,0.02695,MS,MS,8.801,-6.464,99.933,9.69,135.184,0.00006,0.00036,0.00184,0.00219,0.146,0.02854,9.413,-5.991,99.908,15.692,147.016,0.84,4.598,5.441,0.168,29.069,MS,7.875,93.248,10.517,133.396
2293,05/04/2020 12:00,0.00109,0.00357,0.00467,0.165,0.02664,MS,MS,8.155,-6.063,99.577,11.259,129.521,0.00005,0.0004,0.00169,0.00209,0.145,0.0279,8.098,-5.549,99.959,18.426,148.052,0.839,5.029,5.871,0.174,28.78,MS,9.174,93.589,10.107,130.858
2294,05/04/2020 13:00,0.00125,0.00313,0.00439,0.168,0.02606,MS,MS,6.136,-4.802,93.616,11.804,145.549,0.00008,0.00044,0.00153,0.00197,0.144,0.02716,5.576,-4.529,100,15.636,144.819,0.859,3.761,4.624,0.168,28.878,MS,8.542,93.717,10.907,144.58
2295,05/04/2020 14:00,0.00111,0.00349,0.0046,0.173,0.02514,MS,MS,6.919,-4.413,93.686,10.479,111.861,0.00007,0.00044,0.00164,0.00208,0.146,0.02691,3.973,-3.553,100.003,14.54,137.582,1.125,4.396,5.526,0.17,27.921,MS,5.88,91.24,10.302,130.18
2296,05/04/2020 15:00,0.00097,0.0039,0.00487,0.178,0.02461,MS,MS,6.274,-3.644,93.115,8.69,122.552,0.00008,0.00048,0.00198,0.00246,0.145,0.02653,4.629,-3.118,100.004,15.092,144.056,1.696,6.219,7.918,0.184,25.968,MS,8.145,85.49,8.71,85.557
2297,05/04/2020 16:00,0.00077,0.00399,0.00476,0.18,0.02489,MS,MS,5.679,-3.148,92.046,9.004,133.674,-0.00007,0.00041,0.00257,0.00297,0.147,0.02585,5.307,-3.013,100,13.028,122.321,0.91,5.521,6.435,0.179,26.55,MS,6.999,84.252,7.828,112.762
2298,05/04/2020 17:00,0.00048,0.00404,0.00452,0.177,0.02579,MS,MS,6.523,-3.324,94.835,11.593,120.881,0.00003,0.00065,0.00417,0.00482,0.148,0.02519,6.412,-3.038,100,13.639,120.824,0.762,5.671,6.439,0.177,27.077,MS,8.157,85.406,9.817,99.239
