6284,19/09/2021 19:00,0.00022,0.00587,0.00609,0.139,0.03501,MS,MS,2.855,14.451,25.806,11.289,285.118,0.00005,-0.00004,0.00154,0.0015,0.14,0.04007,1.543,14.846,25.75,11.282,290.137,0.004,3.125,3.131,0.148,39.215,MS,0.772,28.692,6.17,281.053
6285,19/09/2021 20:00,0.00005,0.00438,0.00443,0.145,0.03477,MS,MS,2.398,13.271,28.681,11.745,285.411,0.00003,-0.00002,0.00143,0.00141,0.144,0.03879,1.696,13.529,28.236,11.684,291.788,-0.026,4.785,4.757,0.138,35.814,MS,0.615,33.999,6.273,286.491
6286,19/09/2021 21:00,0.00005,0.00701,0.00707,0.16,0.03029,MS,MS,2.535,12.125,33.282,12.339,305.762,0.00008,0.00003,0.00305,0.00309,0.144,0.03525,1.987,12.043,33.235,10.822,285.811,0.032,5.407,5.439,0.134,33.237,MS,1.109,38.352,5.985,298.771
6287,19/09/2021 22:00,0.00033,0.01718,0.01751,0.189,0.01678,MS,MS,2.666,10.239,41.786,2.842,324.47,0.00075,0.00003,0.00668,0.00671,0.167,0.03134,2.435,12.071,35.586,9.063,343.989,0.038,8.321,8.358,0.137,28.769,MS,1.284,42.706,4.225,315.086
6288,19/09/2021 23:00,0.00004,0.01062,0.01066,0.19,0.02201,MS,MS,2.146,9.179,54.971,6.52,334.733,0.00014,0,0.00758,0.00757,0.167,0.03006,2.877,10.61,46.206,2.038,14.875,0.062,7.127,7.188,0.151,29.187,MS,1.599,54.672,3.32,345.522
6289,20/09/2021 0:00,0.00009,0.01338,0.01347,0.199,0.01737,MS,MS,1.846,8.314,68.482,7.45,346.451,0.00025,0.00085,0.02025,0.0211,0.217,0.01343,5.607,9.26,55.618,4.711,331.197,-0.027,6.954,6.925,0.138,26.833,MS,1.827,61.521,2.919,299.364
6290,20/09/2021 1:00,0.00047,0.01944,0.0199,0.227,0.00982,MS,MS,3.624,6.955,78.939,3.73,341.512,0.00011,0.00046,0.01984,0.0203,0.219,0.0131,6.587,8.513,64.672,4.698,330.913,-0.022,5.916,5.893,0.136,26.262,MS,1.173,67.527,5.034,298.297
6291,20/09/2021 2:00,0.00147,0.02294,0.02443,0.217,0.00531,MS,MS,4.503,5.382,93.382,1.785,349.091,Z,Z,Z,Z,Z,Z,5.757,6.484,79.431,6.15,274.671,0.006,4.757,4.761,0.132,24.231,MS,0.627,74.773,6.758,302.666
6292,20/09/2021 3:00,0.00015,0.01636,0.01652,0.196,0.00892,MS,MS,1.713,4.723,99.976,1.857,9.556,0.00006,0.00057,0.00878,0.00935,0.177,0.01839,3.621,5.321,92.384,5.435,266.981,0.329,10.703,11.029,0.145,17.362,MS,0.469,78.389,4.154,306.036
6293,20/09/2021 4:00,Z,Z,Z,Z,Z,MS,MS,1.353,3.609,99.914,0.499,330.253,0.00008,0.00025,0.00812,0.00837,0.171,0.01801,2.519,4.456,94.158,5.89,255.184,Z,Z,Z,Z,Z,MS,0.203,77.999,3.941,306.283
6294,20/09/2021 5:00,0.00635,0.02268,0.02905,0.223,0.00349,MS,MS,2.271,2.883,99.895,2.536,257.027,0.00013,0.00204,0.01203,0.01408,0.197,0.01378,2.574,3.643,98.497,6.476,266.014,0.041,7.261,7.3,0.174,20.497,MS,0.025,74.686,4.849,318.172
6295,20/09/2021 6:00,0.03228,0.02918,0.06146,0.303,0.00093,MS,MS,4.055,2.61,99.966,1.896,288.255,0.00047,0.00331,0.01448,0.01779,0.216,0.0118,3.395,3.71,94.649,6.616,281.695,0.11,9.181,9.289,0.176,16.981,MS,0.073,74.711,5.423,314.954
6296,20/09/2021 7:00,0.03068,0.02508,0.05579,0.363,0.00109,MS,MS,4.153,2.41,99.935,2.057,324.05,0.00041,0.00531,0.01592,0.02124,0.254,0.00827,4.16,3.475,96.873,6.672,280.259,0.939,10.922,11.86,0.188,14.464,MS,0.173,75.18,6.015,311.715
6297,20/09/2021 8:00,0.03095,0.02244,0.05339,0.414,0.00452,MS,MS,5.702,4.753,89.182,2.412,316.029,0.00037,0.01944,0.01727,0.03672,0.356,0.00874,5.78,4.38,88.351,6.745,273.427,4.403,10.615,15.018,0.199,15.9,MS,0.646,69.476,6.773,304.449
6298,20/09/2021 9:00,0.02894,0.02145,0.05039,0.341,0.00832,MS,MS,7.312,8.206,60.29,3.03,330.733,0.00042,0.00383,0.00665,0.01048,0.195,0.02122,2.874,7.38,59.991,9.249,274.472,7.175,9.516,16.692,0.195,18.986,MS,1.041,60.378,7.656,308.048
6299,20/09/2021 10:00,0.01792,0.01592,0.03385,0.291,0.0157,MS,MS,7.529,10.981,45.855,4.859,341.64,0.00061,0.00383,0.00604,0.00987,0.203,0.02427,1.662,10.785,45.454,5.523,276.877,6.883,8.525,15.411,0.185,22.095,MS,0.956,50.554,6.638,301.517
6300,20/09/2021 11:00,0.00339,0.00577,0.00916,0.198,0.02763,MS,MS,2.567,13.939,36.18,4.119,325.67,0.00053,0.00712,0.01058,0.01769,0.256,0.02496,3.24,13.908,35.455,2.738,341.5,4.609,6.278,10.882,0.155,28.586,MS,0.693,39.696,5.175,295.798
6301,20/09/2021 12:00,0.00116,0.00278,0.00395,0.147,0.03497,MS,MS,2.922,14.619,30.502,6.551,18.513,0.00146,0.00389,0.00705,0.01093,0.197,0.03026,1.984,15.743,30.2,5.733,21.998,0.925,2.154,3.081,0.126,38.697,MS,-0.011,30.095,6.052,346.748
6302,20/09/2021 13:00,0.00076,0.00243,0.0032,0.139,0.03595,MS,MS,3.092,15.287,29.415,4.077,352.922,0.00043,0.00194,0.00472,0.00665,0.183,0.03476,1.76,16.33,26.604,7.235,18.725,0.454,1.671,2.13,0.13,40.077,MS,0.077,30.268,4.176,8.219
6303,20/09/2021 14:00,0.00069,0.00208,0.00277,0.132,0.03661,MS,MS,3.016,16.214,27.795,6.034,338.18,0.00031,0.0012,0.00397,0.00517,0.166,0.03597,1.17,16.234,26.72,4.245,317.04,0.34,1.284,1.628,0.133,41.847,MS,-0.122,26.683,4.74,283.701
6304,20/09/2021 15:00,0.00067,0.002,0.00267,0.124,0.03798,MS,MS,3.196,16.665,25.665,0.625,205.748,0.00024,0.00117,0.00291,0.00409,0.164,0.03768,1.164,17.82,23.979,2.236,287.829,0.397,1.794,2.197,0.137,41.466,MS,-0.002,25.496,5.231,247.789
6305,20/09/2021 16:00,0.00152,0.00365,0.00518,0.13,0.03605,MS,MS,4.534,16.447,25.395,4.972,185.652,0.00015,0.00037,0.00186,0.00223,0.159,0.0387,0.765,17.512,24.297,3.019,213.049,0.459,0.952,1.42,0.131,42.551,MS,-0.283,21.632,9.981,269.058
6306,20/09/2021 17:00,0.00337,0.00652,0.0099,0.114,0.03229,MS,MS,3.799,17.46,21.486,11.148,278.268,0.0001,0.00012,0.00144,0.00156,0.155,0.03827,0.635,17.319,24.655,7.42,199.786,0.15,0.829,0.986,0.115,41.903,MS,-0.279,21.278,11.981,278.686
6307,20/09/2021 18:00,0.0003,0.00207,0.00237,0.107,0.03613,MS,MS,3.1,16.377,22.16,15.411,285.172,0.00004,0.0002,0.00141,0.00162,0.148,0.03724,0.639,17.027,22.524,13.155,277.956,0.116,1.258,1.38,0.12,41.144,MS,0.002,22.769,13.587,272.487
6308,20/09/2021 19:00,0.00032,0.00679,0.00711,0.116,0.03131,MS,MS,3.604,14.626,25.627,11.274,272.125,0.00004,0.00025,0.00372,0.00396,0.153,0.03453,0.684,14.772,25.725,12.221,275.106,0.017,1.616,1.641,0.13,39.706,MS,-0.045,26.992,8.433,264.367
6309,20/09/2021 20:00,0.00125,0.02118,0.02243,0.136,0.01593,MS,MS,4.558,12.617,30.735,4.64,268.463,0.00006,0.00029,0.00858,0.00887,0.187,0.02817,1.006,12.836,30.442,8.065,267.575,-0.032,3.134,3.11,0.136,36.596,MS,0.128,32.686,4.91,311.925
6310,20/09/2021 21:00,0.00123,0.01867,0.0199,0.16,0.01673,MS,MS,3.489,10.863,35.996,5.016,248.861,0.00012,0.00017,0.01255,0.01272,0.209,0.02258,1.318,11.326,35.44,5.946,237.715,-0.041,2.519,2.488,0.117,35.589,MS,-0.118,37.313,6.209,308.628
6311,20/09/2021 22:00,0.00104,0.01139,0.01243,0.149,0.02252,MS,MS,3.928,9.42,40.799,4.271,235.486,0.00033,0.00025,0.01691,0.01716,0.206,0.01677,1.63,9.539,41.635,4.815,225.475,-0.03,4.237,4.218,0.126,32.685,MS,0.213,40.69,2.87,283.902
6312,20/09/2021 23:00,0.00095,0.01219,0.01315,0.157,0.01852,MS,MS,2.946,7.775,49.522,2.576,199.335,0.0003,0.00003,0.01177,0.0118,0.2,0.02048,1.995,8.257,46.181,4.426,225.785,-0.021,7.697,7.688,0.143,26.988,MS,0.446,50.252,1.628,298.236
6313,21/09/2021 0:00,0.0002,0.01451,0.01471,0.188,0.01171,MS,MS,2.518,5.851,69.327,1.559,168.63,0.00018,0.00109,0.01133,0.01243,0.17,0.02033,1.49,7.478,46.49,4.737,255.796,0.081,8.382,8.474,0.142,23.823,MS,0.057,52.778,2.037,264.758
6314,21/09/2021 1:00,0.00015,0.01325,0.0134,0.186,0.01213,MS,MS,2.691,5.197,72.346,2.24,167.958,0.00016,0.00531,0.0186,0.02392,0.188,0.0116,1.885,5.98,53.711,5.354,263.358,0.002,7.316,7.331,0.139,25.041,MS,-0.318,55.015,1.75,283.153
6315,21/09/2021 2:00,0.00038,0.01598,0.01637,0.182,0.0109,MS,MS,4.264,5.139,71.701,3.938,194.673,Z,Z,Z,Z,Z,Z,2.233,5.437,56.808,5.049,260.895,0.011,9.132,9.156,0.147,22.22,MS,-0.487,59.952,3.483,284.705
6316,21/09/2021 3:00,0.00038,0.0128,0.01319,0.173,0.01293,MS,MS,4.402,4.816,72.432,3.159,189.109,0.00017,0.00078,0.01165,0.01244,0.165,0.01589,0.983,4.922,59.84,4.144,249.349,0.056,12.669,12.738,0.16,18.452,MS,-0.536,62.009,4.555,268.789
6317,21/09/2021 4:00,Z,Z,Z,Z,Z,MS,MS,7.056,4.803,70.561,3.944,190.26,0.00014,0.0019,0.01136,0.01324,0.156,0.01577,0.71,4.567,60.718,5.318,256.784,Z,Z,Z,Z,Z,MS,-0.792,63.025,3.435,280.907
6318,21/09/2021 5:00,0.00041,0.01384,0.01424,0.17,0.01565,MS,MS,1.956,5.13,64.21,3.403,189.539,0.00015,0.00299,0.01433,0.01733,0.151,0.01232,0.952,4.397,61.971,6.028,251.321,0.265,18.912,19.193,0.19,13.001,MS,-0.598,64.139,3.134,259.875
6319,21/09/2021 6:00,0.02721,0.03194,0.05915,0.267,0.0013,MS,MS,6.369,4.749,72.127,4.214,189.978,0.00015,0.00321,0.01581,0.01902,0.168,0.0104,1.187,4.286,64.228,7.088,258.436,1.504,22.346,23.861,0.228,9.844,MS,-0.163,65.537,3.571,291.805
6320,21/09/2021 7:00,0.04038,0.03072,0.07111,0.402,0.00099,MS,MS,8.657,4.59,79.082,2.543,189.802,0.00018,0.01293,0.0221,0.03502,0.216,0.00552,2.866,5.212,60.896,6.278,254.944,2.893,19.83,22.731,0.34,15.11,MS,0.395,58.542,3.273,295.788
6321,21/09/2021 8:00,0.03679,0.02904,0.06585,0.444,0.0044,MS,MS,6.874,7.46,61.948,4.925,204.822,C,0.01832,0.02071,0.03903,C,0.00815,3.504,7.179,56.123,6.948,251.639,1.948,9.917,11.889,0.231,26.964,MS,-0.043,46.585,5.263,290.795
6322,21/09/2021 9:00,0.01517,0.01823,0.0334,0.311,0.01529,MS,MS,8.66,12.31,43.512,3.334,206.184,C,0.0189,0.01994,0.03883,C,0.01162,2.494,11.43,44.845,4.104,209.556,1.697,4.813,6.525,0.15,30.322,MS,-0.079,40.002,3.678,318.801
6323,21/09/2021 10:00,0.01638,0.01641,0.0328,0.304,0.01633,MS,MS,5.515,14.941,39.538,6.892,179.642,C,0.00644,0.00975,0.01619,C,0.02237,2.081,15.721,36.809,7.274,207.641,1.288,2.762,4.069,0.115,32.511,MS,0.236,31.98,11.154,285.854
6324,21/09/2021 11:00,0.00497,0.00787,0.01284,0.175,0.02497,MS,MS,5.56,18.409,31.968,7.097,181.585,0.00027,0.00144,0.00377,0.00521,0.281,0.02917,1.419,19.266,30.502,5.731,171.543,0.567,1.404,1.988,0.097,35.616,MS,0.145,25.49,13.214,279.848
6325,21/09/2021 12:00,0.00192,0.00368,0.0056,0.108,0.03034,MS,MS,4.543,20.873,23.333,10.349,250.85,C,0.00092,0.00267,0.0036,0.266,0.03184,1.346,20.914,27.191,8.511,177.028,0.891,1.932,2.837,0.102,35.604,MS,1.125,22.161,15.18,267.946
6326,21/09/2021 13:00,0.00281,0.00426,0.00707,0.098,0.02992,MS,MS,3.111,21.808,20.923,13.049,257.868,0.00008,0.00036,0.00156,0.00192,0.247,0.03392,1.026,22.35,23.673,6.747,196.931,0.508,1.116,1.639,0.089,36.199,MS,1.198,19.948,15.345,271.279
6327,21/09/2021 14:00,0.00274,0.00384,0.00659,0.099,0.0296,MS,MS,4.839,22.958,18.291,16.278,279.199,0.00059,0.00048,0.00234,0.00283,0.233,0.02534,1.217,23.324,18.72,13.642,274.115,0.565,0.917,1.498,0.081,35.246,MS,1.23,18.598,14.571,276.942
6328,21/09/2021 15:00,0.00106,0.00233,0.0034,0.098,0.02928,MS,MS,3.794,23.601,18.535,16.552,296.474,0.00085,0.00039,0.00122,0.00161,0.212,0.03011,0.751,23.513,19.912,13.592,236.104,0.705,0.87,1.59,0.073,32.449,MS,1.631,18.675,16.995,288.976
6329,21/09/2021 16:00,0.00082,0.00167,0.00249,0.092,0.02743,MS,MS,3.843,23.306,19.468,19.986,287.99,0.00016,0.00068,0.00144,0.00212,0.194,0.02818,1.086,23.988,19.142,16.75,274.665,0.875,1.369,2.259,0.076,29.861,MS,1.657,20.516,15.916,278.806
6330,21/09/2021 17:00,0.00091,0.00253,0.00344,0.1,0.02487,MS,MS,3.533,22.838,21.169,16.91,294.9,0.00007,0.00052,0.00143,0.00195,0.18,0.02609,0.951,23.472,20.986,14.319,281.413,0.502,1.365,1.882,0.077,28.592,MS,1.245,21.514,15.93,280.571
6331,21/09/2021 18:00,0.00091,0.00469,0.0056,0.106,0.02167,MS,MS,4.092,21.298,24.468,10.639,288.627,0.00005,0.00069,0.00438,0.00506,0.187,0.02206,0.846,21.519,24.667,8.657,287.843,0.247,1.562,1.824,0.077,27.154,MS,1.412,25.479,9.744,294.836
6332,21/09/2021 19:00,0.00033,0.00597,0.0063,0.122,0.01931,MS,MS,3.841,19.51,28.745,7.561,295.961,0.00011,0.0014,0.0109,0.0123,0.215,0.01512,1.848,20.014,28.191,3.532,309.114,0.233,2.214,2.463,0.086,26.03,MS,1.368,28.368,6.522,289.901
6333,21/09/2021 20:00,0.00002,0.00553,0.00555,0.129,0.01965,MS,MS,3.676,18.502,31.615,7.364,310.263,0.0002,0.00042,0.01234,0.01275,0.241,0.01158,1.731,17.648,35.225,4.202,251.572,0.163,4.657,4.835,0.117,23.269,MS,1.747,32.427,7.941,273.787
6334,21/09/2021 21:00,0.01792,0.01922,0.03714,0.187,0.00703,MS,MS,7.308,16.736,38.395,3.209,230.763,0.0003,0.00172,0.01811,0.01983,0.265,0.00522,1.745,16.66,38.677,2.423,232.324,0.04,4.531,4.586,0.107,23.208,MS,0.496,33.562,2.189,285.047
6335,21/09/2021 22:00,0.01046,0.02195,0.03241,0.271,0.00063,MS,MS,8.034,14.219,53.601,1.739,72.088,0.00028,0.00017,0.01202,0.01219,0.235,0.01018,1.871,15.914,40.587,3.422,185.181,0.186,9.033,9.234,0.139,17.542,MS,0.739,37.051,1.667,115.675
6336,21/09/2021 23:00,0.00512,0.02092,0.02603,0.265,0.00134,MS,MS,7.852,13.834,52.937,2.92,150.385,0.00018,-0.00005,0.00314,0.00309,0.146,0.02023,1.072,16.061,39.51,7.652,169.277,0.32,14.141,14.479,0.187,11.046,MS,1.111,43.543,0.846,78.753
6337,22/09/2021 0:00,0.00125,0.01695,0.0182,0.179,0.0047,MS,MS,4.624,13.971,51.555,1.887,187.131,0.00011,-0.00007,0.0017,0.00164,0.13,0.0222,1.134,15.063,44.215,7.749,167.819,0.765,15.844,16.622,0.221,7.326,MS,1.671,48.8,0.356,98.386
6338,22/09/2021 1:00,0.00047,0.01284,0.01331,0.156,0.00727,MS,MS,3.924,13.026,59.869,2.359,196.449,0.00034,0.00005,0.0039,0.00395,0.125,0.02386,1.341,16.431,39.061,9.088,216.995,0.523,14.884,15.423,0.184,7.684,MS,1.973,51.108,1.164,50.287
6339,22/09/2021 2:00,0.00023,0.01267,0.01289,0.149,0.00965,MS,MS,4.301,13.466,56.132,2.457,186.94,Z,Z,Z,Z,Z,Z,1.331,17.076,36.094,12.203,226.088,0.102,8.159,8.276,0.132,18.907,MS,1.252,41.689,4.209,198.447
6340,22/09/2021 3:00,0.00011,0.00697,0.00708,0.132,0.01946,MS,MS,4.322,14.872,42.852,7.936,216.057,0.00036,0.00009,0.00843,0.00852,0.126,0.02148,1.298,15.955,39.404,6.592,209.705,0.04,3.335,3.393,0.108,27.533,MS,0.781,36.192,8.926,240.415
6341,22/09/2021 4:00,Z,Z,Z,Z,Z,MS,MS,2.92,16.699,34.642,10.531,221.539,0.00026,0.00005,0.00523,0.00528,0.116,0.02294,1.263,14.77,43.388,6.641,209.157,Z,Z,Z,Z,Z,MS,0.565,37.49,2.672,214.138
6342,22/09/2021 5:00,0.00011,0.00577,0.00588,0.118,0.02448,MS,MS,2.945,15.894,36.494,7.93,209.003,0.00011,0.00006,0.00307,0.00313,0.114,0.02759,1.361,16.301,35.784,13.924,242.434,-0.016,1.687,1.693,0.105,30.87,MS,0.523,33.555,11.778,261.936
6343,22/09/2021 6:00,0.00092,0.00911,0.01004,0.121,0.02124,MS,MS,3.467,15.902,35.688,7.148,225.976,0.00035,0.00033,0.00451,0.00484,0.129,0.02664,1.762,16.472,34.505,19.032,235.547,-0.019,0.941,0.939,0.106,33.162,MS,0.384,28.592,7.471,259.362
6344,22/09/2021 7:00,0.0029,0.01629,0.01919,0.148,0.01542,MS,MS,4.876,15.914,35.072,6.881,257.005,0.0005,0.00108,0.00977,0.01085,0.162,0.02058,2.162,15.552,36.953,10.907,251.753,0.195,2.525,2.74,0.12,31.554,MS,0.676,30.556,14.451,243.891
6345,22/09/2021 8:00,0.00787,0.02252,0.03036,0.214,0.00857,MS,MS,6.183,14.726,40.468,0.907,53.652,0.00022,0.00119,0.01137,0.01257,0.178,0.01889,2.37,15.401,38.766,8.358,228.098,1.281,8.741,10.037,0.139,23.955,MS,1.483,35.982,12.602,247.058
6346,22/09/2021 9:00,0.01216,0.02078,0.03293,0.277,0.0099,MS,MS,8.719,15.02,40.428,3.521,208.986,0.00032,0.00358,0.01566,0.01926,0.213,0.01313,5.508,14.848,43.187,5.881,216.566,0.471,6.286,6.773,0.13,26.092,MS,1.428,36.356,7.176,323.909
6347,22/09/2021 10:00,0.00155,0.01194,0.01349,0.189,0.01867,MS,MS,6.785,15.643,37.789,7.837,229.171,0.00023,0.00192,0.01044,0.01236,0.174,0.02138,4.601,16.279,36.817,C,C,0.97,8.365,9.35,0.149,25.225,MS,1.331,35.448,7.79,347.23
6348,22/09/2021 11:00,0.00225,0.01214,0.01438,0.17,0.0196,MS,MS,6.5,16.104,36.249,6.169,231.252,0.00041,0.00245,0.01255,0.015,0.196,0.01916,4.046,16.203,38.08,C,C,1.098,9.997,11.11,0.17,22.428,MS,1.588,38.127,4.851,338.733
6349,22/09/2021 12:00,0.0034,0.01595,0.01934,0.204,0.01683,MS,MS,7.589,16.363,36.437,4.962,256.728,0.00041,0.00294,0.0134,0.01633,0.21,0.0182,3.625,16.448,37.606,C,C,1.676,9.733,11.424,0.164,23.593,MS,2.332,35.253,5.125,270.021
6350,22/09/2021 13:00,0.0053,0.01675,0.02206,0.217,0.01604,MS,MS,8.266,17.042,35.221,7.294,225.808,0.00044,0.00209,0.01137,0.01346,0.213,0.0211,4.478,16.895,36.544,C,C,3.527,14.013,17.554,0.222,20.183,MS,2.905,34.801,1.902,102.353
6351,22/09/2021 14:00,0.009,0.01996,0.02897,0.275,0.01189,MS,MS,10.515,16.928,38.696,6.695,195.49,0.00049,0.00184,0.01019,0.01203,0.208,0.02257,5.486,17.193,36.737,C,C,2.775,11.67,14.459,0.228,22.825,MS,2.562,34.567,7.252,207.191
6352,22/09/2021 15:00,0.00571,0.01802,0.02373,0.264,0.01443,MS,MS,9.967,17.392,36.517,5.593,202.05,0.00031,0.0019,0.01055,0.01245,0.25,0.02258,7.104,17.6,36.917,C,C,1.528,8.072,9.614,0.202,26.366,MS,2.095,33.96,4.308,199.667
6353,22/09/2021 16:00,0.00428,0.0157,0.01998,0.246,0.01844,MS,MS,19.922,18.77,32.777,6.597,214.388,0.00019,0.0024,0.01205,0.01444,0.239,0.0207,5.714,18.459,35.913,7.553,212.859,1.209,8.354,9.577,0.208,26.327,MS,1.871,33,0.747,107.388
6354,22/09/2021 17:00,0.00395,0.01755,0.0215,0.25,0.01243,MS,MS,8.192,17.48,40.957,7.668,341.061,0.00022,0.0016,0.01271,0.01432,0.23,0.0206,4.69,19.107,33.774,5.907,256.089,1.015,7.43,8.458,0.176,21.583,MS,4.518,44,6.676,2.375
6355,22/09/2021 18:00,0.00317,0.01314,0.01631,0.197,0.01051,MS,MS,8.169,15.242,51.583,8.271,346.532,0.00072,0.0048,0.01667,0.02147,0.234,0.00974,11.225,16.831,44.878,6.739,351.817,1.415,7.743,9.172,0.192,18.63,MS,5.952,47.383,2.822,337.801
6356,22/09/2021 19:00,0.0023,0.01664,0.01893,0.24,0.00593,MS,MS,8.626,13.805,58.894,3.71,331.011,0.00042,0.00735,0.01857,0.02593,0.216,0.00431,8.195,15.14,52.678,3.298,15.231,0.384,6.341,6.739,0.181,22.491,MS,2.892,40.731,7.125,274.248
6357,22/09/2021 20:00,0.0029,0.01066,0.01358,0.192,0.01716,MS,MS,5.437,15.109,46.025,8.509,280.56,0.00031,0.01142,0.01999,0.03141,0.273,0.00227,10.375,12.892,64.813,1.205,274.993,0.004,1.974,1.993,0.132,30.598,MS,0.2,34.81,12.764,282.137
6358,22/09/2021 21:00,0.00008,0.00455,0.00462,0.129,0.02711,MS,MS,2.542,16.376,33.768,11.852,279.507,0.00019,0.00129,0.01482,0.01611,0.217,0.0118,4.613,13.942,49.263,5.406,261.925,0.027,2.712,2.752,0.127,30.036,MS,-0.001,37.052,9.226,295.755
6359,22/09/2021 22:00,0.00024,0.00467,0.00492,0.125,0.02752,MS,MS,2.175,15.928,32.533,16.3,285.199,0.00015,0.00111,0.01107,0.01218,0.202,0.01788,3.376,13.474,46.299,7.237,272.226,0.049,2.868,2.929,0.123,28.911,MS,0.244,41.154,7.566,291.777
6360,22/09/2021 23:00,0.00011,0.00386,0.00398,0.128,0.02825,MS,MS,2.314,15.306,32.733,16.381,290.558,0.00008,0.00026,0.00383,0.00409,0.132,0.028,1.366,13.769,38.736,6.888,277.988,0.067,4.357,4.437,0.124,27.221,MS,0.627,43.057,7.159,283.084
6361,23/09/2021 0:00,0.00005,0.00376,0.00381,0.128,0.02879,MS,MS,1.92,14.629,33.643,14.185,289.546,0.00008,0.00035,0.00396,0.00431,0.124,0.02793,1.28,13.238,39.164,8.726,280.224,0.043,5.203,5.259,0.124,26.086,MS,0.526,46.674,5.73,299.381
6362,23/09/2021 1:00,0.00009,0.00585,0.00594,0.141,0.02717,MS,MS,2.21,13.574,35.63,10.447,288.526,0.00005,0.00024,0.00355,0.00378,0.123,0.029,1.368,12.958,39.104,7.171,284.508,0.037,3.336,3.386,0.124,28.927,MS,0.304,44.888,5.649,306.849
6363,23/09/2021 2:00,0.00004,0.00634,0.00639,0.147,0.0268,MS,MS,2.222,12.529,38.619,10.188,324.026,Z,Z,Z,Z,Z,Z,1.923,11.805,41.767,5.435,346.779,0.131,4.731,4.875,0.123,28.277,MS,0.272,45.419,3.181,348.003
6364,23/09/2021 3:00,0.00001,0.00439,0.0044,0.139,0.02838,MS,MS,2.604,11.468,44.707,6.719,30.736,0.00029,0.00033,0.00856,0.00888,0.136,0.02506,2.323,11.313,44.86,7.536,35.585,0.028,3.691,3.732,0.12,32.049,MS,0.084,42.736,2.063,348.453
6365,23/09/2021 4:00,Z,Z,Z,Z,Z,MS,MS,3.065,8.251,65.302,1.131,321.007,0.00017,0.00196,0.01727,0.01923,0.153,0.01346,4.538,9.271,58.848,0.744,332.505,Z,Z,Z,Z,Z,MS,0.342,52.629,1.199,103.954
6366,23/09/2021 5:00,0.00545,0.02451,0.02996,0.202,0.0022,MS,MS,2.965,5.877,85.025,0.184,143.734,0.0004,0.00456,0.0211,0.02566,0.177,0.00749,6.615,7.602,66.781,2.507,228.73,0.13,12.312,12.454,0.15,19.154,MS,0.44,63.032,1.252,349.315
6367,23/09/2021 6:00,0.02691,0.02715,0.05406,0.291,0.00039,MS,MS,5.236,5.949,96.175,1.446,27.898,0.00031,0.01301,0.0244,0.03741,0.251,0.00281,11.563,7.049,69.36,2.193,303.473,0.625,19.974,20.609,0.186,10.744,MS,0.913,66.751,0.406,314.861
6368,23/09/2021 7:00,0.07352,0.03291,0.10643,0.521,0.00072,MS,MS,7.944,6.333,98.965,1.933,308.593,0.00043,0.04634,0.02984,0.07618,0.412,0.0009,13.967,7.49,68.616,2.99,278.899,5.8,26.363,32.171,0.252,5.145,MS,1.76,67.707,2.078,314.71
6369,23/09/2021 8:00,0.04199,0.02046,0.06245,0.463,0.01396,MS,MS,5.336,8.017,66.458,10.323,35.898,0.00063,0.06507,0.03496,0.10004,0.494,0.00495,36.021,8.942,58.852,7,23.966,7.029,18.194,25.231,0.255,16.419,MS,2.523,59.11,4.107,59.969
6370,23/09/2021 9:00,0.00189,0.00487,0.00676,0.187,0.02911,MS,MS,5.196,8.632,52.061,16.061,45.97,0.0003,0.00426,0.00971,0.01397,0.185,0.02526,9.692,9.487,49.535,12.833,46.051,3.763,9.34,13.11,0.182,26.979,MS,2.689,51.121,7.888,56.422
6371,23/09/2021 10:00,0.00143,0.00345,0.00489,0.174,0.03119,MS,MS,4.077,9.399,49.919,12.001,36.575,0.00033,0.00309,0.00613,0.00922,0.171,0.03019,11.451,10.024,47.3,11.96,36.058,2.542,5.717,8.264,0.155,31.099,MS,3.017,49.85,7.833,49.793
6372,23/09/2021 11:00,0.0012,0.00273,0.00393,0.163,0.03385,MS,MS,5.068,10.468,44.275,8.328,41.526,0.00036,0.00232,0.00405,0.00637,0.166,0.0334,6.296,11.281,42.259,8.736,37.443,1.782,3.63,5.416,0.147,35.846,MS,3.194,44.651,6.68,73.74
6373,23/09/2021 12:00,0.00063,0.00174,0.00237,0.149,0.03633,MS,MS,6.505,11.295,41.135,5.619,103.667,0.00031,0.00126,0.0034,0.00467,0.154,0.03572,5.231,12.803,38.009,4.418,95.036,1.585,3.322,4.909,0.148,38.153,MS,3.693,40.862,5.085,89.171
6374,23/09/2021 13:00,0.00113,0.00282,0.00394,0.148,0.03689,MS,MS,7.714,12.348,38.658,1.881,88.082,0.00029,0.00061,0.00233,0.00295,0.15,0.03853,4.482,14.11,34.755,2.636,128.243,1.603,3.943,5.548,0.162,39.847,MS,4.382,38.58,4.907,116.629
6375,23/09/2021 14:00,0.00175,0.00407,0.00581,0.156,0.03756,MS,MS,8.989,13.281,36.362,5.288,154.003,0.00025,0.00041,0.00219,0.0026,0.153,0.04051,3.663,14.825,33.113,4.88,127.433,1.818,5.134,6.954,0.175,40.303,MS,6.088,36.936,4.519,144.642
