2012,25/03/2021 19:00,0.00019,0.00508,0.00525,0.19,0.02717,MS,MS,8.038,-3.2,99.907,6.706,77.472,0.00003,0.00045,0.00596,0.00641,0.175,0.02916,5.198,-2.458,97.448,5.509,79.585,0.625,9.142,9.777,0.197,23.86,MS,7.653,88.757,6.153,101.022
2013,25/03/2021 20:00,0.00012,0.00415,0.00427,0.183,0.02984,MS,MS,5.253,-3.679,99.832,2.993,107.065,0.00001,0.00007,0.00443,0.0045,0.172,0.03009,5.114,-3.121,99.845,3.983,127.734,0.396,9.314,9.719,0.199,23.111,MS,6.441,91.331,5.559,92.878
2014,25/03/2021 21:00,0.00005,0.00661,0.00664,0.189,0.02632,MS,MS,6.936,-3.718,99.805,3.131,97.837,0.00001,0.00009,0.00653,0.00662,0.173,0.02752,6.164,-3.232,99.8,3.993,112.265,0.084,9.54,9.633,0.193,25.053,MS,4.927,91.231,4.692,149.269
2015,25/03/2021 22:00,0.00008,0.00833,0.00839,0.208,0.02429,MS,MS,8.672,-3.939,99.801,3.198,87.911,0,0.00019,0.00743,0.00761,0.172,0.02334,7.12,-3.482,99.795,4.107,149.752,0.291,14.13,14.429,0.207,19.465,MS,7.687,90.994,2.411,81.996
2016,25/03/2021 23:00,0.00005,0.01081,0.01084,0.21,0.02127,MS,MS,8.388,-4.063,99.8,5.237,84.178,0,0.00073,0.01157,0.01228,0.179,0.02011,7.702,-3.501,99.741,5.309,82.056,0.589,16.815,17.412,0.222,16.226,MS,9.866,91.452,4,91.028
2017,26/03/2021 0:00,0.00011,0.00715,0.00725,0.192,0.02548,MS,MS,7.322,-4.009,99.8,5.11,91.968,0,0.0005,0.00959,0.01009,0.174,0.02315,7.72,-3.583,99.708,5.831,72.358,0.478,17.914,18.399,0.228,14.878,MS,9.228,91.766,5.074,79.436
2018,26/03/2021 1:00,0.00033,0.00572,0.00603,0.177,0.02573,MS,MS,6.452,-3.973,99.808,5.611,122.331,0,0.00016,0.00806,0.00822,0.168,0.02376,9.057,-3.751,99.739,7.184,116.277,0.209,10.557,10.773,0.186,21.656,MS,8.605,91.114,5.771,137.316
2019,26/03/2021 2:00,0.00019,0.00941,0.00958,0.178,0.02124,MS,MS,9.378,-3.814,99.801,3.428,153.476,Z,Z,Z,Z,Z,Z,10.142,-3.815,99.701,6.154,146.641,0.089,9.49,9.585,0.18,21.446,MS,11.743,90.676,5.415,177.375
2020,26/03/2021 3:00,0.00017,0.01574,0.01589,0.184,0.01407,MS,MS,10.199,-3.633,99.804,2.472,124.233,0,0.00009,0.00514,0.00523,0.168,0.02366,10.261,-3.512,99.7,4.207,131.2,0.068,5.965,6.04,0.166,23.142,MS,11.477,90.975,3.437,195.906
2021,26/03/2021 4:00,Z,Z,Z,Z,Z,MS,MS,9.553,-3.813,99.8,5.297,82.866,0.00001,0.00035,0.00768,0.00802,0.174,0.02004,10.1,-3.436,99.7,4.99,100.978,Z,Z,Z,Z,Z,MS,13.117,91.215,2.469,123.472
2022,26/03/2021 5:00,0.00008,0.00613,0.0062,0.188,0.02168,MS,MS,8.999,-4.011,99.8,8.811,75.13,0.00002,0.00183,0.01067,0.0125,0.178,0.01831,12.068,-3.537,99.7,7.542,57.006,0.585,12.317,12.905,0.191,16.404,MS,12.749,91.732,7.055,76.745
2023,26/03/2021 6:00,0.00016,0.00707,0.00722,0.188,0.02292,MS,MS,5.635,-4.323,99.803,6.629,82.86,0.00004,0.00441,0.01571,0.02012,0.194,0.01684,5.651,-3.909,99.701,6.686,69.103,0.395,10.769,11.167,0.19,18.771,MS,9.584,92.475,6.304,73.222
2024,26/03/2021 7:00,0.00036,0.009,0.00935,0.199,0.02132,MS,MS,6.421,-4.155,99.863,3.538,74.795,0.00003,0.00284,0.01823,0.02106,0.199,0.01502,5.533,-3.805,99.775,4.05,66.115,0.573,13.573,14.15,0.204,18.042,MS,7.942,92.19,3.846,73.975
2025,26/03/2021 8:00,0.00271,0.01156,0.01427,0.228,0.01878,MS,MS,8.331,-3.716,99.897,2.496,81.377,0.00003,0.0043,0.01834,0.02264,0.192,0.01521,6.245,-3.438,99.811,3.024,126.262,4.164,14.501,18.673,0.22,17.266,MS,9.067,90.843,2.279,71.905
2026,26/03/2021 9:00,0.00396,0.00868,0.01264,0.217,0.02016,MS,MS,10.294,-3.621,99.902,3.321,103.207,0.00004,0.00644,0.01336,0.0198,0.186,0.01746,8.126,-3.173,99.867,4.919,109.899,5.863,11.9,17.763,0.223,18.918,MS,10.499,86.3,2.505,44.654
2027,26/03/2021 10:00,0.01076,0.01133,0.0221,0.225,0.01884,MS,MS,15.212,-2.411,99.986,1.408,190.058,0.00005,0.00348,0.00661,0.01009,0.17,0.0227,6.995,-2.66,99.901,5.054,150.59,6.392,11.634,18.023,0.231,18.611,MS,12.3,80.963,1.176,203.659
2028,26/03/2021 11:00,0.01557,0.01371,0.02927,0.258,0.02013,MS,MS,17.406,-1.837,99.21,5.486,181.919,0.00006,0.00611,0.00745,0.01356,0.203,0.02342,7.964,-1.224,99.995,5.502,162.352,6.47,9.21,15.681,0.229,21.143,MS,15.078,76.149,4.409,202.625
2029,26/03/2021 12:00,0.00559,0.00567,0.01125,0.226,0.02656,MS,MS,10.736,-1.045,86.902,8.094,185.61,0.00008,0.00396,0.0055,0.00946,0.193,0.02757,6.467,-0.721,90.83,7.396,202.29,3.853,4.545,8.397,0.187,25.366,MS,11.463,67.29,5.597,200.591
2030,26/03/2021 13:00,0.00379,0.00394,0.00774,0.206,0.02816,MS,MS,11.961,-0.123,76.416,7.461,183.8,0.00009,0.00307,0.00395,0.00701,0.185,0.0286,7.729,0.713,77.838,7.773,200.487,3.197,3.918,7.112,0.179,27.166,MS,10.682,63.108,6.375,171.823
2031,26/03/2021 14:00,0.00297,0.00371,0.00669,0.197,0.02995,MS,MS,10.421,1.207,72.845,6.777,168.656,0.00012,0.00242,0.0038,0.00622,0.189,0.03007,6.173,2.468,72.211,8.993,164.058,1.953,3.704,5.654,0.173,30.467,MS,9.688,60.875,7.46,167.154
2032,26/03/2021 15:00,0.00263,0.00537,0.00802,0.199,0.0297,MS,MS,10.286,2.241,68.59,6.019,157.356,0.00009,0.00131,0.00369,0.005,0.184,0.03186,5.548,3.044,69.401,9.539,150.815,1.952,4.576,6.523,0.185,30.91,MS,9.616,59.688,6.85,146.333
2033,26/03/2021 16:00,0.00313,0.0072,0.01033,0.211,0.02821,MS,MS,10.508,2.939,65.901,6.646,126.778,0.0001,0.00084,0.00337,0.00421,0.175,0.03279,5.627,3.701,66.494,10.181,139.094,2.027,4.847,6.869,0.194,31.142,MS,8.427,57.14,7.067,145.768
2034,26/03/2021 17:00,0.00132,0.0057,0.00703,0.202,0.03105,MS,MS,8.103,2.909,64.39,8.647,73.721,0.00011,0.00109,0.00471,0.00581,0.17,0.03266,5.417,4.506,59.76,6.912,97.275,1.672,7.375,9.041,0.202,29.824,MS,7.66,59.275,7.299,74.379
2035,26/03/2021 18:00,0.00098,0.00445,0.00544,0.183,0.03523,MS,MS,6.284,2.181,70.073,11.691,64.031,0.00011,0.00133,0.00688,0.00822,0.17,0.03519,3.889,3.172,64.42,14.119,47.909,1.827,8.966,10.786,0.203,29.819,MS,6.886,69.271,10.056,65.341
2036,26/03/2021 19:00,0.00062,0.00738,0.00802,0.191,0.03099,MS,MS,6.584,2.403,67.731,8.713,43.571,0.00008,0.001,0.01084,0.01184,0.181,0.03094,4.31,2.69,66.326,8.057,55.174,1.02,11.655,12.667,0.206,27.162,MS,6.805,68.158,5.495,45.829
2037,26/03/2021 20:00,0.00037,0.01057,0.01095,0.223,0.02772,MS,MS,7.332,1.914,70.413,10.271,36.088,0.00007,0.0013,0.01634,0.01763,0.193,0.02227,5.569,1.714,74.428,8.683,46.01,0.226,7.893,8.111,0.188,29.553,MS,4.739,68.033,4.209,33.062
2038,26/03/2021 21:00,0.00019,0.00647,0.00669,0.199,0.02802,MS,MS,7.591,-0.079,99.179,13.747,51.677,0.00005,0.00074,0.01071,0.01146,0.188,0.02633,7.415,0.222,96.179,11.519,47.358,0.371,8.5,8.861,0.189,26.027,MS,7.704,81.151,6.628,67.605
2039,26/03/2021 22:00,0.00033,0.0035,0.00387,0.186,0.03112,MS,MS,3.041,-0.711,99.872,13.004,53.297,0.00004,0.00072,0.00821,0.00892,0.182,0.02837,5.615,-0.485,99.766,10.419,48.082,0.266,5.823,6.079,0.178,27.769,MS,3.132,87.934,6.237,73.237
2040,26/03/2021 23:00,0.00021,0.00297,0.0032,0.176,0.03277,MS,MS,1.557,-1.158,99.876,6.811,73.725,0.00004,0.00031,0.0063,0.00662,0.173,0.03128,1.674,-0.998,99.767,8.57,59.355,0.148,5.512,5.649,0.171,31.084,MS,1.2,88.202,5.996,82.486
2041,27/03/2021 0:00,0.00031,0.00354,0.00388,0.173,0.03213,MS,MS,1.837,-1.253,99.9,3.766,113.127,0.00005,0.00008,0.00397,0.00405,0.163,0.03286,1.634,-1.187,99.786,5.382,121.479,0.162,5.774,5.925,0.169,31.182,MS,1.243,86.792,4.571,105.531
2042,27/03/2021 1:00,0.00048,0.00447,0.00499,0.174,0.03118,MS,MS,2.818,-1.257,99.899,3.246,138.185,0.00004,0.00004,0.00276,0.0028,0.158,0.03245,1.789,-1.335,99.738,5.745,153.7,0.168,7.65,7.804,0.175,28.667,MS,2.845,86.179,5.27,140.588
2043,27/03/2021 2:00,0.00032,0.00572,0.00607,0.178,0.03045,MS,MS,5.501,-1.209,99.9,5.688,165.607,Z,Z,Z,Z,Z,Z,2.013,-1.305,99.766,7.988,155.917,0.036,7.243,7.266,0.175,29.135,MS,3.927,86.919,7.442,154.388
2044,27/03/2021 3:00,0.00018,0.0058,0.00602,0.175,0.03036,MS,MS,4.039,-1.161,99.9,5.964,159.387,0.00005,0.00005,0.00333,0.00339,0.158,0.03218,3.667,-1.203,99.798,10.956,156.086,0.032,5.62,5.638,0.169,30.018,MS,2.731,86.871,7.331,148.019
2045,27/03/2021 4:00,Z,Z,Z,Z,Z,MS,MS,4.556,-1.192,99.9,7.747,171.884,0.00004,0.00005,0.00299,0.00304,0.164,0.03161,3.992,-1.132,99.8,11.386,167.72,Z,Z,Z,Z,Z,MS,5.196,86.631,7.774,168.496
2046,27/03/2021 5:00,0.00019,0.00692,0.00715,0.174,0.02619,MS,MS,6.485,-1.191,99.903,7.34,175.401,0.00004,0.00008,0.0036,0.00368,0.164,0.0295,6.948,-1.122,99.838,10.526,172.758,0.063,4.793,4.841,0.166,27.869,MS,8.496,85.847,7.18,177.3
2047,27/03/2021 6:00,0.00033,0.00429,0.00465,0.167,0.02847,MS,MS,9.174,-1.336,99.957,8.42,187.098,0.00004,0.0001,0.00326,0.00335,0.164,0.03066,11.777,-1.166,99.9,11.872,188.03,0.257,5.993,6.24,0.163,27.027,MS,7.962,84.83,7.576,189.669
2048,27/03/2021 7:00,0.00118,0.01068,0.0119,0.171,0.0216,MS,MS,9.778,-1.832,99.927,4.154,184.375,0.00003,0.00023,0.00521,0.00544,0.171,0.02934,9.23,-2.056,99.894,8.791,178.059,0.386,7.652,8.03,0.177,25.109,MS,7.914,85.384,3.898,174.416
2049,27/03/2021 8:00,0.00169,0.00901,0.01073,0.19,0.02478,MS,MS,8.324,-1.986,99.916,6.705,176.862,0.00003,0.00082,0.00576,0.00658,0.178,0.02572,9.592,-2.253,99.819,7.242,159.973,1.604,7.947,9.545,0.184,24.337,MS,8.213,84.897,3.57,180.667
2050,27/03/2021 9:00,0.0029,0.00646,0.0094,0.193,0.02591,MS,MS,8.015,-1.291,99.977,7.615,174.741,0.00005,0.00188,0.00465,0.00652,0.185,0.02718,7.961,-1.064,99.886,10.041,171.698,5.305,9.633,14.933,0.215,23.697,MS,8.197,78.386,4.403,204.512
2051,27/03/2021 10:00,0.00303,0.00457,0.00764,0.192,0.02682,MS,MS,7.56,0.545,93.191,7.434,184.974,0.00009,0.00169,0.00343,0.00512,0.185,0.02843,6.197,0.962,92.414,8.525,197.69,3.601,5.606,9.206,0.195,26.617,MS,7.396,65.861,3.936,191.678
2052,27/03/2021 11:00,0.00559,0.00781,0.01343,0.231,0.02673,MS,MS,8.312,4.065,65.1,4.726,185.791,0.00023,0.00185,0.0038,0.00564,0.186,0.02975,4.267,4.828,62.647,4.784,194.658,3.559,5.418,8.978,0.198,27.27,MS,7.394,52.511,1.556,270.213
2053,27/03/2021 12:00,0.00324,0.00576,0.00903,0.223,0.03278,MS,MS,5.112,8.109,45.021,8.62,180.775,0.00033,0.00144,0.00354,0.00498,0.18,0.03459,1.795,9.682,40.318,4.981,200.428,1.841,3.473,5.317,0.167,33.447,MS,2.815,36.838,8.218,290.417
2054,27/03/2021 13:00,0.00112,0.0027,0.00385,0.171,0.03967,MS,MS,1.466,11.242,29.873,5.103,260.268,0.00014,0.00028,0.00188,0.00215,0.153,0.04172,0.12,12.2,28.581,8.202,226.602,0.204,1.27,1.479,0.137,39.398,MS,0.442,26.235,12.094,281.359
2055,27/03/2021 14:00,0.00082,0.00178,0.00264,0.134,0.04213,MS,MS,0.572,12.061,26.996,10.536,226.873,0.0001,0.00026,0.00173,0.00199,0.146,0.04349,0.159,12.543,26.269,12.084,242.549,0.263,1.313,1.584,0.139,39.264,MS,0.596,26.793,13.296,265.453
2056,27/03/2021 15:00,0.00048,0.00145,0.00197,0.128,0.04269,MS,MS,0.725,12.204,26.281,9.743,229.765,0.00011,0.00027,0.00182,0.00209,0.147,0.04385,0.204,12.671,26.468,11.999,229.981,0.307,1.526,1.843,0.144,39.578,MS,0.802,26.044,12.147,261.555
2057,27/03/2021 16:00,0.00041,0.00096,0.00139,0.121,0.04308,MS,MS,0.753,12.949,25.271,10.943,223.793,0.00011,0.00026,0.00171,0.00197,0.145,0.04393,0.241,13.126,25.69,13.628,221.617,0.245,1.303,1.561,0.141,40.221,MS,0.945,25.588,16.097,262.715
2058,27/03/2021 17:00,0.00072,0.0021,0.00285,0.124,0.04135,MS,MS,1.191,12.578,26.739,11.727,276.024,0.00007,0.00024,0.0017,0.00193,0.146,0.04374,0.271,12.717,27.03,14.37,241.97,0.301,2.142,2.458,0.142,39.515,MS,1.127,27.681,13.811,268.825
2059,27/03/2021 18:00,0.00063,0.00475,0.00541,0.132,0.03901,MS,MS,1.383,11.266,29.891,13.816,275.821,0.00005,0.00046,0.00359,0.00405,0.207,0.0417,0.371,11.785,29.233,11.216,256.037,0.139,2.359,2.515,0.152,38.81,MS,1.969,30.438,9.745,263.735
2060,27/03/2021 19:00,0.00068,0.00923,0.00993,0.149,0.03324,MS,MS,1.597,9.959,33.51,4.705,251.59,0.00006,0.0004,0.00764,0.00803,0.172,0.0361,0.728,10.528,33.225,2.605,252.752,0.135,4.768,4.922,0.176,35.34,MS,1.823,32.913,4.562,242.587
2061,27/03/2021 20:00,0.00003,0.01433,0.01439,0.165,0.02405,MS,MS,2.653,8.181,39.245,3.563,197.214,0.00011,0.00017,0.01098,0.01115,0.241,0.02952,2.675,8.677,39.225,4.977,182.514,0.091,6.039,6.151,0.211,33.036,MS,2.143,35.079,5.114,198.964
2062,27/03/2021 21:00,0.00016,0.02845,0.02864,0.264,0.01087,MS,MS,5.422,7.389,43.517,3.277,163.482,0.00022,0.00023,0.01576,0.01599,0.312,0.02092,6.23,7.019,47.061,3.631,160.601,0.038,10.229,10.291,0.249,29.279,MS,3.729,37.044,2.626,191.512
2063,27/03/2021 22:00,0.00026,0.0294,0.02967,0.341,0.00723,MS,MS,6.725,6.061,51.302,1.869,151.146,0.00021,0.00018,0.01174,0.01192,0.256,0.02427,6.215,6.191,49.919,3.884,165.134,0.725,25.355,26.111,0.483,13.743,MS,10.082,45.614,0.714,50.892
2064,27/03/2021 23:00,0.00083,0.03143,0.03228,0.384,0.00358,MS,MS,7.212,4.338,60.671,0.347,71.183,0.00012,0.00021,0.00823,0.00844,0.187,0.02936,3.428,6.088,50.499,3.421,233.581,1.153,28.132,29.315,0.504,9.337,MS,13.803,52.724,1.614,1.355
2065,28/03/2021 0:00,0.00234,0.02341,0.02576,0.356,0.01294,MS,MS,6.861,4.355,60.31,4.945,214.418,0.0001,0.00042,0.00973,0.01017,0.198,0.02811,4.662,5.611,52.233,12.089,231.452,0.427,14.775,15.239,0.298,22.163,MS,5.494,47.182,13.637,247.582
2066,28/03/2021 1:00,-0.00012,0.00637,0.00627,0.171,0.03482,MS,MS,1.67,7.572,41.049,10.525,222.79,0.0001,0.00011,0.00545,0.00555,0.158,0.03477,2.218,6.764,46.007,10.326,233.908,0.104,2.242,2.381,0.146,38.265,MS,0.47,35.467,13.679,236.753
2067,28/03/2021 2:00,0,0.01142,0.01144,0.157,0.02584,MS,MS,2.177,4.996,50.794,3.497,171.082,Z,Z,Z,Z,Z,Z,1.134,5.996,48.644,9.362,220.787,0.216,2.33,2.579,0.142,37.745,MS,0.554,35.796,12.003,233.755
2068,28/03/2021 3:00,-0.00011,0.01381,0.01372,0.201,0.0209,MS,MS,2.55,3.605,59.073,0.845,93.204,0.00017,0.00098,0.01314,0.0141,0.164,0.02518,1.191,4.767,53.821,3.786,244.058,0.059,3.325,3.422,0.156,36.013,MS,0.501,36.337,4.987,243.911
2069,28/03/2021 4:00,Z,Z,Z,Z,Z,MS,MS,2.314,2.42,66.333,2.822,188.028,0.00008,0.00041,0.01367,0.01408,0.179,0.02029,1.654,3.039,63.701,3.367,231.556,Z,Z,Z,Z,Z,MS,0.408,37.77,8.136,264.77
2070,28/03/2021 5:00,0.0003,0.02293,0.02325,0.227,0.00853,MS,MS,2.3,1.425,73.029,1.239,118.358,0.00008,0.00047,0.01447,0.01494,0.178,0.0228,1.619,3.949,56.794,4.373,253.504,0.03,1.389,1.454,0.14,39.346,MS,0.158,33.347,14.13,263.576
2071,28/03/2021 6:00,0.00633,0.02622,0.03256,0.232,0.01122,MS,MS,2.398,3.379,61.791,4.003,209.833,0.00007,0.0002,0.00446,0.00466,0.149,0.03874,0.006,8.251,38.542,12.599,250.229,0.049,2.369,2.45,0.147,38.498,MS,0.512,33.191,9.684,251.899
2072,28/03/2021 7:00,0.00208,0.02559,0.02768,0.203,0.01781,MS,MS,1.054,5.474,46.124,7.081,206.644,0.00008,0.00007,0.00385,0.00392,0.15,0.04137,-0.564,8.898,35.885,11.435,222.043,0.219,3.887,4.134,0.165,36.68,MS,-0.296,37.913,14.502,254.584
2073,28/03/2021 8:00,0.00043,0.00566,0.00611,0.172,0.03883,MS,MS,-0.095,8.531,36.998,11.895,264.12,0.00009,0.00026,0.00401,0.00427,0.156,0.04116,-0.628,8.313,38.787,6.42,211.555,0.156,2.554,2.736,0.155,38.474,MS,-0.447,36.65,10.705,279.466
2074,28/03/2021 9:00,0.0009,0.00588,0.0068,0.159,0.03958,MS,MS,0.156,9.944,35.271,12.251,238.625,0.00013,0.00049,0.00346,0.00395,0.171,0.04035,-0.405,9.126,39.691,7.73,176.992,0.263,1.248,1.534,0.154,40.688,MS,0.326,34.44,21.008,252.854
2075,28/03/2021 10:00,0.00108,0.00387,0.00497,0.151,0.04238,MS,MS,0.824,12.402,28.25,16.726,246.738,0.00016,0.00045,0.00234,0.00279,0.155,0.04376,0.003,11.866,34.597,18.543,226.343,0.208,0.969,1.197,0.153,41.757,MS,0.572,28.273,20.991,254.919
2076,28/03/2021 11:00,0.00131,0.00326,0.00458,0.147,0.04366,MS,MS,2.164,13.389,25.647,23.57,254.191,0.00013,0.00035,0.00184,0.0022,0.151,0.04541,0.9,12.934,31.019,24.286,235.857,0.276,0.948,1.242,0.152,41.964,MS,0.602,25.767,22.294,259.381
2077,28/03/2021 12:00,0.00051,0.00155,0.00207,0.132,0.04474,MS,MS,1.177,13.717,26.936,23.035,227.091,0.00009,0.00037,0.00174,0.00211,0.146,0.04591,1.356,12.893,29.832,31.679,233.135,0.194,0.894,1.103,0.15,42.017,MS,0.696,23.904,19.618,256.976
2078,28/03/2021 13:00,0.00061,0.00202,0.00263,0.126,0.04453,MS,MS,1.336,13.973,26.736,19.175,221.915,0.00012,0.00038,0.00175,0.00214,0.145,0.04603,1.19,13.105,29.773,28.791,227.388,0.94,1.696,2.648,0.147,41.528,MS,1.063,22.756,21.704,242.557
2079,28/03/2021 14:00,0.00057,0.00201,0.00258,0.119,0.04468,MS,MS,1.357,13.807,27.439,20.231,233.737,0.00011,0.00037,0.00171,0.00208,0.146,0.04639,0.979,13.025,30.505,30.629,231.74,0.443,1.156,1.608,0.146,42.22,MS,1.029,24.728,24.035,249.361
2080,28/03/2021 15:00,0.00055,0.00192,0.00247,0.116,0.04503,MS,MS,1.162,13.065,28.206,23.282,232.314,0.00015,0.00035,0.00162,0.00197,0.146,0.04646,0.733,12.943,30.153,29.523,240.861,0.254,0.955,1.215,0.151,42.29,MS,0.832,25.381,22.12,245.888
2081,28/03/2021 16:00,0.00049,0.00227,0.00275,0.117,0.04374,MS,MS,1.247,12.172,30.283,21.789,231.285,0.00005,0.00037,0.00169,0.00207,0.144,0.04532,0.921,11.884,32.34,30.229,233.11,0.256,1.165,1.424,0.148,41.618,MS,1.053,29.244,22.309,229.901
2082,28/03/2021 17:00,0.00006,0.00117,0.00123,0.118,0.0429,MS,MS,2.474,10.071,38.202,24.68,229.813,0.00006,0.00038,0.0022,0.00258,0.145,0.04313,1.078,9.791,41.935,28.748,228.437,0.618,2.266,2.884,0.148,39.165,MS,1.12,36.277,22.899,227.379
2083,28/03/2021 18:00,0.00013,0.002,0.00213,0.122,0.04049,MS,MS,1.01,8.691,43.771,23.645,218.924,0.00007,0.00031,0.00212,0.00244,0.145,0.04207,0.843,8.472,46.297,27.783,216.558,0.211,1.479,1.688,0.151,38.344,MS,0.853,42.576,23.114,223.835
2084,28/03/2021 19:00,-0.00001,0.00267,0.00265,0.125,0.03935,MS,MS,0.689,7.585,46.546,21.622,221.358,0.00007,0.00031,0.00275,0.00306,0.14,0.04131,0.459,7.434,48.757,25.129,222.66,0.156,1.621,1.773,0.154,37.393,MS,0.527,46.785,20.942,230.625
2085,28/03/2021 20:00,-0.00003,0.00243,0.00239,0.133,0.03872,MS,MS,0.968,4.236,64.379,20.209,332.74,0.00007,0.0003,0.00343,0.00373,0.148,0.03961,2.047,5.528,58.085,13.783,309.66,0.222,1.88,2.097,0.16,36.954,MS,0.084,62.907,18.033,338.78
2086,28/03/2021 21:00,-0.00017,0.00234,0.00217,0.15,0.04025,MS,MS,0.833,-0.17,92.268,35.196,344.021,0.00011,0.00046,0.00408,0.00454,0.161,0.04079,1.658,0.571,88.075,31.23,346.643,0.271,1.913,2.17,0.158,38.501,MS,-0.185,83.478,22.58,342.048
2087,28/03/2021 22:00,-0.00028,0.00141,0.00112,0.153,0.04361,MS,MS,0.795,-1.892,99.8,30.651,331.899,0.00017,0.00021,0.00416,0.00438,0.165,0.04364,1.423,-1.378,99.723,25.373,334.264,0.287,1.895,2.167,0.158,41.913,MS,0.485,91.629,22.956,332.636
2088,28/03/2021 23:00,-0.00034,0.0016,0.00125,0.16,0.04435,MS,MS,0.903,-2.099,99.8,26.173,325.938,0.0001,0.00027,0.00414,0.00441,0.169,0.04523,1.007,-1.765,99.7,22.455,331.463,0.171,2.049,2.199,0.159,42.313,MS,0.559,92.292,17.953,325.091
2089,29/03/2021 0:00,-0.00003,0.00163,0.00159,0.162,0.04527,MS,MS,0.888,-2.426,99.799,26.89,329.578,0.00013,0.00027,0.00483,0.0051,0.164,0.04535,1.174,-1.664,99.826,23.715,333.193,0.255,1.967,2.206,0.155,43.333,MS,0.598,84.185,20.058,331.224
2090,29/03/2021 1:00,-0.00005,0.00138,0.00132,0.158,0.04502,MS,MS,0.488,-2.79,99.79,29.336,325.231,0.00009,0.00025,0.00356,0.00381,0.159,0.04626,0.75,-1.544,99.982,23.751,331.695,0.266,1.784,2.028,0.155,42.667,MS,0.208,82.924,21.375,330.875
2091,29/03/2021 2:00,-0.00012,0.0016,0.00147,0.157,0.04354,MS,MS,0.26,-2.878,99.772,28.46,324.338,Z,Z,Z,Z,Z,Z,0.272,-1.756,99.991,23.446,329.696,0.115,1.749,1.839,0.151,41.187,MS,0.01,80.854,20.733,322.822
2092,29/03/2021 3:00,0.00019,0.00233,0.00251,0.156,0.03192,MS,MS,0.037,-4.309,99.802,40.921,337.256,0.00012,0.0006,0.00452,0.00512,0.161,0.03359,0.334,-3.121,99.975,33.983,341.735,0.367,1.812,2.151,0.153,30.294,MS,-0.195,81.301,29.152,336.195
2093,29/03/2021 4:00,Z,Z,Z,Z,Z,MS,MS,0.504,-6.345,99.892,39.77,327.241,0.00006,0.00066,0.00372,0.00438,0.163,0.03427,0.621,-5.268,97.525,37.753,336.056,Z,Z,Z,Z,Z,MS,0.24,75.865,24.964,329.278
2094,29/03/2021 5:00,-0.00003,0.00167,0.00163,0.149,0.03523,MS,MS,0.628,-7.032,99.953,36.613,332.284,0.00007,0.00044,0.00462,0.00506,0.16,0.03432,0.879,-6.032,75.463,32.548,337.941,0.296,1.923,2.191,0.14,33.054,MS,0.297,67.338,25.749,328.5
2095,29/03/2021 6:00,0.00004,0.00226,0.00228,0.154,0.03436,MS,MS,0.798,-7.669,94.424,39.476,334.468,0.0001,0.00084,0.00511,0.00595,0.167,0.03357,1.079,-6.754,72.631,28.462,333.988,0.471,2.343,2.788,0.139,32.249,MS,0.373,66.072,25.502,333.049
2096,29/03/2021 7:00,0.00013,0.00222,0.00232,0.156,0.0344,MS,MS,1.12,-8.745,79.672,43.976,333.555,0.00009,0.00326,0.00667,0.00993,0.179,0.03248,1.725,-8.233,72.583,37.235,336.492,0.677,2.728,3.38,0.143,31.286,MS,0.566,69.182,29.89,337.496
2097,29/03/2021 8:00,0.00057,0.00378,0.00434,0.16,0.03305,MS,MS,1.159,-9.415,74.271,39.9,339.035,0.00008,0.00296,0.0079,0.01086,0.18,0.03114,1.582,-8.88,72.849,33.951,338.554,0.907,2.452,3.334,0.139,32.364,MS,0.716,64.299,31.162,338.874
2098,29/03/2021 9:00,0.00128,0.00267,0.00393,0.158,0.0352,MS,MS,1.446,-9.619,64.771,45.97,341.021,0.00009,0.00355,0.00568,0.00924,0.176,0.03414,1.994,-9.151,62.678,35.072,339.192,1.059,1.782,2.818,0.138,33.526,MS,1.956,57.935,32.245,346.277
2099,29/03/2021 10:00,0.00112,0.00187,0.00298,0.155,0.03639,MS,MS,1.143,-8.354,58.369,41.178,330.889,0.00009,0.0034,0.00437,0.00777,0.175,0.03572,2.204,-8.17,54.507,34.154,337.606,1.15,1.56,2.688,0.136,33.942,MS,0.656,53.883,29.861,340.485
2100,29/03/2021 11:00,0.00081,0.00124,0.00204,0.151,0.03698,MS,MS,0.95,-7.382,54.525,38.136,334.984,0.00011,0.00298,0.00369,0.00667,0.175,0.03662,1.704,-7.095,51.042,33.313,337.571,0.995,1.374,2.348,0.135,34.781,MS,0.902,49.516,29.204,335.326
2101,29/03/2021 12:00,0.00102,0.0015,0.0025,0.152,0.03734,MS,MS,0.873,-6.32,52.264,36.692,336.856,0.00012,0.00364,0.00434,0.00798,0.181,0.03658,1.825,-6.013,49.222,32.762,341.968,0.96,1.253,2.195,0.133,35.152,MS,0.637,47.557,27.998,334.944
2102,29/03/2021 13:00,0.00048,0.00087,0.00134,0.148,0.03805,MS,MS,0.479,-4.533,47.677,35.969,334.802,0.00013,0.00271,0.00379,0.0065,0.179,0.0376,1.068,-4.498,44.305,32.462,337.135,0.775,1.209,1.965,0.131,35.829,MS,0.286,42.787,26.238,330.671
2103,29/03/2021 14:00,0.00064,0.00126,0.00189,0.149,0.03846,MS,MS,0.544,-2.901,43.555,36.485,334.196,0.00015,0.00235,0.00367,0.00602,0.179,0.03832,0.989,-2.87,40.415,31.151,336.384,0.836,1.325,2.144,0.138,36.167,MS,0.324,39.856,24.059,336.503
