4380,02/07/2018 11:00,0.00053,0.00321,0.00373,0.152,0.03335,MS,MS,0.331,9.265,91.202,5.121,341.512,-0.00008,0.00143,0.00521,0.00664,0.128,0.03325,1.69,12.105,75.865,6.622,21.273,0.467,2.779,3.255,0.085,35.02,-0.021,-0.021,83.941,5.937,138.829
4381,02/07/2018 12:00,0.00132,0.00446,0.00578,0.166,0.0339,MS,MS,1.177,11.008,82.389,2.381,76.416,-0.00004,0.00065,0.00222,0.00287,0.111,0.03665,0.76,13.835,65.601,6.882,73.442,0.474,2.822,3.297,0.086,36.337,0.497,0.497,84.262,3.527,112.691
4382,02/07/2018 13:00,0.00053,0.0016,0.00213,0.127,0.03971,MS,MS,0.055,13.075,67.597,6.748,106.949,-0.00003,0.0002,0.00134,0.00154,0.107,0.03995,1.38,13.752,62.457,10.317,119.636,1.159,3.059,4.224,0.093,38.129,2.412,2.412,72.77,6.639,126.375
4383,02/07/2018 14:00,0.0007,0.00269,0.0034,0.12,0.03821,MS,MS,1.648,12.746,67.479,9.708,145.777,-0.00019,0.00031,0.002,0.0023,0.109,0.03738,2.093,11.797,77.267,17.256,141.06,0.653,2.258,2.916,0.052,41.229,2.464,2.464,61.478,8.432,141.16
4384,02/07/2018 15:00,0.00071,0.00192,0.00263,0.109,0.0411,MS,MS,1.334,13.079,60.62,12.396,193.57,-0.00012,0.00019,0.00106,0.00125,0.106,0.04254,1.316,13.184,59.452,14.753,189.052,0.462,1.688,2.155,0.037,40.731,2.753,2.753,60.208,13.237,163.244
4385,02/07/2018 16:00,0.00037,0.00127,0.00164,0.103,0.04308,MS,MS,1.16,14.344,53.879,6.358,212.259,-0.00007,0.00017,0.00095,0.00111,0.101,0.04467,1.299,15.195,50.883,9.957,196.384,0.277,1.391,1.671,0.022,40.707,2.312,2.312,57.732,6.535,246.199
4386,02/07/2018 17:00,0.00038,0.00254,0.00292,0.125,0.03883,MS,MS,1.789,12.541,63.412,18.108,348.108,-0.0001,0.00037,0.00176,0.00212,0.106,0.04101,2.141,14.898,50.949,12.931,327.539,0.226,2.381,2.61,0.03,39.835,3.924,3.924,65.138,9.351,359.537
4387,02/07/2018 18:00,0.00053,0.00351,0.00404,0.149,0.03876,MS,MS,1.677,11.254,75.086,16.172,353.468,-0.00015,0.00073,0.00421,0.00493,0.115,0.03999,2.232,13.106,58.738,16.214,351.327,0.328,1.981,2.313,0.043,40.539,3.231,3.231,72.603,8.146,0.29
4388,02/07/2018 19:00,0.00059,0.00344,0.00404,0.15,0.03629,MS,MS,1.946,12.216,70.811,15.959,350.809,-0.00005,0.00061,0.00445,0.00506,0.122,0.03859,2.395,13.07,61.828,12.975,344.866,0.225,1.324,1.552,0.019,36.696,2.782,2.782,62.96,13.454,338.506
4389,02/07/2018 20:00,0.00021,0.00199,0.0022,0.133,0.03185,MS,MS,1.41,12.119,69.187,17.881,346.247,-0.00008,0.0002,0.0027,0.00289,0.115,0.03412,2.136,12.981,66.376,18.813,341.72,0.182,1.329,1.514,0.011,31.763,2.413,2.413,65.927,15.111,336.828
4390,02/07/2018 21:00,0.00011,0.00175,0.00186,0.12,0.02697,MS,MS,0.047,10.639,70.219,13.135,338.741,-0.00013,0.00032,0.0031,0.00341,0.107,0.02721,1.553,11.666,64.157,14.396,328.298,0.065,1.3,1.367,0.016,26.952,2.01,2.01,68.059,10.175,315.288
4391,02/07/2018 22:00,0.00008,0.00181,0.00189,0.122,0.02381,MS,MS,-0.8,10.509,70.745,14.614,329.79,-0.00015,0.0002,0.00211,0.0023,0.106,0.02498,1.232,11.034,67.836,10.324,306.016,0.042,1.598,1.643,0.027,25.52,2.088,2.088,73.198,9.606,306.203
4392,02/07/2018 23:00,0.00013,0.00359,0.00372,0.126,0.02261,MS,MS,-0.252,9.861,80.463,13.102,309.365,-0.00008,0.00023,0.00264,0.00286,0.11,0.02478,0.499,10.582,76.713,9.873,297.902,0.051,2.562,2.615,0.046,23.148,2.403,2.403,86.511,7.72,298.622
4393,03/07/2018 0:00,0.00009,0.00351,0.0036,0.132,0.01926,MS,MS,-0.487,8.984,88.256,11.968,308.697,-0.00009,0.00017,0.00225,0.00241,0.115,0.02222,-0.336,9.706,84.783,10.871,297.807,0.064,2.124,2.189,0.051,19.618,1.639,1.639,87.951,8.78,297.769
4394,03/07/2018 1:00,0.00013,0.00297,0.0031,0.13,0.01667,MS,MS,-0.838,9.075,84.702,11.1,313.862,-0.0001,0.00023,0.00251,0.00273,0.116,0.01904,-0.189,9.605,84.006,9.121,301.465,0.074,4.485,4.561,0.049,15.26,1.621,1.621,85.482,9.811,302.486
4395,03/07/2018 2:00,0.00007,0.00152,0.00159,0.12,0.01711,MS,MS,-1.326,9.278,78.291,13.262,322.649,Z,Z,Z,Z,Z,Z,-0.055,9.782,78.734,11.729,307.342,0.056,1.809,1.866,0.042,16.786,-1.048,-1.048,79.568,9.122,296.292
4396,03/07/2018 3:00,0.00009,0.00121,0.0013,0.11,0.01857,MS,MS,-1.467,9.396,72.383,17.054,324.406,-0.00014,0.00035,0.00327,0.00361,0.104,0.01738,-0.443,9.82,74.387,10.958,313.026,0.056,1.81,1.867,0.038,18.027,-1.821,-1.821,74.332,9.751,309.182
4397,03/07/2018 4:00,0.00022,0.00134,0.00157,0.103,0.01912,MS,MS,-1.428,9.214,70.433,18.252,326.019,-0.00019,0.00045,0.0031,0.00355,0.101,0.01839,-0.675,9.791,71.244,12.925,319.559,0.052,1.904,1.956,0.036,19.532,-1.975,-1.975,70.724,10.143,310.496
4398,03/07/2018 5:00,0.00018,0.00315,0.00333,0.11,0.01823,MS,MS,-1.474,9.048,70.683,14.075,323.488,-0.00016,0.00054,0.00339,0.00392,0.106,0.01747,-0.59,9.521,71.631,10.237,306.131,0.082,1.645,1.727,0.04,18.619,-1.971,-1.971,72.143,9.812,304.817
4399,03/07/2018 6:00,0.00053,0.00348,0.00401,0.119,0.0167,MS,MS,-1.086,9.112,71.525,12.388,313.837,-0.00017,0.00135,0.00485,0.0062,0.117,0.01617,-0.26,9.507,72.224,10.423,305.354,0.17,1.398,1.568,0.05,18.39,-2.041,-2.041,72.375,12.238,308.283
4400,03/07/2018 7:00,0.00167,0.00455,0.00622,0.134,0.01499,MS,MS,-0.689,9.354,72.412,12.017,316.711,-0.00021,0.0032,0.00659,0.00978,0.159,0.01437,0.434,9.802,72.367,11.098,308.243,0.416,1.773,2.188,0.067,17.391,-1.947,-1.947,72.106,11.038,305.718
4401,03/07/2018 8:00,0.00216,0.00476,0.00692,0.141,0.01434,MS,MS,-0.494,9.057,81.553,12.93,316.849,-0.00008,0.00408,0.00649,0.01056,0.179,0.01397,0.553,9.938,75.87,11.297,302.093,0.736,2.371,3.106,0.074,15.915,-1.788,-1.788,87.918,9.725,289.372
4402,03/07/2018 9:00,0.0026,0.00451,0.0071,0.158,0.01339,MS,MS,-0.053,9.197,86.912,11.59,312.74,0.00011,0.00529,0.00623,0.01152,0.142,0.01283,1.259,9.264,91.342,9.85,277.166,1.545,3.478,5.021,0.088,13.548,-1.321,-1.321,89.581,8.502,293.278
4403,03/07/2018 10:00,0.00227,0.00371,0.00598,0.156,0.01388,MS,MS,-0.25,9.28,91.334,12.695,314.995,0.00006,0.00434,0.00552,0.00986,0.147,0.01364,0.187,9.643,91.802,10.511,300.701,1.007,2.105,3.109,0.087,14.508,-1.249,-1.249,91.599,8.821,291.786
4404,03/07/2018 11:00,0.00281,0.00404,0.00685,0.165,0.01312,MS,MS,0.148,9.689,91.727,11.398,314.687,0.00008,0.00418,0.00538,0.00955,0.141,0.01331,0.649,10.198,88.198,10.382,303.245,0.832,1.864,2.693,0.088,14.776,-1.293,-1.293,90.943,9.348,298.928
4405,03/07/2018 12:00,0.00206,0.0033,0.00536,0.166,0.01466,MS,MS,0.598,9.997,90.692,11.846,306.854,-0.00008,0.00376,0.00499,0.00875,0.15,0.01415,0.864,10.543,89.893,9.616,309.065,1.115,2.564,3.675,0.091,14.817,0.008,0.008,90.158,8.304,290.819
4406,03/07/2018 13:00,0.00196,0.00346,0.00542,0.173,0.01641,MS,MS,2.012,10.563,88.16,13.467,314.581,-0.00002,0.00327,0.00454,0.0078,0.155,0.01631,2.394,11.315,84.04,10.912,311.55,0.765,1.749,2.51,0.087,16.523,0.314,0.314,85.462,10.1,290.068
4407,03/07/2018 14:00,0.0019,0.00282,0.00472,0.155,0.01695,MS,MS,1.472,12.337,74.529,13.993,305.285,0.00004,0.00251,0.00408,0.00659,0.143,0.01734,2.299,12.616,73.091,12.302,313.279,0.655,1.705,2.355,0.087,17.739,1.293,1.293,76.163,10.465,302.801
4408,03/07/2018 15:00,0.00124,0.00308,0.00431,0.147,0.01873,MS,MS,1.546,13.1,68.148,12.904,302.197,0.00015,0.00225,0.00331,0.00557,0.144,0.02057,3.829,14.275,65.182,12.275,308.842,0.701,1.771,2.467,0.083,18.816,3.677,3.677,69.598,11.099,286.329
4409,03/07/2018 16:00,0.00085,0.00236,0.00321,0.134,0.01947,MS,MS,0.891,13.475,66.632,16.849,332.179,0.00018,0.00237,0.00478,0.00715,0.142,0.01848,2.521,14.084,65.799,12.24,316.361,0.569,1.623,2.185,0.059,20.287,2.335,2.335,64.399,12.979,334.045
4410,03/07/2018 17:00,0.00099,0.00187,0.00286,0.131,0.02086,MS,MS,1.073,14.184,63.392,16.534,338.588,0.00015,0.00176,0.00382,0.00557,0.132,0.02018,2.729,14.477,63.434,13.897,330.702,0.527,1.455,1.975,0.048,22.37,3.175,3.175,61.345,14.214,327.872
4411,03/07/2018 18:00,0.00068,0.00151,0.00219,0.126,0.0233,MS,MS,2.213,14.577,60.369,16.914,336.014,0.00032,0.00151,0.00248,0.00399,0.12,0.023,2.42,15.673,54.305,12.198,318.335,0.376,1.161,1.529,0.035,23.803,2.821,2.821,59.363,12.867,328.165
4412,03/07/2018 19:00,0.00049,0.00167,0.00217,0.122,0.02371,MS,MS,2.141,14.531,60.876,14.058,337.269,0.00015,0.00055,0.00213,0.00269,0.116,0.02465,2.208,14.997,56.839,14.009,330.652,0.249,1.032,1.273,0.021,24.678,3.024,3.024,58.417,11.878,328.717
4413,03/07/2018 20:00,0.00044,0.00194,0.00237,0.122,0.02309,MS,MS,2.016,14.079,61.949,14.087,328.843,0.00017,0.00059,0.00281,0.0034,0.117,0.02436,2.096,14.922,56.436,11.953,331.364,0.174,1.209,1.375,0.016,23.498,3.259,3.259,61.223,10.704,331.627
4414,03/07/2018 21:00,0.00032,0.00235,0.00269,0.127,0.01922,MS,MS,2.078,13.42,67.622,12.073,332.446,0.00015,0.00067,0.00519,0.00586,0.118,0.01886,2.749,14.072,63.257,12.3,331.834,0.182,2.42,2.589,0.028,19.312,3.947,3.947,66.214,8.11,325.054
4415,03/07/2018 22:00,0.0004,0.00414,0.00455,0.138,0.01644,MS,MS,2.276,12.933,70.227,13.289,340.248,0.00011,0.0002,0.0048,0.005,0.128,0.0172,2.821,13.72,66.919,11.457,329.881,0.103,3.439,3.535,0.035,17.882,3.413,3.413,68.955,8.423,325.752
4416,03/07/2018 23:00,0.00012,0.00164,0.00176,0.116,0.02204,MS,MS,1.116,12.482,68.428,14.853,332.284,0.00013,0.00045,0.00411,0.00457,0.117,0.0205,2.25,13.121,67.011,15.513,329.674,0.037,2.364,2.387,0.023,20.407,2.347,2.347,68.362,7.928,307.57
4417,04/07/2018 0:00,0.00012,0.00155,0.00167,0.112,0.0215,MS,MS,0.988,12.101,70.618,14.176,331.26,0.00016,0.00032,0.0043,0.00463,0.116,0.02063,2.288,12.84,69.543,13.385,326.655,0.045,2.456,2.495,0.032,19.25,3.105,3.105,71.844,6.71,300.407
4418,04/07/2018 1:00,0.00011,0.00166,0.00177,0.114,0.02102,MS,MS,0.176,11.295,76.006,14.2,325.455,0.0002,0.0002,0.00269,0.00289,0.115,0.0218,3.052,12.118,74.288,13.658,324.424,0.035,1.836,1.86,0.032,21.352,3.029,3.029,75.067,7.883,297.885
4419,04/07/2018 2:00,0.00012,0.00206,0.00218,0.117,0.02297,MS,MS,0.697,10.961,80.638,14.962,334.24,Z,Z,Z,Z,Z,Z,2.251,11.572,79.57,9.996,317.961,0.043,3.632,3.663,0.041,20.09,3.343,3.343,78.499,7.398,306.07
4420,04/07/2018 3:00,0.00009,0.00261,0.0027,0.119,0.0238,MS,MS,0.926,10.843,79.707,10.019,331.723,0.00007,0.00031,0.0052,0.00552,0.119,0.02346,2.62,11.36,79.987,8.831,314.692,0.036,2.928,2.949,0.046,20.171,3.622,3.622,78.272,6.713,297.533
4421,04/07/2018 4:00,0.00011,0.003,0.00311,0.125,0.02259,MS,MS,1.848,10.709,80.63,10.048,330.399,0.00019,0.00057,0.0065,0.00708,0.126,0.02119,3.252,11.136,81.701,6.803,319.605,0.064,6.548,6.6,0.044,16.536,2.56,2.56,77.567,5.905,291.644
4422,04/07/2018 5:00,0.00012,0.00384,0.00396,0.122,0.02456,MS,MS,1.772,11.18,78.101,12.728,334.736,0.0002,0.00067,0.00886,0.00954,0.133,0.02034,4.141,11.401,83.288,9.349,330.34,0.084,4.043,4.114,0.038,16.323,2.243,2.243,77.627,5.289,282.937
4423,04/07/2018 6:00,0.00052,0.00432,0.00485,0.132,0.02029,MS,MS,1.454,10.836,81.916,15.032,327.774,0.00025,0.00067,0.00688,0.00756,0.137,0.02129,2.654,11.656,80.804,14.711,329.417,0.352,6.199,6.538,0.042,14.881,3.254,3.254,81.363,6.166,292.545
4424,04/07/2018 7:00,0.00166,0.00787,0.00953,0.184,0.01528,MS,MS,3.768,10.23,93.705,12.111,328.016,0.00025,0.0035,0.01276,0.01626,0.594,0.01397,8.281,10.786,92.96,9.756,318.695,1.136,7.377,8.499,0.063,14.042,3.652,3.652,87.511,5.902,299.087
4425,04/07/2018 8:00,0.00204,0.00675,0.00879,0.173,0.01763,MS,MS,5.7,11.099,91.905,12.243,335.899,0.00015,0.0041,0.01152,0.01562,0.253,0.01701,5.044,11.407,94.31,12.228,326.596,0.978,3.83,4.795,0.041,21.903,6.009,6.009,84.721,9.247,318.271
4426,04/07/2018 9:00,0.00119,0.00391,0.00509,0.147,0.02391,MS,MS,5.912,12.18,83.698,15.677,337.913,0.00037,0.0038,0.00885,0.01265,0.196,0.02247,3.705,12.818,84.887,13.789,336.24,C,C,C,C,27.714,6.766,6.766,77.118,11.396,331.623
4427,04/07/2018 10:00,0.00189,0.00391,0.0058,0.147,0.02594,MS,MS,7.039,13.28,78.936,15.671,350.321,0.00031,0.00329,0.00647,0.00977,0.151,0.02612,3.62,13.774,78.434,14.352,339.678,C,C,C,C,27.765,6.067,6.067,72.877,10.326,358.613
4428,04/07/2018 11:00,0.00152,0.00305,0.00457,0.144,0.02847,MS,MS,6.067,14.307,73.081,14.555,353.232,0.00036,0.0028,0.0062,0.00901,0.149,0.02839,3.611,14.643,73.202,13.327,345.744,C,C,C,C,23.567,4.837,4.837,68.096,10.68,358.769
4429,04/07/2018 12:00,0.00165,0.00324,0.00488,0.142,0.03198,MS,MS,5.97,15.823,62.863,11.339,3.625,0.00028,0.00241,0.00493,0.00734,0.143,0.0322,3.201,16.273,62.597,12.918,12.944,C,C,C,C,28.49,4.394,4.394,61.115,9.47,9.733
4430,04/07/2018 13:00,0.00081,0.00251,0.00332,0.124,0.03784,MS,MS,6.714,16.677,53.76,6.76,13.873,0.00023,0.00151,0.00353,0.00504,0.123,0.03807,2.822,17.704,49.294,7.879,10.287,C,C,C,0.274,C,C,C,49.899,7.865,20.681
4431,04/07/2018 14:00,0.00078,0.00227,0.00305,0.12,0.04022,MS,MS,5.701,18.137,47.72,5.384,359.988,0.00022,0.00128,0.00353,0.00482,0.12,0.03986,2.84,18.773,45.778,3.447,40.892,0.235,1.511,1.731,0.263,C,C,C,45.555,3.215,55.752
4432,04/07/2018 15:00,0.00078,0.00231,0.0031,0.123,0.03992,MS,MS,5.966,18.169,46.422,7.296,73.659,0.00018,0.0011,0.00339,0.00449,0.119,0.0398,2.524,19.504,43.731,5.934,69.537,0.358,1.875,2.217,0.253,C,6.39,6.39,43.409,3.077,80.027
4433,04/07/2018 16:00,0.0009,0.00223,0.00313,0.146,0.03805,MS,MS,5.92,17.774,50.953,8.25,96.189,0.00029,0.00122,0.00554,0.00676,0.126,0.03517,3.992,18.384,51.407,7.621,87.923,0.433,3.667,4.084,0.244,40.028,7.811,7.811,46.12,6.866,61.667
4434,04/07/2018 17:00,0.00066,0.00274,0.00341,0.141,0.03755,MS,MS,6.705,17.775,51.245,7.484,118.55,0.00017,0.00048,0.00286,0.00335,0.119,0.03717,4.531,17.906,53.823,7.886,120.092,0.316,3.668,3.968,0.23,38.176,7.783,7.783,48.842,4.344,129.913
4435,04/07/2018 18:00,0.00059,0.00342,0.00401,0.14,0.03711,MS,MS,9.904,17.778,51.685,6.06,140.379,0.00012,0.00012,0.00161,0.00173,0.116,0.0391,4.556,18.014,53.714,8.921,140.913,0.368,4.783,5.135,0.22,36.304,8.687,8.687,51.238,4.328,144.93
4436,04/07/2018 19:00,0.00051,0.00294,0.00345,0.121,0.03846,MS,MS,6.123,18.006,49.565,7.122,147.596,0.00016,0.00016,0.00171,0.00187,0.113,0.03966,4.37,18.548,50.062,7.545,130.378,0.367,3.549,3.9,0.195,38.516,8.335,8.335,51.614,6.193,152.604
4437,04/07/2018 20:00,0.00025,0.00274,0.00298,0.123,0.03872,MS,MS,5.03,17.771,48.048,5.342,142.156,0.00012,0.00028,0.0032,0.00348,0.118,0.03715,5.213,18.067,54.175,8.746,130.555,0.351,3.716,4.05,0.173,39.665,7.268,7.268,48.508,6.211,140.554
4438,04/07/2018 21:00,0.00017,0.00624,0.0064,0.141,0.03387,MS,MS,6.795,16.728,55.926,5.544,160.307,0.0001,0.00026,0.008,0.00826,0.134,0.02642,6.163,16.344,69.113,5.883,132.712,0.184,4.839,5.006,0.163,37.434,6.903,6.903,51.217,6.473,153.402
4439,04/07/2018 22:00,0.00012,0.01519,0.01531,0.209,0.0215,MS,MS,11.503,15.365,64.576,3.498,136.436,-0.00001,0.00054,0.0136,0.01415,0.151,0.01758,6.104,14.717,79.059,6.164,125.564,0.072,8.164,8.219,0.174,31.136,9.049,9.049,58.602,4.927,144.325
4440,04/07/2018 23:00,0.00013,0.01486,0.01498,0.227,0.01776,MS,MS,7.187,13.929,71.835,4.586,129.52,-0.00002,0.00012,0.01107,0.0112,0.13,0.01936,5.014,13.578,79.039,5.782,119.896,0.082,9.818,9.883,0.166,26.71,9.036,9.036,61.943,2.824,139.956
4441,05/07/2018 0:00,0.00016,0.01551,0.01567,0.208,0.01408,MS,MS,7.332,12.521,79.662,2.739,125.376,-0.00001,0.00014,0.00965,0.00979,0.123,0.0188,5.173,12.192,85.007,5.609,134.378,0.103,13.504,13.59,0.182,20.65,11.007,11.007,66.505,3.981,147.768
4442,05/07/2018 1:00,0.00023,0.01437,0.0146,0.177,0.01351,MS,MS,5.817,11.335,86.113,1.075,171.649,-0.00002,0.0001,0.0067,0.0068,0.115,0.02053,5.644,11.564,87.448,5.189,150.366,0.084,9.052,9.119,0.122,24.359,8.631,8.631,68.635,2.946,154.226
4443,05/07/2018 2:00,0.00014,0.01297,0.0131,0.16,0.0123,MS,MS,5.743,10.368,91.519,1.597,167.707,Z,Z,Z,Z,Z,Z,6.138,11.461,88.195,3.532,175.81,0.087,7.594,7.663,0.087,25.686,8.335,8.335,72.364,2.382,124.803
4444,05/07/2018 3:00,0.0002,0.01608,0.01629,0.164,0.00982,MS,MS,6.722,10.188,91.76,2.436,141.912,-0.00015,0.00058,0.00982,0.0104,0.125,0.01756,7.701,11.029,89.397,3.2,115.987,0.097,7.506,7.584,0.08,24.243,8.405,8.405,77.376,2.705,97.977
4445,05/07/2018 4:00,0.00022,0.01654,0.01676,0.175,0.01068,MS,MS,9.209,10.159,89.815,3.09,110.465,-0.00016,0.00048,0.01015,0.01064,0.122,0.01704,7.562,10.552,90.029,5.535,114.726,0.068,5.97,6.02,0.059,27.505,7.976,7.976,75.122,3.336,133.959
4446,05/07/2018 5:00,0.00204,0.02217,0.02421,0.191,0.00665,MS,MS,9.64,9.779,89.496,3.129,152.375,-0.00018,0.00059,0.00743,0.00803,0.116,0.01586,6.571,9.386,94.678,7.892,119.02,0.132,5.84,5.955,0.057,27.472,8.268,8.268,73.659,6.419,136.686
4447,05/07/2018 6:00,0.01328,0.02202,0.03531,0.234,0.00902,MS,MS,8.425,10.889,83.04,5.323,169.365,-0.00025,0.00113,0.00624,0.00737,0.133,0.0161,6.051,9.906,93.469,8.313,142.755,0.804,7.241,8.031,0.08,23.514,8.787,8.787,75.427,7.935,136.866
4448,05/07/2018 7:00,0.01329,0.01708,0.03038,0.227,0.01585,MS,MS,6.872,12.461,76.059,9.047,164.243,-0.00034,0.00165,0.00498,0.00663,0.132,0.02125,5.561,12.044,86.102,13.633,151.579,2.147,7.326,9.459,0.108,25.041,7.608,7.608,69.247,8.321,141.144
4449,05/07/2018 8:00,0.0057,0.01055,0.01625,0.207,0.02339,MS,MS,7.019,14.553,68.184,10.354,165.39,-0.00029,0.00156,0.00406,0.00563,0.124,0.0259,3.745,14.204,76.419,17.118,155.243,2.333,6.204,8.525,0.1,29.276,6.193,6.193,62.768,9.99,146.686
4450,05/07/2018 9:00,C,C,C,C,0.02736,MS,MS,C,16.326,61.751,10.779,167.452,-0.00036,0.00125,0.00343,0.00468,0.117,0.02981,2.056,16.531,67.049,16.773,152.926,2.377,5.237,7.603,0.067,30.448,4.598,4.598,57.687,12.53,152.497
4451,05/07/2018 10:00,C,C,C,C,0.032,MS,MS,C,18.476,55.115,14.225,168.449,C,0.00058,0.00217,0.00275,0.116,0.03434,0.883,18.824,56.144,22.203,157.662,1.296,3.216,4.503,0.02,34.015,2.414,2.414,51.141,14.439,159.556
4452,05/07/2018 11:00,C,C,C,C,0.03429,MS,MS,C,19.914,49.573,16.755,167.674,C,0.00058,0.00205,0.00264,0.112,0.03549,M,19.993,50.675,25.681,151.175,0.829,2.383,3.201,0.001,36.109,2.187,2.187,47.27,15.835,156.173
4453,05/07/2018 12:00,C,C,C,C,0.03213,MS,MS,2.206,21.104,46.522,15.036,167.357,C,0.00042,0.00167,0.00209,0.111,0.03423,M,21.256,47.235,23.773,153.59,0.78,2.3,3.07,0.017,36.584,2.334,2.334,44.217,15.928,154.536
4454,05/07/2018 13:00,C,C,C,0.021,C,MS,MS,1.927,22.299,45.22,13.931,149.619,C,0.00034,0.00155,0.00189,0.113,0.03482,M,22.464,46.382,21.804,154.873,0.796,2.181,2.969,0.021,35.834,2.349,2.349,42,15.857,158.376
4455,05/07/2018 14:00,0.00143,0.00425,0.00568,0.033,C,MS,MS,2.631,23.102,45.013,13.647,158.515,0.00087,0.00028,0.0016,0.00188,0.114,0.03754,0.888,23.144,45.752,22.533,145.915,0.723,2.305,3.022,0.041,37.337,2.629,2.629,42.018,13.629,158.258
4456,05/07/2018 15:00,0.00133,0.00382,0.00516,0.078,C,MS,MS,2.802,23.933,43.718,15.038,150.228,0.0009,0.0005,0.00222,0.00271,0.119,0.03875,0.949,24.053,45.094,21.872,141.458,0.717,2.484,3.194,0.045,39.502,3.048,3.048,40.06,13.868,159.536
4457,05/07/2018 16:00,0.00093,0.00309,0.00401,0.07,0.04014,MS,MS,2.902,24.563,42.638,14.25,149.957,0.00075,0.00034,0.00199,0.00234,0.118,0.04032,0.921,24.724,43.534,22.41,140.881,0.747,2.467,3.209,0.055,41.02,3.042,3.042,38.373,14.084,165.621
4458,05/07/2018 17:00,0.00219,0.0041,0.00628,0.078,0.03928,MS,MS,3.036,25.015,42.258,13.989,146.48,0.00081,0.00029,0.00183,0.00213,0.119,0.03997,0.858,25.149,43.383,21.096,146.162,0.577,2.456,3.028,0.061,41.419,3.304,3.304,38.022,13.907,149.413
4459,05/07/2018 18:00,0.00057,0.00294,0.0035,0.056,0.04116,MS,MS,3.234,24.942,42.641,15.548,148.184,0.00068,0.00022,0.00182,0.00204,0.12,0.04155,0.969,25.24,43.92,22.67,142.481,0.447,2.224,2.668,0.053,41.672,4.025,4.025,38.993,14.556,156.827
4460,05/07/2018 19:00,0.00044,0.00308,0.00352,0.064,0.04096,MS,MS,3.101,24.841,43.426,13.703,149.199,0.00068,0.00018,0.00188,0.00206,0.122,0.04109,0.989,25.048,45.715,18.64,146.328,0.277,2.061,2.335,0.06,42.032,4.383,4.383,41.62,15.311,152.886
4461,05/07/2018 20:00,0.00036,0.0046,0.00497,0.077,0.03772,MS,MS,3.412,24.213,46.544,10.17,157.481,0.00055,0.00032,0.00389,0.00422,0.135,0.03568,1.088,24.025,51.958,14.538,138.779,0.21,2.4,2.608,0.064,41.548,5.045,5.045,44.037,14.82,152.345
4462,05/07/2018 21:00,0.0002,0.00675,0.00695,0.101,0.03055,MS,MS,3.708,22.578,55.254,8.302,149.657,0.00047,0.00026,0.00676,0.00702,0.139,0.02539,1.099,21.274,68.232,10.273,131.223,0.152,3.694,3.846,0.081,37.72,6.026,6.026,48.699,12.971,149.264
4463,05/07/2018 22:00,0.0001,0.00983,0.00993,0.108,0.02486,MS,MS,5.561,21.017,58.858,7.847,158.219,0.00036,0.00009,0.00549,0.00559,0.132,0.02645,1.392,19.982,68.526,10.248,141.53,0.083,4.739,4.823,0.082,32.623,6.299,6.299,53.452,10.521,149.534
4464,05/07/2018 23:00,0.00011,0.01029,0.0104,0.117,0.0221,MS,MS,6.676,19.787,62.597,6.395,166.127,0.00032,0.00007,0.00513,0.0052,0.128,0.02389,1.19,18.653,74.217,12.378,144.378,0.06,4.763,4.825,0.068,30.143,6.82,6.82,56.219,8.73,153.163
4465,06/07/2018 0:00,0.00011,0.01168,0.01179,0.118,0.01778,MS,MS,5.719,18.516,68.237,3.597,123.142,0.0003,0.00013,0.00673,0.00686,0.128,0.0197,1.272,17.244,78.369,7.433,114.068,0.045,5.221,5.268,0.064,28.046,6.995,6.995,59.317,4.926,134.337
4466,06/07/2018 1:00,0.00043,0.01105,0.01148,0.129,0.01535,MS,MS,7.249,16.991,74.959,3.606,122.744,0.00014,0.0002,0.01022,0.01042,0.153,0.0142,2.577,16.248,82.239,4.092,111.86,0.061,7.638,7.703,0.078,23.29,7.78,7.78,63.486,3.46,131.313
4467,06/07/2018 2:00,0.00012,0.00921,0.00933,0.133,0.01282,MS,MS,6.592,15.153,84.988,1.88,87.502,Z,Z,Z,Z,Z,Z,3.43,16.559,82.229,2.281,31.358,0.055,8.99,9.05,0.078,17.494,8.008,8.008,71.355,1.013,51.493
4468,06/07/2018 3:00,0.00013,0.01016,0.01029,0.15,0.00919,MS,MS,6.971,14.03,90.272,0.666,97.863,0.00072,0.02028,0.02511,0.04539,0.183,0.00095,3.945,16.122,85.602,2.038,10.985,0.052,8.532,8.59,0.065,12.959,8.208,8.208,79.293,1.144,287.953
4469,06/07/2018 4:00,0.00121,0.01292,0.01414,0.201,0.00498,MS,MS,8.043,13.139,94.379,0.67,163.478,0.00068,0.01782,0.02132,0.03914,0.188,0.0036,3.698,15.416,88.169,2.137,268.985,1.908,18.328,20.241,0.076,6.888,8.813,8.813,83.518,3.934,300.45
4470,06/07/2018 5:00,0.00497,0.01843,0.0234,0.213,0.00228,MS,MS,7.816,12.933,95.669,1.397,231.345,0.0003,0.00467,0.01728,0.02195,0.192,0.00682,3.015,14.909,89.37,3.606,257.72,0.356,10.78,11.14,0.022,11.867,8.066,8.066,86.735,4.15,276.586
4471,06/07/2018 6:00,0.01903,0.01974,0.03875,0.295,0.00322,MS,MS,9.808,14.012,89.265,1.787,252.87,0.00033,0.00707,0.0143,0.02137,0.248,0.0067,3.852,14.693,89.652,5.06,270.03,0.921,5.699,6.624,0.033,12.035,8.773,8.773,86.423,8.231,305.043
